,Player Code,Player Name,Season Year,Age,Team (3 Letter)
0,abdelal01TOT,Alaa Abdelnaby,1995,26,TOT
1,abdelal01SAC,Alaa Abdelnaby,1995,26,SAC
2,abdelal01PHI,Alaa Abdelnaby,1995,26,PHI
3,abdulma02DEN,Mahmoud Abdul-Rauf,1995,25,DEN
4,adamsmi01CHH,Michael Adams,1995,32,CHH
5,addisra01DET,Rafael Addison,1995,30,DET
6,aingeda01PHO,Danny Ainge,1995,35,PHO
7,alexavi01GSW,Victor Alexander,1995,25,GSW
8,alstode01PHI,Derrick Alston,1995,22,PHI
9,andergr01ATL,Greg Anderson,1995,30,ATL
10,anderke01NJN,Kenny Anderson,1995,24,NJN
11,anderni01ORL,Nick Anderson,1995,27,ORL
12,anderwi01SAS,Willie Anderson,1995,28,SAS
13,anthogr01NYK,Greg Anthony,1995,27,NYK
14,armstbj01CHI,B.J. Armstrong,1995,27,CHI
15,armstda01ORL,Darrell Armstrong,1995,26,ORL
16,askewvi01SEA,Vincent Askew,1995,28,SEA
17,askinke01MIA,Keith Askins,1995,27,MIA
18,augmost01ATL,Stacey Augmon,1995,26,ATL
19,aventan01ORL,Anthony Avent,1995,25,ORL
20,bakervi01MIL,Vin Baker,1995,23,MIL
21,barklch01PHO,Charles Barkley*,1995,31,PHO
22,barroda01PHI,Dana Barros,1995,27,PHI
23,barryjo01MIL,Jon Barry,1995,25,MIL
24,battljo01CLE,John Battle,1995,32,CLE
25,bazarse01ATL,Sergei Bazarevich,1995,29,ATL
26,benjabe01NJN,Benoit Benjamin,1995,30,NJN
27,benneel01CLE,Elmer Bennett,1995,24,CLE
28,benneto01CHH,Tony Bennett,1995,25,CHH
29,benoida01UTA,David Benoit,1995,26,UTA
30,blackja01TOT,James Blackwell,1995,26,TOT
31,blackja01CHH,James Blackwell,1995,26,CHH
32,blackja01BOS,James Blackwell,1995,26,BOS
33,blaylmo01ATL,Mookie Blaylock,1995,27,ATL
34,blounco01CHI,Corie Blount,1995,26,CHI
35,boguemu01CHH,Muggsy Bogues,1995,30,CHH
36,bolma01GSW,Manute Bol,1995,32,GSW
37,bondwa01TOT,Walter Bond,1995,25,TOT
38,bondwa01DET,Walter Bond,1995,25,DET
39,bondwa01UTA,Walter Bond,1995,25,UTA
40,bonnean01NYK,Anthony Bonner,1995,26,NYK
41,bowiean01ORL,Anthony Bowie,1995,31,ORL
42,bowiesa01LAL,Sam Bowie,1995,33,LAL
43,bradlsh01PHI,Shawn Bradley,1995,22,PHI
44,brandte01CLE,Terrell Brandon,1995,24,CLE
45,breauti01HOU,Tim Breaux,1995,24,HOU
46,brooksc01TOT,Scott Brooks,1995,29,TOT
47,brooksc01HOU,Scott Brooks,1995,29,HOU
48,brooksc01DAL,Scott Brooks,1995,29,DAL
49,brownch01HOU,Chucky Brown,1995,26,HOU
50,brownde01BOS,Dee Brown,1995,26,BOS
51,brownmi01MIN,Mike Brown,1995,31,MIN
52,brownpj01NJN,P.J. Brown,1995,25,NJN
53,brownra02SAC,Randy Brown,1995,26,SAC
54,bryanma01POR,Mark Bryant,1995,29,POR
55,buechju01CHI,Jud Buechler,1995,26,CHI
56,burresc01CHH,Scott Burrell,1995,24,CHH
57,burtowi01PHI,Willie Burton,1995,26,PHI
58,butlemi02WSB,Mitchell Butler,1995,24,WSB
59,cagemi01CLE,Michael Cage,1995,33,CLE
60,caldwad01HOU,Adrian Caldwell,1995,28,HOU
61,campbel01LAL,Elden Campbell,1995,26,LAL
62,campbto01CLE,Tony Campbell,1995,32,CLE
63,carran01UTA,Antoine Carr,1995,33,UTA
64,cartwbi01SEA,Bill Cartwright,1995,37,SEA
65,cassesa01HOU,Sam Cassell,1995,25,HOU
66,causwdu01SAC,Duane Causwell,1995,26,SAC
67,cebalce01LAL,Cedric Ceballos,1995,25,LAL
68,chambto01UTA,Tom Chambers,1995,35,UTA
69,chapmre01WSB,Rex Chapman,1995,27,WSB
70,cheanca01WSB,Calbert Cheaney,1995,23,WSB
71,chilcpe01HOU,Pete Chilcutt,1995,26,HOU
72,childch01NJN,Chris Childs,1995,27,NJN
73,chrisdo01NYK,Doug Christie,1995,24,NYK
74,colemde01NJN,Derrick Coleman,1995,27,NJN
75,colesbi01MIA,Bimbo Coles,1995,26,MIA
76,coltest01CLE,Steve Colter,1995,32,CLE
77,conloma01MIL,Marty Conlon,1995,27,MIL
78,connele01LAL,Lester Conner,1995,35,LAL
79,corbity01ATL,Tyrone Corbin,1995,32,ATL
80,crottjo01UTA,John Crotty,1995,25,UTA
81,crowdco01SAS,Corey Crowder,1995,25,SAS
82,cummite01SAS,Terry Cummings,1995,33,SAS
83,curlebi01DET,Bill Curley,1995,22,DET
84,curryde01CHH,Dell Curry,1995,30,CHH
85,daniell01TOT,Lloyd Daniels,1995,27,TOT
86,daniell01PHI,Lloyd Daniels,1995,27,PHI
87,daniell01LAL,Lloyd Daniels,1995,27,LAL
88,dareyi01NJN,Yinka Dare,1995,22,NJN
89,davisan01IND,Antonio Davis,1995,26,IND
90,davisda01IND,Dale Davis,1995,25,IND
91,davishu01NYK,Hubert Davis,1995,24,NYK
92,daviste01DAL,Terry Davis,1995,27,DAL
93,dawkijo01DET,Johnny Dawkins,1995,31,DET
94,dawsoto01BOS,Tony Dawson,1995,27,BOS
95,dayto01MIL,Todd Day,1995,25,MIL
96,deherte01LAC,Terry Dehere,1995,23,LAC
97,delnevi01SAS,Vinny Del Negro,1995,28,SAS
98,delebi01DEN,Bison Dele,1995,25,DEN
99,divacvl01LAL,Vlade Divac*,1995,26,LAL
100,donalja01UTA,James Donaldson,1995,37,UTA
101,douglsh01BOS,Sherman Douglas,1995,28,BOS
102,dreilgr01CLE,Greg Dreiling,1995,32,CLE
103,drexlcl01TOT,Clyde Drexler*,1995,32,TOT
104,drexlcl01POR,Clyde Drexler*,1995,32,POR
105,drexlcl01HOU,Clyde Drexler*,1995,32,HOU
106,duckwke01WSB,Kevin Duckworth,1995,30,WSB
107,dudlech02POR,Chris Dudley,1995,29,POR
108,dumarjo01DET,Joe Dumars*,1995,31,DET
109,dumasri02PHO,Richard Dumas,1995,25,PHO
110,dumasto01DAL,Tony Dumas,1995,22,DAL
111,durhapa01MIN,Pat Durham,1995,27,MIN
112,eacklle01MIA,Ledell Eackles,1995,28,MIA
113,earlac01BOS,Acie Earl,1995,24,BOS
114,edwarbl01TOT,Blue Edwards,1995,29,TOT
115,edwarbl01BOS,Blue Edwards,1995,29,BOS
116,edwarbl01UTA,Blue Edwards,1995,29,UTA
117,edwardo01ATL,Doug Edwards,1995,24,ATL
118,edwarja01POR,James Edwards,1995,39,POR
119,edwarke01NJN,Kevin Edwards,1995,29,NJN
120,ehlocr01ATL,Craig Ehlo,1995,33,ATL
121,eisleho01TOT,Howard Eisley,1995,22,TOT
122,eisleho01MIN,Howard Eisley,1995,22,MIN
123,eisleho01SAS,Howard Eisley,1995,22,SAS
124,eliema01HOU,Mario Elie,1995,31,HOU
125,elliose01SAS,Sean Elliott,1995,26,SAS
126,ellisda01DEN,Dale Ellis,1995,34,DEN
127,ellisha01LAC,Harold Ellis,1995,24,LAC
128,ellisla01DEN,LaPhonso Ellis,1995,24,DEN
129,ellispe01BOS,Pervis Ellison,1995,27,BOS
130,englijo01CHI,Jo Jo English,1995,24,CHI
131,ewingpa01NYK,Patrick Ewing*,1995,32,NYK
132,ferredu01IND,Duane Ferrell,1995,29,IND
133,ferryda01CLE,Danny Ferry,1995,28,CLE
134,fishma01LAC,Matt Fish,1995,25,LAC
135,flemive01IND,Vern Fleming,1995,32,IND
136,floydsl01NJN,Sleepy Floyd,1995,34,NJN
137,fordal01PHI,Alphonso Ford,1995,23,PHI
138,fostegr01TOT,Greg Foster,1995,26,TOT
139,fostegr01CHI,Greg Foster,1995,26,CHI
140,fostegr01MIN,Greg Foster,1995,26,MIN
141,foxri01BOS,Rick Fox,1995,25,BOS
142,gaineco01PHI,Corey Gaines,1995,29,PHI
143,gamblke01MIA,Kevin Gamble,1995,29,MIA
144,garlawi01MIN,Winston Garland,1995,30,MIN
145,gatlich01GSW,Chris Gatling,1995,27,GSW
146,gattike01CHH,Kenny Gattison,1995,30,CHH
147,geigema01MIA,Matt Geiger,1995,25,MIA
148,georgta01MIL,Tate George,1995,26,MIL
149,gillke01SEA,Kendall Gill,1995,26,SEA
150,gilliar01NJN,Armen Gilliam,1995,30,NJN
151,grahagr01PHI,Greg Graham,1995,24,PHI
152,grandro01NYK,Ron Grandison,1995,30,NYK
153,grantbr01SAC,Brian Grant,1995,22,SAC
154,grantga01LAC,Gary Grant,1995,29,LAC
155,grantgr01DEN,Greg Grant,1995,28,DEN
156,grantha01POR,Harvey Grant,1995,29,POR
157,grantho01ORL,Horace Grant,1995,29,ORL
158,grayeje01PHI,Jeff Grayer,1995,29,PHI
159,greenac01PHO,A.C. Green,1995,31,PHO
160,guglito01TOT,Tom Gugliotta,1995,25,TOT
161,guglito01WSB,Tom Gugliotta,1995,25,WSB
162,guglito01GSW,Tom Gugliotta,1995,25,GSW
163,guglito01MIN,Tom Gugliotta,1995,25,MIN
164,guibean01MIN,Andrés Guibert,1995,26,MIN
165,haleyja01SAS,Jack Haley,1995,31,SAS
166,hammige01ORL,Geert Hammink,1995,25,ORL
167,hammoto01DEN,Tom Hammonds,1995,27,DEN
168,hancoda01CHH,Darrin Hancock,1995,23,CHH
169,hardaan01ORL,Anfernee Hardaway,1995,23,ORL
170,hardati01GSW,Tim Hardaway,1995,28,GSW
171,harmoje01PHI,Jerome Harmon,1995,25,PHI
172,harpede01NYK,Derek Harper,1995,33,NYK
173,harpero01CHI,Ron Harper,1995,31,CHI
174,harrilu01DAL,Lucious Harris,1995,24,DAL
175,harrito01BOS,Tony Harris,1995,27,BOS
176,harvean01LAL,Antonio Harvey,1995,24,LAL
177,hawkihe01CHH,Hersey Hawkins,1995,28,CHH
178,hensost01POR,Steve Henson,1995,26,POR
179,herreca01HOU,Carl Herrera,1995,28,HOU
180,higgiro01GSW,Rod Higgins,1995,35,GSW
181,higgise01NJN,Sean Higgins,1995,26,NJN
182,hillgr01DET,Grant Hill*,1995,22,DET
183,hillty01CLE,Tyrone Hill,1995,26,CLE
184,hodgedo01DAL,Donald Hodge,1995,25,DAL
185,hornaje01UTA,Jeff Hornacek,1995,31,UTA
186,horryro01HOU,Robert Horry,1995,24,HOU
187,houstal01DET,Allan Houston,1995,23,DET
188,houstby01SEA,Byron Houston,1995,25,SEA
189,hovasto01ATL,Tom Hovasse,1995,28,ATL
190,howarju01WSB,Juwan Howard,1995,21,WSB
191,humphja01TOT,Jay Humphries,1995,32,TOT
192,humphja01UTA,Jay Humphries,1995,32,UTA
193,humphja01BOS,Jay Humphries,1995,32,BOS
194,hunteli01DET,Lindsey Hunter,1995,24,DET
195,hurlebo01SAC,Bobby Hurley,1995,23,SAC
196,jacksja01PHI,Jaren Jackson,1995,27,PHI
197,jacksji01DAL,Jim Jackson,1995,24,DAL
198,jacksma01IND,Mark Jackson,1995,29,IND
199,jennike01GSW,Keith Jennings,1995,26,GSW
200,johnsav01SAS,Avery Johnson,1995,29,SAS
201,johnser02SEA,Ervin Johnson,1995,27,SEA
202,johnske02PHO,Kevin Johnson,1995,28,PHO
203,johnsla02CHH,Larry Johnson,1995,25,CHH
204,jonesas01MIN,Askia Jones,1995,23,MIN
205,jonesch01HOU,Charles Jones,1995,37,HOU
206,jonesed02LAL,Eddie Jones,1995,23,LAL
207,jonespo01DAL,Popeye Jones,1995,24,DAL
208,jordami01CHI,Michael Jordan*,1995,31,CHI
209,keefead01UTA,Adam Keefe,1995,24,UTA
210,kempsh01SEA,Shawn Kemp,1995,25,SEA
211,kerrst01CHI,Steve Kerr,1995,29,CHI
212,kerseje01POR,Jerome Kersey,1995,32,POR
213,keysra01LAL,Randolph Keys,1995,28,LAL
214,kiddja01DAL,Jason Kidd*,1995,21,DAL
215,kingri01SEA,Rich King,1995,25,SEA
216,kingst01MIN,Stacey King,1995,28,MIN
217,kitegr01TOT,Greg Kite,1995,33,TOT
218,kitegr01NYK,Greg Kite,1995,33,NYK
219,kitegr01IND,Greg Kite,1995,33,IND
220,kleinjo01PHO,Joe Kleine,1995,33,PHO
221,knighne01TOT,Negele Knight,1995,27,TOT
222,knighne01POR,Negele Knight,1995,27,POR
223,knighne01DET,Negele Knight,1995,27,DET
224,koncajo01ATL,Jon Koncak,1995,31,ATL
225,krystla01CHI,Larry Krystkowiak,1995,30,CHI
226,kukocto01CHI,Toni Kukoč,1995,26,CHI
227,laettch01MIN,Christian Laettner,1995,25,MIN
228,langan01ATL,Andrew Lang,1995,28,ATL
229,langan02PHO,Antonio Lang,1995,22,PHO
230,leckner01DET,Eric Leckner,1995,28,DET
231,leedo01SAC,Doug Lee,1995,30,SAC
232,legleti01GSW,Tim Legler,1995,28,GSW
233,lesji01ATL,Jim Les,1995,31,ATL
234,levincl01DEN,Cliff Levingston,1995,34,DEN
235,listeal01MIL,Alton Lister,1995,36,MIL
236,lohaubr01MIA,Brad Lohaus,1995,30,MIA
237,longgr01TOT,Grant Long,1995,28,TOT
238,longgr01MIA,Grant Long,1995,28,MIA
239,longgr01ATL,Grant Long,1995,28,ATL
240,longllu01CHI,Luc Longley,1995,26,CHI
241,lorthry01GSW,Ryan Lorthridge,1995,22,GSW
242,lynchge01LAL,George Lynch,1995,24,LAL
243,macledo01WSB,Don MacLean,1995,25,WSB
244,maconma01DET,Mark Macon,1995,25,DET
245,madkige01CLE,Gerald Madkins,1995,25,CLE
246,mahorri01NJN,Rick Mahorn,1995,36,NJN
247,majerda01PHO,Dan Majerle,1995,29,PHO
248,malonje01PHI,Jeff Malone,1995,33,PHI
249,malonka01UTA,Karl Malone*,1995,31,UTA
250,malonmo01SAS,Moses Malone*,1995,39,SAS
251,mannida01PHO,Danny Manning,1995,28,PHO
252,marcisa01SEA,Šarūnas Marčiulionis*,1995,30,SEA
253,marshdo01TOT,Donyell Marshall,1995,21,TOT
254,marshdo01MIN,Donyell Marshall,1995,21,MIN
255,marshdo01GSW,Donyell Marshall,1995,21,GSW
256,martibo01LAC,Bob Martin,1995,25,LAC
257,martida01MIN,Darrick Martin,1995,23,MIN
258,mashbja01DAL,Jamal Mashburn,1995,22,DAL
259,masonan01NYK,Anthony Mason,1995,28,NYK
260,masseto01LAC,Tony Massenburg,1995,27,LAC
261,maxweve01HOU,Vernon Maxwell,1995,29,HOU
262,maybele01MIL,Lee Mayberry,1995,24,MIL
263,mccloge01DAL,George McCloud,1995,27,DAL
264,mcdanxa01BOS,Xavier McDaniel,1995,31,BOS
265,mcilvji01WSB,Jim McIlvaine,1995,22,WSB
266,mckeyde01IND,Derrick McKey,1995,28,IND
267,mckieaa01POR,Aaron McKie,1995,22,POR
268,mcmilna01SEA,Nate McMillan,1995,30,SEA
269,meeda01DEN,Darnell Mee,1995,23,DEN
270,millean01LAL,Anthony Miller,1995,23,LAL
271,milleol01DET,Oliver Miller,1995,24,DET
272,millere01IND,Reggie Miller*,1995,29,IND
273,millsch01CLE,Chris Mills,1995,25,CLE
274,millste01DET,Terry Mills,1995,27,DET
275,minerha01MIA,Harold Miner,1995,23,MIA
276,minorgr01BOS,Greg Minor,1995,23,BOS
277,mitchsa01IND,Sam Mitchell,1995,31,IND
278,mobleer01MIL,Eric Mobley,1995,24,MIL
279,montrer01BOS,Eric Montross,1995,23,BOS
280,morrich01NJN,Chris Morris,1995,29,NJN
281,mortodw01GSW,Dwayne Morton,1995,23,GSW
282,mournal01CHH,Alonzo Mourning*,1995,24,CHH
283,mullich01GSW,Chris Mullin*,1995,31,GSW
284,murdoer01MIL,Eric Murdock,1995,26,MIL
285,muresgh01WSB,Gheorghe Mureșan,1995,23,WSB
286,murrala01LAC,Lamond Murray,1995,21,LAC
287,murratr01TOT,Tracy Murray,1995,23,TOT
288,murratr01POR,Tracy Murray,1995,23,POR
289,murratr01HOU,Tracy Murray,1995,23,HOU
290,mutomdi01DEN,Dikembe Mutombo*,1995,28,DEN
291,myerspe01CHI,Pete Myers,1995,31,CHI
292,newbiiv01DET,Ivano Newbill,1995,24,DET
293,newmajo01MIL,Johnny Newman,1995,31,MIL
294,normake01ATL,Ken Norman,1995,30,ATL
295,nwosuju01SAS,Julius Nwosu,1995,23,SAS
296,onealsh01ORL,Shaquille O'Neal*,1995,22,ORL
297,oaklech01NYK,Charles Oakley,1995,31,NYK
298,olajuha01HOU,Hakeem Olajuwon*,1995,32,HOU
299,olivebr01WSB,Brian Oliver,1995,26,WSB
300,outlabo01LAC,Bo Outlaw,1995,23,LAC
301,overtdo01WSB,Doug Overton,1995,25,WSB
302,owensbi01MIA,Billy Owens,1995,25,MIA
303,packro01DEN,Robert Pack,1995,25,DEN
304,parisro01CHH,Robert Parish*,1995,41,CHH
305,paytoga01SEA,Gary Payton*,1995,26,SEA
306,peelean01LAL,Anthony Peeler,1995,25,LAL
307,peplomi01DET,Mike Peplowski,1995,24,DET
308,perduwi01CHI,Will Perdue,1995,29,CHI
309,perkisa01SEA,Sam Perkins,1995,33,SEA
310,perryel01PHO,Elliot Perry,1995,25,PHO
311,perryti01PHI,Tim Perry,1995,29,PHI
312,persoch01SAS,Chuck Person,1995,30,SAS
313,persowe01PHO,Wesley Person,1995,23,PHO
314,phelpde01SAC,Derrick Phelps,1995,22,SAC
315,phillbo01CLE,Bobby Phills,1995,25,CLE
316,piatker01LAC,Eric Piatkowski,1995,24,LAC
317,piercri01GSW,Ricky Pierce,1995,35,GSW
318,pincked01MIL,Ed Pinckney,1995,31,MIL
319,pippesc01CHI,Scottie Pippen*,1995,29,CHI
320,polynol01SAC,Olden Polynice,1995,30,SAC
321,portete01POR,Terry Porter,1995,31,POR
322,pricema01CLE,Mark Price,1995,30,CLE
323,pritcke01TOT,Kevin Pritchard,1995,27,TOT
324,pritcke01PHI,Kevin Pritchard,1995,27,PHI
325,pritcke01MIA,Kevin Pritchard,1995,27,MIA
326,radjadi01BOS,Dino Radja*,1995,27,BOS
327,rambiku01LAL,Kurt Rambis,1995,36,LAL
328,randama01DEN,Mark Randall,1995,27,DEN
329,recasel01DEN,Eldridge Recasner,1995,27,DEN
330,reevekh01MIA,Khalid Reeves,1995,22,MIA
331,reidjr01SAS,J.R. Reid,1995,26,SAS
332,ricegl01MIA,Glen Rice,1995,27,MIA
333,richapo01LAC,Pooh Richardson,1995,28,LAC
334,richmmi01SAC,Mitch Richmond*,1995,29,SAC
335,rideris01MIN,Isaiah Rider,1995,23,MIN
336,rileyer01LAC,Eric Riley,1995,24,LAC
337,riverdo01TOT,Doc Rivers,1995,33,TOT
338,riverdo01NYK,Doc Rivers,1995,33,NYK
339,riverdo01SAS,Doc Rivers,1995,33,SAS
340,roberfr01CLE,Fred Roberts,1995,34,CLE
341,robincl02POR,Clifford Robinson,1995,28,POR
342,robinda01SAS,David Robinson*,1995,29,SAS
343,robingl01MIL,Glenn Robinson,1995,22,MIL
344,robinja02POR,James Robinson,1995,24,POR
345,rodmade01SAS,Dennis Rodman*,1995,33,SAS
346,rogerca01GSW,Carlos Rogers,1995,23,GSW
347,rogerro01DEN,Rodney Rogers,1995,23,DEN
348,rollitr01ORL,Tree Rollins,1995,39,ORL
349,rooksse01MIN,Sean Rooks,1995,25,MIN
350,roseja01DEN,Jalen Rose,1995,22,DEN
351,royaldo01ORL,Donald Royal,1995,28,ORL
352,roziecl01GSW,Clifford Rozier,1995,22,GSW
353,ruffitr01PHO,Trevor Ruffin,1995,24,PHO
354,russebr01UTA,Bryon Russell,1995,24,UTA
355,sallejo01MIA,John Salley,1995,30,MIA
356,schayda01PHO,Danny Schayes,1995,35,PHO
357,schefst01SEA,Steve Scheffler,1995,27,SEA
358,schindw01NJN,Dwayne Schintzius,1995,26,NJN
359,schrede01SEA,Detlef Schrempf,1995,32,SEA
360,scottby01IND,Byron Scott,1995,33,IND
361,scottde01ORL,Dennis Scott,1995,26,ORL
362,sealyma01LAC,Malik Sealy,1995,24,LAC
363,seikaro01GSW,Rony Seikaly,1995,29,GSW
364,shackch01MIN,Charles Shackleford,1995,28,MIN
365,shawbr01ORL,Brian Shaw,1995,28,ORL
366,simmoli01SAC,Lionel Simmons,1995,26,SAC
367,simpkdi01CHI,Dickey Simpkins,1995,22,CHI
368,skilesc01WSB,Scott Skiles,1995,30,WSB
369,slatere01DEN,Reggie Slater,1995,24,DEN
370,smithch01NYK,Charles Smith,1995,29,NYK
371,smithch03MIN,Chris Smith,1995,24,MIN
372,smithdo03DAL,Doug Smith,1995,25,DAL
373,smithke01HOU,Kenny Smith,1995,29,HOU
374,smithmi01LAC,Michael Smith,1995,29,LAC
375,smithmi02SAC,Michael Smith,1995,22,SAC
376,smithst01TOT,Steve Smith,1995,25,TOT
377,smithst01MIA,Steve Smith,1995,25,MIA
378,smithst01ATL,Steve Smith,1995,25,ATL
379,smithto02LAL,Tony Smith,1995,26,LAL
380,smitsri01IND,Rik Smits,1995,28,IND
381,spencel01LAC,Elmore Spencer,1995,25,LAC
382,spencfe01UTA,Felton Spencer,1995,27,UTA
383,sprewla01GSW,Latrell Sprewell,1995,24,GSW
384,starkjo01NYK,John Starks,1995,29,NYK
385,stewala01WSB,Larry Stewart,1995,26,WSB
386,stithbr01DEN,Bryant Stith,1995,24,DEN
387,stockjo01UTA,John Stockton*,1995,32,UTA
388,stricma01IND,Mark Strickland,1995,24,IND
389,stricro02POR,Rod Strickland,1995,28,POR
390,stronde01BOS,Derek Strong,1995,26,BOS
391,suttogr01CHH,Greg Sutton,1995,27,CHH
392,swinsaa01PHO,Aaron Swinson,1995,24,PHO
393,tabakza01HOU,Žan Tabak,1995,24,HOU
394,tarplro01DAL,Roy Tarpley,1995,30,DAL
395,thompbr01ORL,Brooks Thompson,1995,24,ORL
396,thompla01IND,LaSalle Thompson,1995,33,IND
397,thorpot01TOT,Otis Thorpe,1995,32,TOT
398,thorpot01HOU,Otis Thorpe,1995,32,HOU
399,thorpot01POR,Otis Thorpe,1995,32,POR
400,threase01LAL,Sedale Threatt,1995,33,LAL
401,tisdawa01PHO,Wayman Tisdale,1995,30,PHO
402,tolbeto01CHH,Tom Tolbert,1995,29,CHH
403,towerke01ORL,Keith Tower,1995,24,ORL
404,tuckean01WSB,Anthony Tucker,1995,25,WSB
405,turnehe02SAC,Henry Turner,1995,28,SAC
406,turneje01ORL,Jeff Turner,1995,32,ORL
407,tylerbj01PHI,B.J. Tyler,1995,23,PHI
408,vanexni01LAL,Nick Van Exel,1995,23,LAL
409,vaughlo01LAC,Loy Vaught,1995,26,LAC
410,vinsofr01ATL,Fred Vinson,1995,24,ATL
411,walkeke01WSB,Kenny Walker,1995,30,WSB
412,waltere01NJN,Rex Walters,1995,24,NJN
413,wardch01NYK,Charlie Ward,1995,24,NYK
414,watsoja01UTA,Jamie Watson,1995,22,UTA
415,weathcl01PHI,Clarence Weatherspoon,1995,24,PHI
416,webbsp01SAC,Spud Webb,1995,31,SAC
417,webbech01WSB,Chris Webber,1995,21,WSB
418,wennibi01CHI,Bill Wennington,1995,31,CHI
419,wesleda01BOS,David Wesley,1995,24,BOS
420,westdo01MIN,Doug West,1995,27,MIN
421,westma01DET,Mark West,1995,34,DET
422,whatlen01ATL,Ennis Whatley,1995,32,ATL
423,whitnch01SAS,Chris Whitney,1995,23,SAS
424,wileymo01TOT,Morlon Wiley,1995,28,TOT
425,wileymo01DAL,Morlon Wiley,1995,28,DAL
426,wileymo01ATL,Morlon Wiley,1995,28,ATL
427,wilkido01BOS,Dominique Wilkins*,1995,35,BOS
428,williaa01MIL,Aaron Williams,1995,23,MIL
429,willibu01POR,Buck Williams,1995,34,POR
430,willihe01NYK,Herb Williams,1995,36,NYK
431,williho01CLE,Hot Rod Williams,1995,32,CLE
432,willija01NJN,Jayson Williams,1995,26,NJN
433,willijo02IND,John Williams,1995,28,IND
434,willilo01DAL,Lorenzo Williams,1995,25,DAL
435,willimi02MIN,Micheal Williams,1995,28,MIN
436,willimo01NYK,Monty Williams,1995,23,NYK
437,willire01DEN,Reggie Williams,1995,30,DEN
438,willisc01PHI,Scott Williams,1995,26,PHI
439,williwa02SAC,Walt Williams,1995,24,SAC
440,willike02TOT,Kevin Willis,1995,32,TOT
441,willike02ATL,Kevin Willis,1995,32,ATL
442,willike02MIA,Kevin Willis,1995,32,MIA
443,wilsotr01SAC,Trevor Wilson,1995,26,SAC
444,wingada01CHH,David Wingate,1995,31,CHH
445,wingfdo01SEA,Dontonio Wingfield,1995,20,SEA
446,wolfjo01CHH,Joe Wolf,1995,30,CHH
447,woodda01GSW,David Wood,1995,30,GSW
448,woodsra01LAC,Randy Woods,1995,24,LAC
449,workmha01IND,Haywoode Workman,1995,29,IND
450,wrighsh01PHI,Sharone Wright,1995,22,PHI
451,youngda01MIL,Danny Young,1995,32,MIL
452,abdulma02DEN,Mahmoud Abdul-Rauf,1996,26,DEN
453,adamsmi01CHH,Michael Adams,1996,33,CHH
454,addisra01CHH,Rafael Addison,1996,31,CHH
455,alexaco01SAS,Cory Alexander,1996,22,SAS
456,allenje01MIN,Jerome Allen,1996,23,MIN
457,alstode01PHI,Derrick Alston,1996,23,PHI
458,amaecjo01CLE,John Amaechi,1996,25,CLE
459,amayaas01VAN,Ashraf Amaya,1996,24,VAN
460,andergr01SAS,Greg Anderson,1996,31,SAS
461,anderke01TOT,Kenny Anderson,1996,25,TOT
462,anderke01NJN,Kenny Anderson,1996,25,NJN
463,anderke01CHH,Kenny Anderson,1996,25,CHH
464,anderni01ORL,Nick Anderson,1996,28,ORL
465,anderwi01TOT,Willie Anderson,1996,29,TOT
466,anderwi01TOR,Willie Anderson,1996,29,TOR
467,anderwi01NYK,Willie Anderson,1996,29,NYK
468,anthogr01VAN,Greg Anthony,1996,28,VAN
469,armstbj01GSW,B.J. Armstrong,1996,28,GSW
470,armstda01ORL,Darrell Armstrong,1996,27,ORL
471,askewvi01SEA,Vincent Askew,1996,29,SEA
472,askinke01MIA,Keith Askins,1996,28,MIA
473,augmost01ATL,Stacey Augmon,1996,27,ATL
474,aventan01VAN,Anthony Avent,1996,26,VAN
475,bakervi01MIL,Vin Baker,1996,24,MIL
476,bardost01DET,Steve Bardo,1996,27,DET
477,barklch01PHO,Charles Barkley*,1996,32,PHO
478,barroda01BOS,Dana Barros,1996,28,BOS
479,barrybr01LAC,Brent Barry,1996,24,LAC
480,barryjo01GSW,Jon Barry,1996,26,GSW
481,beckco01CHH,Corey Beck,1996,24,CHH
482,benjabe01TOT,Benoit Benjamin,1996,31,TOT
483,benjabe01VAN,Benoit Benjamin,1996,31,VAN
484,benjabe01MIL,Benoit Benjamin,1996,31,MIL
485,benneel01PHI,Elmer Bennett,1996,25,PHI
486,bennema01PHO,Mario Bennett,1996,22,PHO
487,benoida01UTA,David Benoit,1996,27,UTA
488,besttr01IND,Travis Best,1996,23,IND
489,blaylmo01ATL,Mookie Blaylock,1996,28,ATL
490,blounco01LAL,Corie Blount,1996,27,LAL
491,boguemu01CHH,Muggsy Bogues,1996,31,CHH
492,bonnean01ORL,Anthony Bonner,1996,27,ORL
493,bookeme01HOU,Melvin Booker,1996,23,HOU
494,bowiean01ORL,Anthony Bowie,1996,32,ORL
495,boycedo01ATL,Donnie Boyce,1996,22,ATL
496,bradlsh01TOT,Shawn Bradley,1996,23,TOT
497,bradlsh01PHI,Shawn Bradley,1996,23,PHI
498,bradlsh01NJN,Shawn Bradley,1996,23,NJN
499,braggma01MIN,Marques Bragg,1996,25,MIN
500,brandte01CLE,Terrell Brandon,1996,25,CLE
501,breauti01HOU,Tim Breaux,1996,25,HOU
502,brickfr01SEA,Frank Brickowski,1996,36,SEA
503,brooksc01DAL,Scott Brooks,1996,30,DAL
504,brownch01HOU,Chucky Brown,1996,27,HOU
