,Player Name,Birth Year,Seasons in NBA,First Season Played,Last Season Played
705,Fred LaCour,,3,1961,1963
706,George Lee,,7,1961,1968
707,Howie Jolliff,,3,1961,1963
708,Jackie Moreland,1938.0,8,1961,1970
709,Jerry West,,14,1961,1974
710,Joe Roberts,1936.0,4,1961,1968
711,Lenny Wilkens,,15,1961,1975
712,Oscar Robertson,,14,1961,1974
713,Pickles Kennedy,,1,1961,1961
714,Ralph Davis,,2,1961,1962
715,Ron Johnson,,1,1961,1961
716,Swede Halbrook,,2,1961,1962
717,Tom Sanders,,13,1961,1973
718,Willie Jones,,5,1961,1965
719,Adrian Smith,1936.0,11,1962,1972
720,Al Butler,,4,1962,1965
721,Bevo Nordmann,,4,1962,1965
722,Bill Smith,,1,1962,1962
723,Bob Sims,1938.0,2,1962,1968
724,Bob Wiesenhahn,,1,1962,1962
725,Chuck Osborne,,1,1962,1962
726,Cleo Hill,,1,1962,1962
727,Cleveland Buckner,,2,1962,1963
728,Dave Zeller,,1,1962,1962
729,Donnie Butcher,,5,1962,1966
730,Doug Kistler,,1,1962,1962
731,Ed Burton,,2,1962,1965
732,Frank Radovich,,1,1962,1962
733,Gary Phillips,,5,1962,1966
734,George Blaney,,1,1962,1962
735,George Bon Salle,,1,1962,1962
736,Horace Walker,,1,1962,1962
737,Howie Carl,,1,1962,1962
738,Jack Turner,1939.0,1,1962,1962
739,Jimmy Darrow,,1,1962,1962
740,Joe Buckhalter,,2,1962,1963
741,Johnny Egan,,11,1962,1972
742,Lee Shaffer,,3,1962,1964
743,Paul Neumann,,6,1962,1967
744,Ray Scott,1938.0,11,1962,1972
745,Rich Eichhorst,,1,1962,1962
746,Ron Horn,1938.0,3,1962,1968
747,Sam Stith,,1,1962,1962
748,Stacey Arceneaux,,1,1962,1962
749,Ted Luckenbill,,2,1962,1963
750,Tom Meschery,,10,1962,1971
751,Walt Bellamy,,14,1962,1975
752,Wayne Yates,,1,1962,1962
753,Whitey Martin,,1,1962,1962
754,York Larese,,1,1962,1962
755,Ben Warley,1936.0,8,1963,1970
756,Bill Bridges,,13,1963,1975
757,Bill McGill,1939.0,5,1963,1970
758,Bob Duffy,1940.0,3,1963,1965
759,Bud Olsen,1940.0,8,1963,1970
760,Charlie Hardnett,,3,1963,1965
761,Chet Walker,,13,1963,1975
762,Chico Vaughn,1940.0,8,1963,1970
763,Dan Swartz,,1,1963,1963
764,Dan Tieman,,1,1963,1963
765,Danny Doyle,,1,1963,1963
766,Dave DeBusschere,,12,1963,1974
767,Dave Fedor,,1,1963,1963
768,Dave Gunther,,1,1963,1963
769,Don Nelson,,14,1963,1976
770,Gene Tormohlen,,6,1963,1970
771,Gene Wiley,1937.0,5,1963,1968
772,Howie Montgomery,,1,1963,1963
773,Hubie White,1940.0,4,1963,1971
774,Jack Foley,,1,1963,1963
775,Jeff Slade,,1,1963,1963
776,John Barnhill,1938.0,10,1963,1972
777,John Havlicek,,16,1963,1978
778,John Rudometkin,,3,1963,1965
779,Johnny Cox,,1,1963,1963
780,Kevin Loughery,,11,1963,1973
781,Len Chappell,1941.0,10,1963,1972
782,Leroy Ellis,,14,1963,1976
783,Mel Nowell,1939.0,2,1963,1968
784,Paul Hogue,,2,1963,1964
785,Porter Meriwether,,1,1963,1963
786,Ralph Wells,,1,1963,1963
787,Terry Dischinger,,9,1963,1973
788,Tom Stith,,1,1963,1963
789,Wayne Hightower,1940.0,10,1963,1972
790,Zelmo Beaty,1939.0,12,1963,1975
791,Art Heyman,1941.0,6,1964,1970
792,Don Kojis,,12,1964,1975
793,Eddie Miles,,9,1964,1972
794,Gary Hill,,2,1964,1965
795,Gerry Ward,,4,1964,1967
796,Gus Johnson,1938.0,10,1964,1973
797,Jay Arnette,,3,1964,1966
798,Jerry Greenspan,,2,1964,1965
799,Jerry Harkness,1940.0,3,1964,1969
800,Jerry Lucas,,11,1964,1974
801,Jim King,,10,1964,1973
802,John Windsor,,1,1964,1964
803,Ken Rohloff,,1,1964,1964
804,Larry Comley,,1,1964,1964
805,Larry Siegfried,,9,1964,1972
806,Mel Gibson,,1,1964,1964
807,Mel Peterson,1938.0,4,1964,1970
808,Nate Thurmond,,14,1964,1977
809,Reggie Harding,1942.0,4,1964,1968
810,Rod Thorn,,8,1964,1971
811,Roger Strickland,,1,1964,1964
812,Tom Hoover,1941.0,5,1964,1969
813,Tom Thacker,1939.0,7,1964,1971
814,Barry Kramer,1942.0,2,1965,1970
815,Bud Koper,,1,1965,1965
816,Cotton Nash,1942.0,2,1965,1968
817,Em Bryant,,8,1965,1972
818,Gary Bradds,1942.0,6,1965,1971
819,George Wilson,,7,1965,1971
820,Happy Hairston,,11,1965,1975
821,Howard Komives,,10,1965,1974
822,Jeff Mullins,,12,1965,1976
823,Jerry Grote,,1,1965,1965
824,Jim Barnes,,7,1965,1971
825,Joe Caldwell,1941.0,11,1965,1975
826,John Thompson,,2,1965,1966
827,John Tresvant,,9,1965,1973
828,Larry Jones,1942.0,8,1965,1974
829,Les Hunter,1942.0,7,1965,1973
830,Luke Jackson,1941.0,8,1965,1972
831,McCoy McLemore,,8,1965,1972
832,Mel Counts,,12,1965,1976
833,Paul Silas,,16,1965,1980
834,Ron Bonham,1942.0,3,1965,1968
835,Steve Courtin,,1,1965,1965
836,Wali Jones,1942.0,11,1965,1976
837,Walt Hazzard,,10,1965,1974
838,Willis Reed,,10,1965,1974
839,Barry Clemens,,11,1966,1976
840,Bill Buntin,,1,1966,1966
841,Billy Cunningham,1943.0,11,1966,1976
842,Bob Warlick,1941.0,5,1966,1970
843,Bob Weiss,,12,1966,1977
844,Dave Stallworth,,8,1966,1975
845,Dick Van Arsdale,,12,1966,1977
846,Fred Hetzel,,6,1966,1971
847,Gail Goodrich,,14,1966,1979
848,Jerry Sloan,,11,1966,1976
849,Jesse Branson,1942.0,2,1966,1968
850,Jim Washington,,11,1966,1976
851,Joe Strawder,,3,1966,1968
852,John Fairchild,1943.0,4,1966,1970
853,Jon McGlocklin,,11,1966,1976
854,Keith Erickson,,12,1966,1977
855,Rick Barry,1944.0,14,1966,1980
856,Ron Reed,,2,1966,1967
857,Ron Watts,,2,1966,1967
858,Thales McReynolds,,1,1966,1966
859,Tom Van Arsdale,,12,1966,1977
860,Will Frazier,1942.0,3,1966,1969
861,Willie Somerset,1942.0,3,1966,1969
862,Archie Clark,,10,1967,1976
863,Bill Melchionni,1944.0,9,1967,1976
864,Bob Hogsett,1941.0,2,1967,1968
865,Bob Love,,11,1967,1977
866,Cazzie Russell,,12,1967,1978
867,Clyde Lee,,10,1967,1976
868,Dave Bing,,12,1967,1978
869,Dave Deutsch,,1,1967,1967
870,Dave Schellhase,,2,1967,1968
871,Dick Snyder,,13,1967,1979
872,Dorie Murrey,,6,1967,1972
873,Erwin Mueller,1944.0,8,1967,1974
874,Flynn Robinson,1941.0,8,1967,1974
875,Freddie Crawford,,5,1967,1971
876,Freddie Lewis,1943.0,11,1967,1977
877,Hank Finkel,,9,1967,1975
878,Henry Akin,1944.0,3,1967,1969
879,Jack Marin,,11,1967,1977
880,Jerry Chambers,1943.0,6,1967,1974
881,Jim Barnett,,11,1967,1977
882,Jim Ware,1944.0,3,1967,1969
883,Joe Ellis,,8,1967,1974
884,John Block,,10,1967,1976
885,Johnny Austin,1944.0,2,1967,1968
886,Lou Hudson,,13,1967,1979
887,Matt Guokas,1944.0,10,1967,1976
888,Nate Bowman,,6,1967,1972
889,Neil Johnson,1943.0,7,1967,1973
890,Toby Kimball,,9,1967,1975
891,Tommy Kron,1943.0,4,1967,1970
892,Walt Wesley,,10,1967,1976
893,Wayne Molis,1943.0,2,1967,1968
894,Al Beard,,1,1968,1968
895,Al Jackson,,1,1968,1968
896,Al Salvadori,,1,1968,1968
897,Al Tucker,1943.0,5,1968,1972
898,Andrew Anderson,,3,1968,1970
899,Art Williams,1939.0,8,1968,1975
900,Arthur Becker,,6,1968,1973
901,Arvesta Kelly,,5,1968,1972
902,Barry Leibowitz,,1,1968,1968
903,Bill Allen,,1,1968,1968
904,Bill Bradley,1943.0,10,1968,1977
905,Bill Bradley,1941.0,1,1968,1968
906,Bill Crow,,1,1968,1968
907,Bill Dinwiddie,,4,1968,1972
908,Bill Garner,,1,1968,1968
909,Bill Meyer,,1,1968,1968
910,Bill Turner,,6,1968,1973
911,Bob Bedell,,4,1968,1971
912,Bob McIntyre,,2,1968,1970
913,Bob Netolicky,,9,1968,1976
914,Bob Riedy,,1,1968,1968
915,Bob Rule,,8,1968,1975
916,Bob Verga,1945.0,6,1968,1974
917,Bobby Edmonds,,2,1968,1970
918,Bobby Lewis,,4,1968,1971
919,Bobby Lloyd,,2,1968,1969
920,Bobby Rascoe,,3,1968,1970
921,Bobby Wilson,,1,1968,1968
922,Bruce Spraggins,,1,1968,1968
923,Bud Acton,,1,1968,1968
924,Byron Beck,1945.0,10,1968,1977
925,Calvin Graham,,1,1968,1968
926,Carroll Hooser,,1,1968,1968
927,Charles Beasley,,4,1968,1971
928,Charlie Williams,,6,1968,1973
929,Chuck Gardner,,1,1968,1968
930,Cincinnatus Powell,,8,1968,1975
931,Clem Haskins,,9,1968,1976
932,Cliff Anderson,1944.0,4,1968,1971
933,Connie Hawkins,1942.0,9,1968,1976
934,Craig Dill,,1,1968,1968
935,Craig Spitzer,,1,1968,1968
936,Dan Anderson,1943.0,2,1968,1969
937,Darel Carrier,,6,1968,1973
938,Darrell Hardy,,1,1968,1968
939,Dave Lattin,1943.0,5,1968,1973
940,David Lee,1942.0,2,1968,1969
941,Dennis Hamilton,1944.0,4,1968,1971
942,Dennis Holman,,1,1968,1968
943,Dewitt Menyard,,1,1968,1968
944,Dexter Westbrook,,1,1968,1968
945,Dick Lee,,1,1968,1968
946,Donnie Freeman,1944.0,9,1968,1976
947,Doug Moe,,5,1968,1972
948,Earl Monroe,,13,1968,1980
949,Ed Manning,1944.0,9,1968,1976
950,Elton McGriff,,2,1968,1969
951,Errol Palmer,,1,1968,1968
952,Ervin Inniger,,2,1968,1969
953,Gary Gray,,1,1968,1968
954,Gary Keller,,2,1968,1969
955,Gary Turner,,1,1968,1968
956,George Carter,1944.0,8,1968,1976
957,George Lehmann,1942.0,7,1968,1974
958,George Patterson,,1,1968,1968
959,George Peeples,,6,1968,1973
960,George Sutor,,3,1968,1970
961,Gerald Govan,,9,1968,1976
962,Goose Ligon,,7,1968,1974
963,Grant Simmons,,2,1968,1969
964,Guy Manning,,2,1968,1969
965,Hal Hale,,1,1968,1968
966,Hank Whitney,,3,1968,1970
967,Harry Dinnel,,1,1968,1968
968,Herschell Turner,,1,1968,1968
969,Howard Bayne,,1,1968,1968
970,Ira Harge,,6,1968,1973
971,Jay Miller,1943.0,4,1968,1971
972,Jeffrey Congdon,,5,1968,1972
973,Jerry Pettway,,2,1968,1969
974,Jim Burns,1945.0,1,1968,1968
975,Jim Caldwell,1943.0,2,1968,1969
976,Jim Davis,,8,1968,1975
977,Jim Fox,,10,1968,1977
978,Jim Hadnot,,1,1968,1968
979,Jim Jarvis,,2,1968,1969
980,Jim Reid,,1,1968,1968
981,Jimmy Dawson,,1,1968,1968
982,Jimmy Jones,1945.0,10,1968,1977
983,Jimmy Rayl,,2,1968,1969
984,Jimmy Walker,,9,1968,1976
985,Joe Hamood,,1,1968,1968
986,John Beasley,,7,1968,1974
987,John Comeaux,,1,1968,1968
988,John Dickson,,1,1968,1968
989,John Morrison,,1,1968,1968
990,John Postley,,1,1968,1968
991,John Wetzel,,7,1968,1976
992,Johnny Jones,1943.0,2,1968,1969
993,Johnny Mathis,,1,1968,1968
994,Julian Hammond,,5,1968,1972
995,Ken Wilburn,1944.0,2,1968,1969
996,Kendall Rhine,,2,1968,1969
997,Larry Brown,,5,1968,1972
998,Larry Bunce,,2,1968,1969
999,Larry Conley,,1,1968,1968
1000,Larry Moore,,1,1968,1968
1001,Leary Lentz,,2,1968,1969
1002,Leland Mitchell,,1,1968,1968
1003,Leroy Wright,,2,1968,1969
1004,Lester Selvage,,2,1968,1970
1005,Levern Tart,,4,1968,1971
1006,Lonnie Wright,,5,1968,1972
1007,Louie Dampier,1944.0,12,1968,1979
1008,Mal Graham,,2,1968,1969
1009,Marlbert Pradd,,2,1968,1969
1010,Matthew Aitch,,1,1968,1968
1011,Maurice McHartley,,3,1968,1970
1012,Mel Daniels,1944.0,9,1968,1977
1013,Mike Dabich,,1,1968,1968
1014,Nick Jones,1945.0,5,1968,1973
1015,Ollie Darden,,3,1968,1970
1016,Orbie Bowling,,1,1968,1968
1017,Pat Riley,,9,1968,1976
1018,Paul Long,1944.0,4,1968,1971
1019,Paul Scranton,,1,1968,1968
1020,Phil Jackson,,12,1968,1980
1021,Plummer Lott,,2,1968,1969
1022,R.B. Lynam,,1,1968,1968
1023,Randolph Mahaffey,,4,1968,1971
1024,Randy Stoll,,1,1968,1968
1025,Red Robbins,,8,1968,1975
1026,Red Stroud,,1,1968,1968
1027,Rich Peek,,1,1968,1968
1028,Richard Clark,,2,1968,1969
1029,Richard Parks,,1,1968,1968
1030,Richie Moore,,1,1968,1968
1031,Rick Weitzman,,1,1968,1968
1032,Riney Lochmann,,3,1968,1970
1033,Roger Brown,1942.0,8,1968,1975
1034,Roger Schurig,,1,1968,1968
1035,Roland West,,1,1968,1968
1036,Ron Filipek,,1,1968,1968
1037,Ron Perry,,3,1968,1970
1038,Ron Widby,,1,1968,1968
1039,Ronald Franz,,6,1968,1973
1040,Ronald Kozlicki,,1,1968,1968
1041,Rubin Russell,,1,1968,1968
1042,Sam Smith,1944.0,4,1968,1971
1043,Skip Thoren,,3,1968,1970
1044,Smokey Gaines,,1,1968,1968
1045,Sonny Dove,1945.0,5,1968,1972
1046,Stan McKenzie,,7,1968,1974
1047,Stephen Chubin,,3,1968,1970
1048,Stephen Vacendak,,3,1968,1970
1049,Steve Jones,1942.0,9,1968,1976
1050,Steven Kramer,,3,1968,1970
1051,Stew Johnson,,9,1968,1976
1052,Terry Kunze,,1,1968,1968
1053,Tom Kerwin,,1,1968,1968
1054,Tom Workman,1944.0,4,1968,1971
1055,Tommie Bowens,,3,1968,1970
1056,Tommy Woods,,1,1968,1968
1057,Tony Jackson,1942.0,2,1968,1969
1058,Trooper Washington,,6,1968,1973
1059,Tyrone Britt,,1,1968,1968
1060,Walt Frazier,,13,1968,1980
1061,Walter Simon,,7,1968,1974
1062,Warren Davis,,6,1968,1973
1063,Wesley Bialosuknia,,1,1968,1968
1064,Willie Murrell,,3,1968,1970
1065,Willie Porter,,2,1968,1969
1066,Willis Thomas,,1,1968,1968
1067,Al Hairston,,2,1969,1970
1068,Art Harris,,4,1969,1972
1069,Barry Orms,1946.0,2,1969,1970
1070,Bill Gaines,,1,1969,1969
1071,Bill Hewitt,,6,1969,1975
1072,Bill Hosket,,4,1969,1972
1073,Bob Allen,,1,1969,1969
1074,Bob Kauffman,,7,1969,1975
1075,Bob Quick,1946.0,4,1969,1972
1076,Bob Warren,,8,1969,1976
1077,Bobby Hooper,,1,1969,1969
1078,Brian Brunkhorst,,1,1969,1969
1079,Butch Joyner,,1,1969,1969
1080,Charles Parks,,1,1969,1969
1081,Charlie Paulk,,3,1969,1972
1082,Cliff Williams,,1,1969,1969
1083,Craig Raymond,1945.0,5,1969,1973
1084,Dale Schlueter,,10,1969,1978
1085,Dallas Thornton,,2,1969,1970
1086,Daniel Sparks,,2,1969,1970
1087,Dave Newmark,1946.0,3,1969,1971
1088,Dennis Grey,,2,1969,1970
1089,Dick Cunningham,,7,1969,1975
1090,Don Carlos,,1,1969,1969
1091,Don Chaney,1946.0,12,1969,1980
1092,Don Dee,,1,1969,1969
1093,Don May,,7,1969,1975
1094,Donald Sidle,,4,1969,1972
1095,Doug Sims,,1,1969,1969
1096,Dwight Waller,1945.0,3,1969,1972
1097,Ed Biedenbach,,1,1969,1969
1098,Ed Johnson,,3,1969,1971
1099,Edgar Lacey,,1,1969,1969
1100,Elvin Hayes,,16,1969,1984
1101,Elvin Ivory,,1,1969,1969
1102,Frank Card,,5,1969,1973
1103,Fred Foster,,8,1969,1977
1104,Gary Gregor,1945.0,6,1969,1974
1105,Gene Moore,,7,1969,1975
1106,George Stone,,4,1969,1972
1107,Glen Combs,,7,1969,1975
1108,Glynn Saulters,,1,1969,1969
1109,Greg Smith,1947.0,8,1969,1976
1110,Harry Barnes,,1,1969,1969
1111,Henry Logan,,2,1969,1970
1112,Jack Thompson,,1,1969,1969
1113,Jasper Wilson,,2,1969,1970
1114,Jay Carty,,1,1969,1969
1115,Jim Eakins,1946.0,10,1969,1978
1116,Jim Kissane,,1,1969,1969
1117,Joe Kennedy,1947.0,3,1969,1971
1118,John Clawson,,1,1969,1969
1119,John Smith,,2,1969,1970
1120,John Trapp,1945.0,5,1969,1973
1121,Keith Swagerty,,2,1969,1970
1122,Larry Miller,,7,1969,1975
1123,Lee Davis,,8,1969,1976
1124,Loy Petersen,,2,1969,1970
1125,Manny Leaks,1945.0,6,1969,1974
1126,Mervin Jackson,,5,1969,1973
1127,Mike Butler,,4,1969,1972
1128,Mike Lewis,,6,1969,1974
1129,Mike Riordan,,9,1969,1977
1130,Otto Moore,,9,1969,1977
1131,Pat Frink,,1,1969,1969
1132,Penny Early,,1,1969,1969
1133,Phillip Wagner,,1,1969,1969
1134,Reggie Lacefield,,1,1969,1969
1135,Rich Dumas,,1,1969,1969
1136,Rich Johnson,1946.0,3,1969,1971
1137,Rich Niemann,1946.0,4,1969,1972
1138,Rick Adelman,,7,1969,1975
1139,Rod Knowles,1946.0,1,1969,1969
1140,Ron Boone,1946.0,13,1969,1981
1141,Ron Williams,,8,1969,1976
1142,Russell Critchfield,,1,1969,1969
1143,Sam Williams,1945.0,2,1969,1970
1144,Shaler Halimon,1945.0,5,1969,1973
1145,Skip Harlicka,,1,1969,1969
1146,Spider Bennett,,1,1969,1969
1147,Stu Lantz,,8,1969,1976
1148,Tom Boerwinkle,,10,1969,1978
1149,Tom Kondla,,1,1969,1969
1150,Tony Koski,,1,1969,1969
1151,Walter Piatkowski,,3,1969,1972
1152,Warren Jabali,,7,1969,1975
1153,Wayne Chapman,,4,1969,1972
1154,Wes Unseld,,13,1969,1981
1155,Willie Iverson,,1,1969,1969
1156,Willie Rogers,,1,1969,1969
1157,Willie Worsley,,1,1969,1969
1158,Zaid Abdul-Aziz,,10,1969,1978
1159,Al Cueto,,2,1970,1971
1160,Bernie Williams,1945.0,5,1970,1974
1161,Bill Bunting,,3,1970,1972
1162,Bill Keller,,7,1970,1976
1163,Billy Evans,,1,1970,1970
1164,Bingo Smith,,11,1970,1980
1165,Bob Arnzen,1947.0,4,1970,1974
1166,Bob Christian,1946.0,5,1970,1974
1167,Bob Dandridge,,13,1970,1982
1168,Bob Greacen,1947.0,3,1970,1972
1169,Bob Portman,,4,1970,1973
1170,Bob Woollard,,1,1970,1970
1171,Bobby Washington,1947.0,3,1970,1972
1172,Brian Heaney,,1,1970,1970
1173,Bud Ogden,,2,1970,1971
1174,Butch Beard,,9,1970,1979
1175,Butch Booker,,1,1970,1970
1176,Calvin Fowler,,1,1970,1970
1177,Dave Scholz,,1,1970,1970
1178,Dick Garrett,,5,1970,1974
1179,Dick Grubar,,1,1970,1970
1180,Erv Staggs,,1,1970,1970
1181,Fatty Taylor,1946.0,8,1970,1977
1182,Floyd Theard,,1,1970,1970
1183,Fred Carter,,8,1970,1977
1184,Gene Littles,,6,1970,1975
1185,Gene Williams,,1,1970,1970
1186,George Reynolds,,1,1970,1970
1187,George Thompson,1947.0,6,1970,1975
1188,George Tinsley,,2,1970,1972
1189,Grady O'Malley,,1,1970,1970
1190,Greg Wittman,,2,1970,1971
1191,Hal Jeter,,1,1970,1970
1192,Herm Gilliam,,8,1970,1977
1193,Jack Gillespie,,1,1970,1970
1194,Jerry McKee,,1,1970,1970
1195,Jerry Rook,,1,1970,1970
1196,Jo Jo White,,12,1970,1981
1197,John Arthurs,,1,1970,1970
1198,John Brisker,1947.0,6,1970,1975
1199,John Warren,,5,1970,1974
1200,Johnny Baum,1946.0,5,1970,1974
1201,Julius Keye,,6,1970,1975
1202,Justus Thigpen,1947.0,3,1970,1974
1203,Kareem Abdul-Jabbar,,20,1970,1989
1204,Lamar Green,1947.0,6,1970,1975
1205,Larry Bergh,,1,1970,1970
1206,Larry Cannon,1947.0,4,1970,1974
1207,Lee Winfield,,7,1970,1976
1208,Lonnie Lynn,,1,1970,1970
1209,Lucius Allen,,10,1970,1979
1210,Luther Green,1946.0,3,1970,1973
1211,Luther Rackley,1946.0,5,1970,1974
1212,Lynn Shackelford,,1,1970,1970
1213,Mack Calvin,1947.0,11,1970,1981
1214,Mike Barrett,,3,1970,1973
1215,Mike Davis,1946.0,4,1970,1973
1216,Mike Lynn,,2,1970,1971
1217,Neal Walk,,8,1970,1977
1218,Norm Van Lier,,10,1970,1979
1219,Rich Jones,1946.0,8,1970,1977
1220,Rick Roberson,,7,1970,1976
1221,Ronald Taylor,,3,1970,1972
1222,Samuel Little,,1,1970,1970
1223,Simmie Hill,,4,1970,1974
1224,Skeeter Swift,,5,1970,1974
1225,Spencer Haywood,1949.0,13,1970,1983
1226,Steve Kuberski,,9,1970,1978
1227,Steve Mix,1947.0,13,1970,1983
1228,Tom Hagan,,2,1970,1971
1229,Wally Anderzunas,,1,1970,1970
1230,Walter Byrd,,1,1970,1970
1231,Wil Jones,1947.0,9,1970,1978
1232,Wilbur Kirkland,,1,1970,1970
1233,Willie McCarter,,3,1970,1972
1234,Willie Scott,,1,1970,1970
1235,Willie Wise,1947.0,9,1970,1978
1236,A.W. Holt,,1,1971,1971
1237,Al Henry,,2,1971,1972
1238,Al Williams,,1,1971,1971
1239,Bill Stricker,,1,1971,1971
1240,Bill Zopf,,1,1971,1971
1241,Billy DeAngelis,,1,1971,1971
1242,Billy Paultz,1948.0,15,1971,1985
1243,Bob Lanier,,14,1971,1984
1244,Bob Riley,,1,1971,1971
1245,Bobby Croft,,1,1971,1971
1246,Calvin Murphy,,13,1971,1983
1247,Carl Fuller,,2,1971,1972
1248,Charles Hentz,,1,1971,1971
1249,Charlie Scott,1948.0,10,1971,1980
1250,Chuck Lloyd,,1,1971,1971
1251,Chuck Williams,1946.0,8,1971,1978
1252,Clarence Brookins,,1,1971,1971
1253,Claude English,,1,1971,1971
1254,Coby Dietrick,1948.0,13,1971,1983
1255,Cornell Warner,,7,1971,1977
1256,Curtis Perry,,8,1971,1978
1257,Dan Hester,,1,1971,1971
1258,Dan Issel,1948.0,15,1971,1985
1259,Dave Cowens,,11,1971,1983
1260,Dave Sorenson,,3,1971,1973
1261,Dennis Awtrey,,12,1971,1982
1262,Dennis Stewart,1947.0,1,1971,1971
1263,Dick Nemelka,,1,1971,1971
1264,Don Adams,1947.0,7,1971,1977
1265,Earle Higgins,,1,1971,1971
1266,Earnie Killum,,1,1971,1971
1267,Eddie Mast,,3,1971,1973
1268,Fran O'Hanlon,,1,1971,1971
1269,Fred Taylor,,2,1971,1972
1270,Gar Heard,,11,1971,1981
1271,Garfield Smith,1945.0,3,1971,1973
1272,Gary Freeman,,1,1971,1971
1273,Gary Suiter,,1,1971,1971
1274,Gary Zeller,1947.0,2,1971,1972
1275,Geoff Petrie,,6,1971,1976
1276,George Irvine,,6,1971,1976
1277,George Johnson,1947.0,4,1971,1974
1278,Greg Fillmore,,2,1971,1972
1279,Greg Howard,,2,1971,1972
1280,Greg Hyder,,1,1971,1971
1281,Harry Laurie,,1,1971,1971
1282,Harvey Marlatt,,3,1971,1973
1283,Herb White,,1,1971,1971
1284,Howie Wright,,2,1971,1972
1285,Jake Ford,,2,1971,1972
1286,Jeff Webb,,2,1971,1972
1287,Jim Ard,1948.0,8,1971,1978
1288,Jim Hayes,,1,1971,1971
1289,Jim McMillian,,9,1971,1979
1290,Jim Wilson,,1,1971,1971
1291,Jimmy Collins,,2,1971,1972
1292,Joe Cooke,,1,1971,1971
1293,Joe DePre,,3,1971,1973
1294,Joe Hamilton,,6,1971,1976
1295,Joe Thomas,,1,1971,1971
1296,John Hummer,,6,1971,1976
1297,John Johnson,,12,1971,1982
1298,John Vallely,,2,1971,1972
1299,Ken Spain,,1,1971,1971
1300,Larry Mikan,,1,1971,1971
1301,Levi Fontaine,,1,1971,1971
1302,Lonnie Kluttz,,1,1971,1971
1303,Mack Daughtry,,1,1971,1971
1304,Marv Winkler,1948.0,2,1971,1972
1305,Mike Maloy,,3,1971,1973
1306,Mike Pratt,,2,1971,1972
1307,Mike Price,1948.0,3,1971,1973
1308,Mike Silliman,,1,1971,1971
1309,Milt Williams,1945.0,4,1971,1975
1310,Moe Barr,,1,1971,1971
1311,Oliver Taylor,,4,1971,1974
1312,Paul Ruffner,1948.0,5,1971,1976
1313,Pete Cross,,3,1971,1973
1314,Pete Maravich,,10,1971,1980
1315,Ralph Ogden,,1,1971,1971
1316,Ralph Simpson,1949.0,10,1971,1980
1317,Rex Morgan,,2,1971,1972
1318,Rick Mount,,5,1971,1975
1319,Roderick McDonald,,3,1971,1973
1320,Ron Knight,,2,1971,1972
1321,Ron Nelson,,1,1971,1971
1322,Rudy Tomjanovich,,11,1971,1981
1323,Sam Lacey,,13,1971,1983
1324,Samuel Robinson,,2,1971,1972
1325,Samuel Watts,,1,1971,1971
1326,Stephen Wilson,,2,1971,1972
1327,Terry Driscoll,1947.0,5,1971,1975
1328,Tiny Archibald,,13,1971,1984
1329,Tom Black,,1,1971,1971
1330,Vann Williford,,1,1971,1971
1331,Walker Banks,,1,1971,1971
1332,Walt Gilmore,,1,1971,1971
1333,Wendell Ladner,,5,1971,1975
1334,Willie Davis,,1,1971,1971
1335,Willie Williams,,1,1971,1971
1336,Al Smith,,5,1972,1976
1337,Artis Gilmore,1949.0,17,1972,1988
1338,Austin Carr,,10,1972,1981
1339,Barry Nelson,,1,1972,1972
1340,Barry Yates,,1,1972,1972
1341,Bobby Fields,,1,1972,1972
1342,Charlie Davis,,3,1972,1974
1343,Charlie Lowery,,1,1972,1972
1344,Charlie Yelverton,,1,1972,1972
1345,Clarence Glover,,1,1972,1972
1346,Cliff Meely,,5,1972,1976
1347,Clifford Ray,,10,1972,1981
1348,Collis Jones,,4,1972,1975
1349,Curtis Rowe,,8,1972,1979
1350,Dana Pagett,,1,1972,1972
1351,Darnell Hillman,1949.0,9,1972,1980
1352,Dave Robisch,1949.0,13,1972,1984
1353,Dave Wohl,,7,1972,1978
1354,Dean Meminger,,6,1972,1977
1355,Dick Gibbs,,5,1972,1976
1356,Elmore Smith,,8,1972,1979
1357,Elnardo Webster,,1,1972,1972
1358,Fred Brown,,13,1972,1984
1359,Fred Hilton,,2,1972,1973
1360,Gene Phillips,,2,1972,1973
1361,George McGinnis,1950.0,11,1972,1982
1362,George Trapp,,6,1972,1977
1363,Gil McGregor,,1,1972,1972
1364,Goo Kennedy,1949.0,6,1972,1977
1365,Howard Porter,,7,1972,1978
1366,Isaiah Wilson,1948.0,2,1972,1973
1367,Jackie Dinkins,,1,1972,1972
1368,Jackie Ridgle,,1,1972,1972
1369,Jake Jones,,1,1972,1972
1370,Jarrett Durham,,1,1972,1972
1371,Jeff Halliburton,,2,1972,1973
1372,Jerry Dover,,1,1972,1972
1373,Jim Cleamons,,9,1972,1980
1374,Jim Marsh,,1,1972,1972
1375,Jim McDaniels,1948.0,5,1972,1978
1376,Jimmy O'Brien,,4,1972,1975
1377,John Mengelt,,10,1972,1981
1378,John Roche,1949.0,8,1972,1982
1379,Johnny Neumann,1951.0,7,1972,1978
1380,Julius Erving,1950.0,16,1972,1987
1381,Ken Durrett,,4,1972,1975
1382,Kenny McIntosh,,4,1972,1975
1383,Larry Steele,,9,1972,1980
1384,Loyd King,,2,1972,1973
1385,Marv Roberts,1950.0,6,1972,1977
