,Player Name,Birth Year,Age,Seasons in NBA,Team (3 Letter)
8774,Othyus Jeffers,,25.0,2,WAS
8775,Pape Sy,,22.0,1,ATL
8776,Patrick Ewing,1984.0,26.0,1,NOH
8777,Patrick Patterson,,21.0,1,HOU
8778,Patty Mills,,22.0,2,POR
8779,Pau Gasol,,30.0,10,LAL
8780,Paul George,,20.0,1,IND
8781,Paul Millsap,,25.0,5,UTA
8782,Paul Pierce,,33.0,13,BOS
8783,Peja Stojaković,,33.0,13,TOT
8784,Peja Stojaković,,33.0,13,NOH
8785,Peja Stojaković,,33.0,13,TOR
8786,Peja Stojaković,,33.0,13,DAL
8787,Pops Mensah-Bonsu,,27.0,4,NOH
8788,Quentin Richardson,,30.0,11,ORL
8789,Quincy Pondexter,,22.0,1,NOH
8790,Quinton Ross,,29.0,7,NJN
8791,Raja Bell,,34.0,11,UTA
8792,Rajon Rondo,,24.0,5,BOS
8793,Ramon Sessions,,24.0,4,CLE
8794,Randy Foye,,27.0,5,LAC
8795,Rashard Lewis,,31.0,13,TOT
8796,Rashard Lewis,,31.0,13,ORL
8797,Rashard Lewis,,31.0,13,WAS
8798,Rasual Butler,,31.0,9,TOT
8799,Rasual Butler,,31.0,9,LAC
8800,Rasual Butler,,31.0,9,CHI
8801,Ray Allen,,35.0,15,BOS
8802,Raymond Felton,,26.0,6,TOT
8803,Raymond Felton,,26.0,6,NYK
8804,Raymond Felton,,26.0,6,DEN
8805,Reggie Evans,,30.0,9,TOR
8806,Reggie Williams,1986.0,24.0,2,GSW
8807,Renaldo Balkman,,26.0,5,TOT
8808,Renaldo Balkman,,26.0,5,DEN
8809,Renaldo Balkman,,26.0,5,NYK
8810,Richard Hamilton,,32.0,12,DET
8811,Richard Jefferson,,30.0,10,SAS
8812,Robin Lopez,,22.0,3,PHO
8813,Rodney Carney,,26.0,5,TOT
8814,Rodney Carney,,26.0,5,GSW
8815,Rodney Carney,,26.0,5,MEM
8816,Rodney Stuckey,,24.0,4,DET
8817,Rodrigue Beaubois,,22.0,2,DAL
8818,Roger Mason,,30.0,7,NYK
8819,Ronald Dupree,,30.0,6,TOR
8820,Ronnie Brewer,,25.0,5,CHI
8821,Ronnie Price,,27.0,6,UTA
8822,Ronny Turiaf,,28.0,6,NYK
8823,Roy Hibbert,,24.0,3,IND
8824,Royal Ivey,,29.0,7,OKC
8825,Rudy Fernández,,25.0,3,POR
8826,Rudy Gay,,24.0,5,MEM
8827,Russell Westbrook,,22.0,3,OKC
8828,Ryan Anderson,,22.0,3,ORL
8829,Ryan Gomes,,28.0,6,LAC
8830,Ryan Hollins,,26.0,5,CLE
8831,Sam Young,,25.0,2,MEM
8832,Samardo Samuels,,22.0,1,CLE
8833,Samuel Dalembert,,29.0,9,SAC
8834,Sasha Pavlović,,27.0,8,TOT
8835,Sasha Pavlović,,27.0,8,DAL
8836,Sasha Pavlović,,27.0,8,NOH
8837,Sasha Pavlović,,27.0,8,BOS
8838,Sasha Vujačić,,26.0,7,TOT
8839,Sasha Vujačić,,26.0,7,LAL
8840,Sasha Vujačić,,26.0,7,NJN
8841,Sean Marks,,35.0,11,POR
8842,Sebastian Telfair,,25.0,7,MIN
8843,Semih Erden,,24.0,1,TOT
8844,Semih Erden,,24.0,1,BOS
8845,Semih Erden,,24.0,1,CLE
8846,Serge Ibaka,,21.0,2,OKC
8847,Shane Battier,,32.0,10,TOT
8848,Shane Battier,,32.0,10,HOU
8849,Shane Battier,,32.0,10,MEM
8850,Shannon Brown,,25.0,5,LAL
8851,Shaquille O'Neal,,38.0,19,BOS
8852,Shaun Livingston,,25.0,6,CHA
8853,Shawn Marion,,32.0,12,DAL
8854,Shawne Williams,,24.0,4,NYK
8855,Shelden Williams,,27.0,5,TOT
8856,Shelden Williams,,27.0,5,DEN
8857,Shelden Williams,,27.0,5,NYK
8858,Sherron Collins,,23.0,1,CHA
8859,Solomon Alabi,,22.0,1,TOR
8860,Solomon Jones,,26.0,5,IND
8861,Sonny Weems,,24.0,3,TOR
8862,Spencer Hawes,,22.0,4,PHI
8863,Stephen Curry,,22.0,2,GSW
8864,Stephen Graham,,28.0,6,NJN
8865,Stephen Jackson,,32.0,11,CHA
8866,Steve Blake,,30.0,8,LAL
8867,Steve Nash,,36.0,15,PHO
8868,Steve Novak,,27.0,5,TOT
8869,Steve Novak,,27.0,5,DAL
8870,Steve Novak,,27.0,5,SAS
8871,Sundiata Gaines,,24.0,2,TOT
8872,Sundiata Gaines,,24.0,2,MIN
8873,Sundiata Gaines,,24.0,2,TOR
8874,Sundiata Gaines,,24.0,2,NJN
8875,T.J. Ford,,27.0,7,IND
8876,Taj Gibson,,25.0,2,CHI
8877,Tayshaun Prince,,30.0,9,DET
8878,Terrence Williams,,23.0,2,TOT
8879,Terrence Williams,,23.0,2,NJN
8880,Terrence Williams,,23.0,2,HOU
8881,Thabo Sefolosha,,26.0,5,OKC
8882,Thaddeus Young,,22.0,4,PHI
8883,Theo Ratliff,,37.0,16,LAL
8884,Tiago Splitter,,26.0,1,SAS
8885,Tim Duncan,,34.0,14,SAS
8886,Timofey Mozgov,,24.0,1,TOT
8887,Timofey Mozgov,,24.0,1,NYK
8888,Timofey Mozgov,,24.0,1,DEN
8889,Toney Douglas,,24.0,2,NYK
8890,Tony Allen,,29.0,7,MEM
8891,Tony Battie,,34.0,13,PHI
8892,Tony Parker,,28.0,10,SAS
8893,Tracy McGrady,,31.0,14,DET
8894,Travis Outlaw,,26.0,8,NJN
8895,Trevor Ariza,,25.0,7,NOH
8896,Trevor Booker,,23.0,1,WAS
8897,Trey Johnson,,26.0,2,TOT
8898,Trey Johnson,,26.0,2,TOR
8899,Trey Johnson,,26.0,2,LAL
8900,Troy Murphy,,30.0,10,TOT
8901,Troy Murphy,,30.0,10,NJN
8902,Troy Murphy,,30.0,10,BOS
8903,Ty Lawson,,23.0,2,DEN
8904,Tyler Hansbrough,,25.0,2,IND
8905,Tyreke Evans,,21.0,2,SAC
8906,Tyrus Thomas,,24.0,5,CHA
8907,Tyson Chandler,,28.0,10,DAL
8908,Udonis Haslem,,30.0,8,MIA
8909,Vince Carter,,34.0,13,TOT
8910,Vince Carter,,34.0,13,ORL
8911,Vince Carter,,34.0,13,PHO
8912,Vladimir Radmanović,,30.0,10,GSW
8913,Von Wafer,,25.0,5,BOS
8914,Wayne Ellington,,23.0,2,MIN
8915,Wesley Johnson,,23.0,1,MIN
8916,Wesley Matthews,,24.0,2,POR
8917,Will Bynum,,28.0,4,DET
8918,Willie Green,,29.0,8,NOH
8919,Willie Warren,,21.0,1,LAC
8920,Wilson Chandler,,23.0,4,TOT
8921,Wilson Chandler,,23.0,4,NYK
8922,Wilson Chandler,,23.0,4,DEN
8923,Xavier Henry,,19.0,1,MEM
8924,Yao Ming,,30.0,8,HOU
8925,Yi Jianlian,,23.0,4,WAS
8926,Zabian Dowdell,,26.0,1,PHO
8927,Zach Randolph,,29.0,10,MEM
8928,Zaza Pachulia,,26.0,8,ATL
8929,Zydrunas Ilgauskas,,35.0,13,MIA
8930,Ömer Aşık,,24.0,1,CHI
8931,A.J. Price,,23.0,1,IND
8932,Aaron Brooks,,25.0,3,HOU
8933,Aaron Gray,,25.0,3,TOT
8934,Aaron Gray,,25.0,3,CHI
8935,Aaron Gray,,25.0,3,NOH
8936,Acie Law,,25.0,3,TOT
8937,Acie Law,,25.0,3,GSW
8938,Acie Law,,25.0,3,CHA
8939,Acie Law,,25.0,3,CHI
8940,Adam Morrison,,25.0,3,LAL
8941,Al Harrington,,29.0,12,NYK
8942,Al Horford,,23.0,3,ATL
8943,Al Jefferson,,25.0,6,MIN
8944,Al Thornton,,26.0,3,TOT
8945,Al Thornton,,26.0,3,LAC
8946,Al Thornton,,26.0,3,WAS
8947,Alando Tucker,,25.0,3,TOT
8948,Alando Tucker,,25.0,3,PHO
8949,Alando Tucker,,25.0,3,MIN
8950,Alexis Ajinça,,21.0,2,CHA
8951,Allen Iverson,,34.0,14,TOT
8952,Allen Iverson,,34.0,14,MEM
8953,Allen Iverson,,34.0,14,PHI
8954,Alonzo Gee,,22.0,1,WAS
8955,Amar'e Stoudemire,,27.0,8,PHO
8956,Amir Johnson,,22.0,5,TOR
8957,Anderson Varejão,,27.0,6,CLE
8958,Andray Blatche,,23.0,5,WAS
8959,Andre Iguodala,,26.0,6,PHI
8960,Andre Miller,,33.0,11,POR
8961,Andrea Bargnani,,24.0,4,TOR
8962,Andrei Kirilenko,,28.0,9,UTA
8963,Andrew Bogut,,25.0,5,MIL
8964,Andrew Bynum,,22.0,5,LAL
8965,Andris Biedriņš,,23.0,6,GSW
8966,Andrés Nocioni,,30.0,6,SAC
8967,Antawn Jamison,,33.0,12,TOT
8968,Antawn Jamison,,33.0,12,WAS
8969,Antawn Jamison,,33.0,12,CLE
8970,Anthony Carter,,34.0,11,DEN
8971,Anthony Johnson,,35.0,13,ORL
8972,Anthony Morrow,,24.0,2,GSW
8973,Anthony Parker,,34.0,7,CLE
8974,Anthony Randolph,,20.0,2,GSW
8975,Anthony Tolliver,,24.0,2,TOT
8976,Anthony Tolliver,,24.0,2,POR
8977,Anthony Tolliver,,24.0,2,GSW
8978,Antoine Wright,,25.0,5,TOR
8979,Antonio Anderson,,24.0,1,OKC
8980,Antonio McDyess,,35.0,14,SAS
8981,Arron Afflalo,,24.0,3,DEN
8982,Austin Daye,,21.0,1,DET
8983,Baron Davis,,30.0,11,LAC
8984,Ben Gordon,,26.0,6,DET
8985,Ben Wallace,,35.0,14,DET
8986,Beno Udrih,,27.0,6,SAC
8987,Bobby Brown,,25.0,2,TOT
8988,Bobby Brown,,25.0,2,NOH
8989,Bobby Brown,,25.0,2,LAC
8990,Bobby Simmons,,29.0,8,NJN
8991,Boris Diaw,,27.0,7,CHA
8992,Brad Miller,,33.0,12,CHI
8993,Brandon Bass,,24.0,5,ORL
8994,Brandon Jennings,,20.0,1,MIL
8995,Brandon Roy,,25.0,4,POR
8996,Brandon Rush,,24.0,2,IND
8997,Brendan Haywood,,30.0,9,TOT
8998,Brendan Haywood,,30.0,9,WAS
8999,Brendan Haywood,,30.0,9,DAL
9000,Brian Cardinal,,32.0,10,MIN
9001,Brian Cook,,29.0,7,HOU
9002,Brian Scalabrine,,31.0,9,BOS
9003,Brian Skinner,,33.0,12,LAC
9004,Brook Lopez,,21.0,2,NJN
9005,Byron Mullens,,20.0,1,OKC
9006,C.J. Miles,,22.0,5,UTA
9007,C.J. Watson,,25.0,3,GSW
9008,Carl Landry,,26.0,3,TOT
9009,Carl Landry,,26.0,3,HOU
9010,Carl Landry,,26.0,3,SAC
9011,Carlos Arroyo,,30.0,8,MIA
9012,Carlos Boozer,,28.0,8,UTA
9013,Carlos Delfino,,27.0,5,MIL
9014,Carmelo Anthony,,25.0,7,DEN
9015,Caron Butler,,29.0,8,TOT
9016,Caron Butler,,29.0,8,WAS
9017,Caron Butler,,29.0,8,DAL
9018,Cartier Martin,,25.0,2,TOT
9019,Cartier Martin,,25.0,2,GSW
9020,Cartier Martin,,25.0,2,WAS
9021,Cedric Jackson,,23.0,1,TOT
9022,Cedric Jackson,,23.0,1,CLE
9023,Cedric Jackson,,23.0,1,SAS
9024,Cedric Jackson,,23.0,1,WAS
9025,Channing Frye,,26.0,5,PHO
9026,Charlie Bell,,30.0,6,MIL
9027,Charlie Villanueva,,25.0,5,DET
9028,Chase Budinger,,21.0,1,HOU
9029,Chauncey Billups,,33.0,13,DEN
9030,Chris Andersen,,31.0,8,DEN
9031,Chris Bosh,,25.0,7,TOR
9032,Chris Douglas-Roberts,,23.0,2,NJN
9033,Chris Duhon,,27.0,6,NYK
9034,Chris Hunter,,25.0,1,GSW
9035,Chris Kaman,,27.0,7,LAC
9036,Chris Paul,,24.0,5,NOH
9037,Chris Quinn,,26.0,4,NJN
9038,Chris Richard,,25.0,2,CHI
9039,Chris Wilcox,,27.0,8,DET
9040,Chuck Hayes,,26.0,5,HOU
9041,Chucky Atkins,,35.0,11,DET
9042,Coby Karl,,26.0,2,TOT
9043,Coby Karl,,26.0,2,CLE
9044,Coby Karl,,26.0,2,GSW
9045,Corey Brewer,,23.0,3,MIN
9046,Corey Maggette,,30.0,11,GSW
9047,Courtney Lee,,24.0,2,NJN
9048,Craig Smith,,26.0,4,LAC
9049,D.J. Augustin,,22.0,2,CHA
9050,D.J. Mbenga,,29.0,6,LAL
9051,D.J. White,,23.0,2,OKC
9052,DaJuan Summers,,22.0,1,DET
9053,Daequan Cook,,22.0,3,MIA
9054,Dahntay Jones,,29.0,7,IND
9055,Damien Wilkins,,30.0,6,MIN
9056,Dan Gadzuric,,31.0,8,MIL
9057,Daniel Gibson,,23.0,4,CLE
9058,Danilo Gallinari,,21.0,2,NYK
9059,Danny Granger,,26.0,5,IND
9060,Danny Green,,22.0,1,CLE
9061,Dante Cunningham,,22.0,1,POR
9062,Darius Songaila,,31.0,7,NOH
9063,Darko Miličić,,24.0,7,TOT
9064,Darko Miličić,,24.0,7,NYK
9065,Darko Miličić,,24.0,7,MIN
9066,Darnell Jackson,,24.0,2,TOT
9067,Darnell Jackson,,24.0,2,CLE
9068,Darnell Jackson,,24.0,2,MIL
9069,Darrell Arthur,,21.0,2,MEM
9070,Darren Collison,,22.0,1,NOH
9071,David Andersen,,29.0,1,HOU
9072,David Lee,1983.0,26.0,5,NYK
9073,David West,,29.0,7,NOH
9074,DeAndre Jordan,,21.0,2,LAC
9075,DeJuan Blair,,20.0,1,SAS
9076,DeMar DeRozan,,20.0,1,TOR
9077,DeMarre Carroll,,23.0,1,MEM
9078,DeSagana Diop,,28.0,9,CHA
9079,DeShawn Stevenson,,28.0,10,TOT
9080,DeShawn Stevenson,,28.0,10,WAS
9081,DeShawn Stevenson,,28.0,10,DAL
9082,Delonte West,,26.0,6,CLE
9083,Derek Fisher,,35.0,14,LAL
9084,Deron Williams,,25.0,5,UTA
9085,Derrick Brown,,22.0,1,CHA
9086,Derrick Rose,,21.0,2,CHI
9087,Desmond Mason,,32.0,10,SAC
9088,Devean George,,32.0,11,GSW
9089,Devin Brown,,31.0,8,TOT
9090,Devin Brown,,31.0,8,NOH
9091,Devin Brown,,31.0,8,CHI
9092,Devin Harris,,26.0,6,NJN
9093,Dirk Nowitzki,,31.0,12,DAL
9094,Dominic McGuire,,24.0,3,TOT
9095,Dominic McGuire,,24.0,3,WAS
9096,Dominic McGuire,,24.0,3,SAC
9097,Donté Greene,,21.0,2,SAC
9098,Dorell Wright,,24.0,6,MIA
9099,Drew Gooden,,28.0,8,TOT
9100,Drew Gooden,,28.0,8,DAL
9101,Drew Gooden,,28.0,8,LAC
9102,Dwayne Jones,,26.0,5,PHO
9103,Dwight Howard,,24.0,6,ORL
9104,Dwyane Wade,,28.0,7,MIA
9105,Earl Barron,,28.0,4,NYK
9106,Earl Boykins,,33.0,11,WAS
9107,Earl Clark,,22.0,1,PHO
9108,Earl Watson,,30.0,9,IND
9109,Eddie House,,31.0,10,TOT
9110,Eddie House,,31.0,10,BOS
9111,Eddie House,,31.0,10,NYK
9112,Eddy Curry,,27.0,9,NYK
9113,Eduardo Nájera,,33.0,10,TOT
9114,Eduardo Nájera,,33.0,10,NJN
9115,Eduardo Nájera,,33.0,10,DAL
9116,Elton Brand,,30.0,11,PHI
9117,Emeka Okafor,,27.0,6,NOH
9118,Eric Gordon,,21.0,2,LAC
9119,Eric Maynor,,22.0,1,TOT
9120,Eric Maynor,,22.0,1,UTA
9121,Eric Maynor,,22.0,1,OKC
9122,Erick Dampier,,34.0,14,DAL
9123,Ersan İlyasova,,22.0,2,MIL
9124,Etan Thomas,,31.0,8,OKC
9125,Fabricio Oberto,,34.0,5,WAS
9126,Francisco Elson,,33.0,7,TOT
9127,Francisco Elson,,33.0,7,MIL
9128,Francisco Elson,,33.0,7,PHI
9129,Francisco García,,28.0,5,SAC
9130,Garrett Temple,,23.0,1,TOT
9131,Garrett Temple,,23.0,1,HOU
9132,Garrett Temple,,23.0,1,SAC
9133,Garrett Temple,,23.0,1,SAS
9134,George Hill,,23.0,2,SAS
9135,Gerald Henderson,1987.0,22.0,1,CHA
9136,Gerald Wallace,,27.0,9,CHA
9137,Gilbert Arenas,,28.0,9,WAS
9138,Glen Davis,,24.0,3,BOS
9139,Goran Dragić,,23.0,2,PHO
9140,Grant Hill,,37.0,15,PHO
9141,Greg Oden,,22.0,2,POR
9142,Hakim Warrick,,27.0,5,TOT
9143,Hakim Warrick,,27.0,5,MIL
9144,Hakim Warrick,,27.0,5,CHI
9145,Hamed Haddadi,,24.0,2,MEM
9146,Hasheem Thabeet,,22.0,1,MEM
9147,Hedo Türkoğlu,,30.0,10,TOR
9148,Henry Walker,,22.0,2,TOT
9149,Henry Walker,,22.0,2,BOS
9150,Henry Walker,,22.0,2,NYK
9151,Hilton Armstrong,,25.0,4,TOT
9152,Hilton Armstrong,,25.0,4,NOH
9153,Hilton Armstrong,,25.0,4,SAC
9154,Hilton Armstrong,,25.0,4,HOU
9155,Ian Mahinmi,,23.0,2,SAS
9156,Ime Udoka,,32.0,6,SAC
9157,J.J. Barea,,25.0,4,DAL
9158,J.J. Hickson,,21.0,2,CLE
9159,J.J. Redick,,25.0,4,ORL
9160,J.R. Giddens,,24.0,2,TOT
9161,J.R. Giddens,,24.0,2,BOS
9162,J.R. Giddens,,24.0,2,NYK
9163,J.R. Smith,,24.0,6,DEN
9164,JaVale McGee,,22.0,2,WAS
9165,Jamaal Magloire,,31.0,10,MIA
9166,Jamaal Tinsley,,31.0,8,MEM
9167,Jamal Crawford,,29.0,10,ATL
9168,Jamario Moon,,29.0,3,CLE
9169,Jameer Nelson,,27.0,6,ORL
9170,James Harden,,20.0,1,OKC
9171,James Johnson,,22.0,1,CHI
9172,James Jones,,29.0,7,MIA
9173,James Posey,,33.0,11,NOH
9174,James Singleton,,28.0,4,TOT
9175,James Singleton,,28.0,4,DAL
9176,James Singleton,,28.0,4,WAS
9177,JamesOn Curry,,24.0,1,LAC
9178,Jannero Pargo,,30.0,7,CHI
9179,Jared Dudley,,24.0,3,PHO
9180,Jared Jeffries,,28.0,8,TOT
9181,Jared Jeffries,,28.0,8,NYK
9182,Jared Jeffries,,28.0,8,HOU
9183,Jarrett Jack,,26.0,5,TOR
9184,Jarron Collins,,31.0,9,PHO
9185,Jarvis Hayes,,28.0,7,NJN
9186,Jason Collins,,31.0,9,ATL
9187,Jason Hart,,31.0,9,TOT
9188,Jason Hart,,31.0,9,MIN
9189,Jason Hart,,31.0,9,NOH
9190,Jason Kapono,,28.0,7,PHI
9191,Jason Kidd,,36.0,16,DAL
9192,Jason Maxiell,,26.0,5,DET
9193,Jason Richardson,,29.0,9,PHO
9194,Jason Smith,,23.0,2,PHI
9195,Jason Terry,,32.0,11,DAL
9196,Jason Thompson,,23.0,2,SAC
9197,Jason Williams,,34.0,11,ORL
9198,Jawad Williams,,26.0,2,CLE
9199,Jeff Ayres,,22.0,1,POR
9200,Jeff Foster,,33.0,11,IND
9201,Jeff Green,,23.0,3,OKC
9202,Jeff Teague,,21.0,1,ATL
9203,Jermaine O'Neal,,31.0,14,MIA
9204,Jermaine Taylor,,23.0,1,HOU
9205,Jerry Stackhouse,,35.0,15,MIL
9206,Jerryd Bayless,,21.0,2,POR
9207,Joakim Noah,,24.0,3,CHI
9208,Jodie Meeks,,22.0,1,TOT
9209,Jodie Meeks,,22.0,1,MIL
9210,Jodie Meeks,,22.0,1,PHI
9211,Joe Alexander,,23.0,2,CHI
9212,Joe Johnson,,28.0,9,ATL
9213,Joe Smith,,34.0,15,ATL
9214,Joel Anthony,,27.0,3,MIA
9215,Joel Przybilla,,30.0,10,POR
9216,Joey Dorsey,,26.0,2,TOT
9217,Joey Dorsey,,26.0,2,HOU
9218,Joey Dorsey,,26.0,2,SAC
9219,Joey Graham,,27.0,5,DEN
9220,Johan Petro,,24.0,5,DEN
9221,John Salmons,,30.0,8,TOT
9222,John Salmons,,30.0,8,CHI
9223,John Salmons,,30.0,8,MIL
9224,Jon Brockman,,22.0,1,SAC
9225,Jonas Jerebko,,22.0,1,DET
9226,Jonathan Bender,,29.0,8,NYK
9227,Jonny Flynn,,20.0,1,MIN
9228,Jordan Farmar,,23.0,4,LAL
9229,Jordan Hill,,22.0,1,TOT
9230,Jordan Hill,,22.0,1,NYK
9231,Jordan Hill,,22.0,1,HOU
9232,Josh Boone,,25.0,4,NJN
9233,Josh Howard,,29.0,7,TOT
9234,Josh Howard,,29.0,7,DAL
9235,Josh Howard,,29.0,7,WAS
9236,Josh McRoberts,,22.0,3,IND
9237,Josh Powell,,27.0,5,LAL
9238,Josh Smith,,24.0,6,ATL
9239,José Calderón,,28.0,5,TOR
9240,Jrue Holiday,,19.0,1,PHI
9241,Julian Wright,,22.0,3,NOH
9242,Juwan Howard,,36.0,16,POR
9243,Kareem Rush,,29.0,7,LAC
9244,Keith Bogans,,29.0,7,SAS
9245,Kelenna Azubuike,,26.0,4,GSW
9246,Kendrick Perkins,,25.0,7,BOS
9247,Kenny Thomas,,32.0,11,SAC
9248,Kenyon Martin,,32.0,10,DEN
9249,Kevin Durant,,21.0,3,OKC
9250,Kevin Garnett,,33.0,15,BOS
9251,Kevin Love,,21.0,2,MIN
9252,Kevin Martin,,26.0,6,TOT
9253,Kevin Martin,,26.0,6,SAC
9254,Kevin Martin,,26.0,6,HOU
9255,Kevin Ollie,,37.0,13,OKC
9256,Keyon Dooling,,29.0,10,NJN
9257,Kirk Hinrich,,29.0,7,CHI
9258,Kobe Bryant,,31.0,14,LAL
9259,Kosta Koufos,,20.0,2,UTA
9260,Kris Humphries,,24.0,6,TOT
9261,Kris Humphries,,24.0,6,DAL
9262,Kris Humphries,,24.0,6,NJN
9263,Kurt Thomas,,37.0,15,MIL
9264,Kwame Brown,,27.0,9,DET
9265,Kyle Korver,,28.0,7,UTA
9266,Kyle Lowry,,23.0,4,HOU
9267,Kyle Weaver,,23.0,2,OKC
9268,Kyrylo Fesenko,,23.0,3,UTA
9269,LaMarcus Aldridge,,24.0,4,POR
9270,Lamar Odom,,30.0,11,LAL
9271,Larry Hughes,,31.0,12,TOT
9272,Larry Hughes,,31.0,12,NYK
9273,Larry Hughes,,31.0,12,CHA
9274,LeBron James,,25.0,7,CLE
9275,Leandro Barbosa,,27.0,7,PHO
9276,Leon Powe,,26.0,4,CLE
9277,Lester Hudson,,25.0,1,TOT
9278,Lester Hudson,,25.0,1,BOS
9279,Lester Hudson,,25.0,1,MEM
9280,Lindsey Hunter,,39.0,17,CHI
9281,Lou Amundson,,27.0,4,PHO
9282,Lou Williams,,23.0,5,PHI
9283,Luc Mbah a Moute,,23.0,2,MIL
9284,Luis Scola,,29.0,3,HOU
9285,Luke Ridnour,,28.0,7,MIL
9286,Luke Walton,,29.0,7,LAL
9287,Luol Deng,,24.0,6,CHI
9288,Luther Head,,27.0,5,IND
9289,Malik Allen,,31.0,9,DEN
9290,Malik Hairston,,22.0,2,SAS
9291,Manu Ginóbili,,32.0,8,SAS
9292,Marc Gasol,,25.0,2,MEM
9293,Marcin Gortat,,25.0,3,ORL
9294,Marco Belinelli,,23.0,3,TOR
9295,Marcus Banks,,28.0,7,TOR
9296,Marcus Camby,,35.0,14,TOT
9297,Marcus Camby,,35.0,14,LAC
9298,Marcus Camby,,35.0,14,POR
9299,Marcus Haislip,,29.0,4,SAS
9300,Marcus Landry,,24.0,1,TOT
9301,Marcus Landry,,24.0,1,NYK
9302,Marcus Landry,,24.0,1,BOS
9303,Marcus Thornton,,22.0,1,NOH
9304,Marcus Williams,1985.0,24.0,4,MEM
9305,Mardy Collins,,25.0,4,LAC
9306,Mario Chalmers,,23.0,2,MIA
9307,Mario West,,25.0,3,ATL
9308,Marquis Daniels,,29.0,7,BOS
9309,Marreese Speights,,22.0,2,PHI
9310,Martell Webster,,23.0,5,POR
9311,Marvin Williams,,23.0,5,ATL
9312,Matt Barnes,,29.0,7,ORL
9313,Matt Bonner,,29.0,6,SAS
9314,Matt Carroll,,29.0,7,DAL
9315,Maurice Evans,,31.0,7,ATL
9316,Mehmet Okur,,30.0,8,UTA
9317,Metta World Peace,,30.0,11,LAL
9318,Michael Beasley,,21.0,2,MIA
9319,Michael Finley,,36.0,15,TOT
9320,Michael Finley,,36.0,15,SAS
9321,Michael Finley,,36.0,15,BOS
9322,Michael Redd,,30.0,10,MIL
9323,Mickaël Piétrus,,27.0,7,ORL
9324,Mike Bibby,,31.0,12,ATL
9325,Mike Conley,,22.0,3,MEM
9326,Mike Dunleavy,1980.0,29.0,8,IND
9327,Mike Harris,,26.0,2,TOT
9328,Mike Harris,,26.0,2,HOU
9329,Mike Harris,,26.0,2,WAS
9330,Mike James,1975.0,34.0,9,WAS
9331,Mike Miller,,29.0,10,WAS
9332,Mike Wilks,,30.0,7,OKC
9333,Mikki Moore,,34.0,12,GSW
9334,Mo Williams,,27.0,7,CLE
9335,Monta Ellis,,24.0,5,GSW
9336,Morris Peterson,,32.0,10,NOH
9337,Nate Robinson,,25.0,5,TOT
9338,Nate Robinson,,25.0,5,NYK
9339,Nate Robinson,,25.0,5,BOS
9340,Nathan Jawai,,23.0,2,MIN
9341,Nazr Mohammed,,32.0,12,CHA
9342,Nenad Krstić,,26.0,6,OKC
9343,Nenê,,27.0,8,DEN
9344,Nick Collison,,29.0,6,OKC
9345,Nick Young,,24.0,3,WAS
9346,Nicolas Batum,,21.0,2,POR
9347,O.J. Mayo,,22.0,2,MEM
9348,Oleksiy Pecherov,,24.0,3,MIN
9349,Oliver Lafayette,,25.0,1,BOS
9350,Omri Casspi,,21.0,1,SAC
9351,Othello Hunter,,23.0,2,ATL
9352,Othyus Jeffers,,24.0,1,UTA
9353,Patrick O'Bryant,,23.0,4,TOR
9354,Patty Mills,,21.0,1,POR
9355,Pau Gasol,,29.0,9,LAL
9356,Paul Davis,,25.0,4,WAS
9357,Paul Millsap,,24.0,4,UTA
9358,Paul Pierce,,32.0,12,BOS
9359,Peja Stojaković,,32.0,12,NOH
9360,Pops Mensah-Bonsu,,26.0,3,TOT
9361,Pops Mensah-Bonsu,,26.0,3,HOU
9362,Pops Mensah-Bonsu,,26.0,3,TOR
9363,Primož Brezec,,30.0,8,TOT
9364,Primož Brezec,,30.0,8,PHI
9365,Primož Brezec,,30.0,8,MIL
9366,Quentin Richardson,,29.0,10,MIA
9367,Quinton Ross,,28.0,6,TOT
9368,Quinton Ross,,28.0,6,DAL
9369,Quinton Ross,,28.0,6,WAS
9370,Rafer Alston,,33.0,11,TOT
9371,Rafer Alston,,33.0,11,NJN
9372,Rafer Alston,,33.0,11,MIA
9373,Raja Bell,,33.0,10,TOT
9374,Raja Bell,,33.0,10,CHA
9375,Raja Bell,,33.0,10,GSW
9376,Rajon Rondo,,23.0,4,BOS
9377,Ramon Sessions,,23.0,3,MIN
9378,Randolph Morris,,24.0,4,ATL
9379,Randy Foye,,26.0,4,WAS
9380,Rashard Lewis,,30.0,12,ORL
9381,Rasheed Wallace,,35.0,15,BOS
9382,Rasho Nesterović,,33.0,12,TOR
9383,Rasual Butler,,30.0,8,LAC
9384,Ray Allen,,34.0,14,BOS
9385,Raymond Felton,,25.0,5,CHA
9386,Reggie Evans,,29.0,8,TOR
9387,Reggie Williams,1986.0,23.0,1,GSW
9388,Renaldo Balkman,,25.0,4,DEN
9389,Richard Hamilton,,31.0,11,DET
9390,Richard Jefferson,,29.0,9,SAS
9391,Ricky Davis,,30.0,12,LAC
9392,Robin Lopez,,21.0,2,PHO
9393,Rodney Carney,,25.0,4,PHI
9394,Rodney Stuckey,,23.0,3,DET
9395,Rodrigue Beaubois,,21.0,1,DAL
9396,Roger Mason,,29.0,6,SAS
9397,Roko Ukić,,25.0,2,MIL
9398,Ronald Murray,,30.0,8,TOT
