,Player Name,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary
2762,Zaza Pachulia,ATL,22,210.82,120.20188,2005-06,4000000.0
2763,Zeljko Rebraca,LAC,34,213.36,120.20188,2005-06,3000000.0
2764,Zendon Hamilton,PHI,31,210.82,115.212368,2005-06,329138.0
2765,Zoran Planinic,NJN,23,200.66,90.7184,2005-06,1127280.0
2766,Vladimir Radmanovic,LAC,25,208.28,106.140528,2005-06,3166155.0
2767,Zydrunas Ilgauskas,CLE,31,220.98,117.93392,2005-06,8740000.0
2768,John Lucas III,HOU,23,180.34,81.64656,2005-06,
2769,John Edwards,ATL,24,213.36,124.7378,2005-06,1000000.0
2770,Johan Petro,SEA,20,213.36,112.037224,2005-06,936600.0
2771,Joey Graham,TOR,24,200.66,102.0582,2005-06,1388400.0
2772,Joel Przybilla,POR,26,215.9,115.66596,2005-06,1560000.0
2773,Joe Smith,MIL,30,208.28,102.0582,2005-06,6353200.0
2774,Joe Johnson,ATL,25,200.66,104.32616,2005-06,12000000.0
2775,Jiri Welsch,MIL,26,200.66,94.347136,2005-06,2177114.0
2776,Jim Jackson,LAL,35,198.12,99.79024,2005-06,2640000.0
2777,Jerry Stackhouse,DAL,31,198.12,98.883056,2005-06,8367187.0
2778,Jerome James,NYK,30,215.9,127.00576,2005-06,5000000.0
2779,Jermaine O'Neal,IND,27,210.82,117.93392,2005-06,16440000.0
2780,Jermaine Jackson,MIL,30,195.58,92.532768,2005-06,1355067.0
2781,Jeff McInnis,NJN,31,193.04,81.19296800000001,2005-06,3400000.0
2782,John Salmons,PHI,26,198.12,93.893544,2005-06,1669001.0
2783,Robert Whaley,UTA,24,208.28,117.93392,2005-06,398762.0
2784,LeBron James,CLE,21,203.2,108.86208,2005-06,4621800.0
2785,Robert Horry,SAS,35,208.28,108.86208,2005-06,3000000.0
2786,Luke Walton,LAL,26,203.2,105.233344,2005-06,1250000.0
2787,Luke Schenscher,CHI,24,215.9,120.20188,2005-06,
2788,Luke Ridnour,SEA,25,185.42,75.749864,2005-06,1638000.0
2789,Luke Jackson,CLE,24,200.66,97.52228,2005-06,1955160.0
2790,Lou Williams,PHI,19,185.42,79.3786,2005-06,
2791,Lorenzen Wright,MEM,30,210.82,108.86208,2005-06,7700000.0
2792,Luol Deng,CHI,21,205.74,99.79024,2005-06,2443920.0
2793,Loren Woods,TOR,28,218.44,117.93392,2005-06,780000.0
2794,Linton Johnson,NOK,26,203.2,102.0582,2005-06,719373.0
2795,Lindsey Hunter,DET,35,187.96,88.45044,2005-06,1760000.0
2796,Linas Kleiza,DEN,21,203.2,111.13004,2005-06,879360.0
2797,Lee Nailon,PHI,31,205.74,109.315672,2005-06,835810.0
2798,Leandro Barbosa,PHX,23,190.5,85.275296,2005-06,930600.0
2799,Lawrence Roberts,MEM,23,205.74,108.86208,2005-06,398762.0
2800,Lonny Baxter,CHA,27,203.2,117.93392,2005-06,745248.0
2801,Larry Hughes,CLE,27,195.58,83.46092800000001,2005-06,10344900.0
2802,Luther Head,HOU,23,190.5,83.91452,2005-06,975600.0
2803,Malik Allen,CHI,28,208.28,115.66596,2005-06,1670000.0
2804,Marvin Williams,ATL,20,205.74,104.32616,2005-06,3883560.0
2805,Martynas Andriuskevicius,CLE,20,218.44,108.86208,2005-06,398762.0
2806,Martell Webster,POR,19,200.66,95.25432,2005-06,2586120.0
2807,Marquis Daniels,DAL,25,198.12,90.7184,2005-06,5393300.0
2808,Marko Jaric,MIN,27,200.66,98.429464,2005-06,5000000.0
2809,Mark Madsen,MIN,30,205.74,107.047712,2005-06,2000000.0
2810,Maciej Lampe,HOU,21,210.82,124.7378,2005-06,900000.0
2811,Mark Blount,MIN,30,213.36,113.398,2005-06,5515875.0
2812,Marcus Fizer,NOK,27,203.2,117.93392,2005-06,
2813,Marcus Camby,DEN,32,210.82,104.32616,2005-06,9150000.0
2814,Marcus Banks,MIN,24,187.96,90.7184,2005-06,1724280.0
2815,Marc Jackson,NOK,31,208.28,114.758776,2005-06,4550000.0
2816,Manu Ginobili,SAS,28,198.12,92.98636,2005-06,7428937.0
2817,Malik Rose,NYK,31,200.66,115.66596,2005-06,6008750.0
2818,Mario Kasun,ORL,26,215.9,117.93392,2005-06,682050.0
2819,Laron Profit,LAL,28,195.58,92.532768,2005-06,745248.0
2820,Lamond Murray,NJN,33,200.66,106.59412,2005-06,6388500.0
2821,Lamar Odom,LAL,26,208.28,104.32616,2005-06,11465333.0
2822,Kareem Rush,CHA,25,198.12,97.52228,2005-06,3000000.0
2823,Juwan Howard,HOU,33,205.74,104.32616,2005-06,5900400.0
2824,Justin Reed,MIN,24,203.2,108.86208,2005-06,641748.0
2825,Jumaine Jones,CHA,27,203.2,98.883056,2005-06,1875000.0
2826,Julius Hodge,DEN,22,200.66,95.25432,2005-06,1148760.0
2827,Juan Dixon,POR,27,190.5,74.389088,2005-06,2500000.0
2828,Keith Bogans,HOU,26,195.58,97.52228,2005-06,869373.0
2829,Josh Smith,ATL,20,205.74,102.0582,2005-06,1365360.0
2830,Josh Howard,DAL,26,200.66,95.25432,2005-06,923880.0
2831,Josh Davis,PHX,25,203.2,109.769264,2005-06,193003.0
2832,Josh Childress,ATL,23,203.2,95.25432,2005-06,2677200.0
2833,Jose Calderon,TOR,24,190.5,95.25432,2005-06,2190000.0
2834,Jonathan Bender,IND,25,213.36,99.336648,2005-06,7175000.0
2835,Howard Eisley,DEN,33,187.96,83.91452,2005-06,5926984.0
2836,Josh Powell,DAL,23,205.74,102.0582,2005-06,398762.0
2837,Keith McLeod,UTA,26,187.96,86.18248,2005-06,1250000.0
2838,Keith Van Horn,DAL,30,208.28,111.13004,2005-06,15694250.0
2839,Kelvin Cato,DET,31,210.82,124.7378,2005-06,8640000.0
2840,Kyle Korver,PHI,25,198.12,95.707912,2005-06,3630363.0
2841,Kwame Brown,LAL,24,210.82,112.490816,2005-06,7500000.0
2842,Kurt Thomas,PHX,33,205.74,106.59412,2005-06,6620062.0
2843,Kris Humphries,UTA,21,205.74,106.59412,2005-06,1592400.0
2844,Kobe Bryant,LAL,27,198.12,99.79024,2005-06,15946875.0
2845,Kirk Snyder,NOK,23,198.12,102.0582,2005-06,1437240.0
2846,Kirk Hinrich,CHI,25,190.5,86.18248,2005-06,2513880.0
2847,Keyon Dooling,ORL,26,190.5,88.45044,2005-06,3100000.0
2848,Kevin Ollie,PHI,33,187.96,88.45044,2005-06,2950200.0
2849,Kevin Martin,SAC,23,200.66,83.91452,2005-06,937440.0
2850,Kevin Garnett,MIN,30,210.82,99.79024,2005-06,18000000.0
2851,Kevin Burleson,CHA,27,190.5,92.98636,2005-06,398762.0
2852,Kenyon Martin,DEN,28,205.74,108.86208,2005-06,10636364.0
2853,Kenny Thomas,SAC,28,200.66,111.13004,2005-06,6500000.0
2854,Kendrick Perkins,BOS,21,208.28,127.00576,2005-06,936480.0
2855,Mateen Cleaves,SEA,28,187.96,95.25432,2005-06,305784.0
2856,Matt Barnes,PHI,26,200.66,102.0582,2005-06,683862.0
2857,Matt Bonner,TOR,26,208.28,108.86208,2005-06,2000000.0
2858,Matt Carroll,CHA,25,198.12,96.161504,2005-06,1100000.0
2859,Rafael Araujo,TOR,25,210.82,127.00576,2005-06,2238960.0
2860,Raef LaFrentz,BOS,30,210.82,111.13004,2005-06,10623288.0
2861,Qyntel Woods,NYK,25,203.2,99.79024,2005-06,599834.0
2862,Quinton Ross,LAC,25,198.12,87.543256,2005-06,700000.0
2863,Quentin Richardson,NYK,26,198.12,104.32616,2005-06,6940000.0
2864,Primoz Brezec,CHA,26,215.9,114.305184,2005-06,2750000.0
2865,Rafer Alston,HOU,29,187.96,77.11064,2005-06,3850000.0
2866,Peja Stojakovic,IND,29,208.28,103.872568,2005-06,
2867,Paul Pierce,BOS,28,198.12,104.32616,2005-06,13843156.0
2868,Pau Gasol,MEM,25,213.36,108.86208,2005-06,10993000.0
2869,Pat Garrity,ORL,29,205.74,107.954896,2005-06,3231250.0
2870,Pat Burke,PHX,32,210.82,113.398,2005-06,750000.0
2871,Pape Sow,TOR,24,208.28,113.398,2005-06,641748.0
2872,PJ Brown,NOK,36,210.82,108.408488,2005-06,8000000.0
2873,Pavel Podkolzin,DAL,21,226.06,117.93392,2005-06,1141560.0
2874,Raja Bell,PHX,29,195.58,95.25432,2005-06,4250000.0
2875,Randy Holcomb,CHI,26,205.74,99.79024,2005-06,52033.0
2876,Randy Livingston,CHI,31,193.04,94.800728,2005-06,
2877,Ricky Davis,MIN,26,200.66,88.45044,2005-06,5909800.0
2878,Rick Brunson,HOU,34,193.04,86.18248,2005-06,1029873.0
2879,Richie Frahm,HOU,28,195.58,95.25432,2005-06,719373.0
2880,Richard Jefferson,NJN,26,200.66,102.0582,2005-06,10200000.0
2881,Richard Hamilton,DET,28,200.66,87.543256,2005-06,8625000.0
2882,Reggie Evans,DEN,26,203.2,111.13004,2005-06,1100000.0
2883,Reece Gaines,MIL,25,198.12,92.98636,2005-06,1556160.0
2884,Raymond Felton,CHA,22,185.42,89.811216,2005-06,2847360.0
2885,Ray Allen,SEA,30,195.58,92.98636,2005-06,13223140.0
2886,Rawle Marshall,DAL,24,200.66,86.18248,2005-06,398762.0
2887,Rasual Butler,NOK,27,200.66,92.98636,2005-06,1300000.0
2888,Rasho Nesterovic,SAS,30,213.36,115.66596,2005-06,
2889,Rasheed Wallace,DET,31,210.82,104.32616,2005-06,10860000.0
2890,Rashard Lewis,SEA,26,208.28,97.52228,2005-06,8571429.0
2891,Rashad McCants,MIN,21,193.04,93.893544,2005-06,1538400.0
2892,Othella Harrington,CHI,32,205.74,106.59412,2005-06,3500000.0
2893,Robert Swift,SEA,20,213.36,111.13004,2005-06,1764480.0
2894,Orien Greene,BOS,24,193.04,94.347136,2005-06,398762.0
2895,Nikoloz Tskitishvili,PHX,23,213.36,102.0582,2005-06,745248.0
2896,Michael Ruffin,WAS,29,203.2,112.490816,2005-06,1670000.0
2897,Michael Redd,MIL,26,198.12,97.52228,2005-06,12000000.0
2898,Michael Olowokandi,BOS,31,213.36,122.46984,2005-06,5900400.0
2899,Michael Finley,SAS,33,200.66,102.0582,2005-06,18612500.0
2900,Michael Doleac,MIA,29,210.82,118.841104,2005-06,2640000.0
2901,Michael Bradley,PHI,27,208.28,111.13004,2005-06,819550.0
2902,Michael Sweetney,CHI,23,203.2,122.46984,2005-06,
2903,Metta World Peace,SAC,26,200.66,117.93392,2005-06,6842105.0
2904,Melvin Ely,CHA,28,208.28,118.38751200000002,2005-06,2401027.0
2905,Mehmet Okur,UTA,27,210.82,112.944408,2005-06,8250000.0
2906,Maurice Taylor,NYK,29,205.74,120.20188,2005-06,9100000.0
2907,Maurice Evans,DET,27,195.58,99.79024,2005-06,1500000.0
2908,Matt Walsh,MIA,23,198.12,99.79024,2005-06,38904.0
2909,Matt Harpring,UTA,30,200.66,104.779752,2005-06,5020000.0
2910,Melvin Sanders,SAS,25,195.58,95.25432,2005-06,24315.0
2911,Mickael Pietrus,GSW,24,198.12,97.52228,2005-06,1910520.0
2912,Mike Bibby,SAC,28,187.96,86.18248,2005-06,11500000.0
2913,Mike Dunleavy,GSW,25,205.74,104.32616,2005-06,4506261.0
2914,Nick Van Exel,SAS,34,185.42,86.18248,2005-06,1138500.0
2915,Nick Collison,SEA,25,205.74,115.66596,2005-06,1815000.0
2916,Nene,DEN,23,210.82,121.562656,2005-06,
2917,Nenad Krstic,NJN,22,213.36,108.86208,2005-06,1010040.0
2918,Nazr Mohammed,SAS,28,208.28,113.398,2005-06,5500000.0
2919,Nate Robinson,NYK,22,175.26,81.64656,2005-06,1102680.0
2920,Morris Peterson,TOR,28,200.66,99.79024,2005-06,4550000.0
2921,Moochie Norris,NOK,32,185.42,83.91452,2005-06,4200000.0
2922,Monta Ellis,GSW,20,190.5,80.28578399999998,2005-06,448762.0
2923,Mo Williams,MIL,23,185.42,83.91452,2005-06,
2924,Milt Palacio,UTA,28,193.04,95.25432,2005-06,1400000.0
2925,Mikki Moore,SEA,30,213.36,101.151016,2005-06,1020000.0
2926,Mike Wilks,SEA,27,177.8,81.64656,2005-06,745248.0
2927,Mike Miller,MEM,26,203.2,98.883056,2005-06,6750000.0
2928,Mike James,TOR,31,187.96,86.18248,2005-06,3410000.0
2929,Noel Felix,SEA,24,205.74,102.0582,2005-06,
2930,Hedo Turkoglu,ORL,27,208.28,99.79024,2005-06,
2931,John Thomas,NJN,30,205.74,120.20188,2005-06,282118.0
2932,Ha Ha,POR,20,220.98,138.34556,2005-06,
2933,Brevin Knight,CHA,30,177.8,77.11064,2005-06,4600000.0
2934,Brent Barry,SAS,34,200.66,95.25432,2005-06,4691390.0
2935,Brendan Haywood,WAS,26,213.36,119.294696,2005-06,4000000.0
2936,Brandon Bass,NOK,21,203.2,108.86208,2005-06,398762.0
2937,Brad Miller,SAC,30,213.36,118.38751200000002,2005-06,8750000.0
2938,Bracey Wright,MIN,21,190.5,95.25432,2005-06,398762.0
2939,Bostjan Nachbar,NJN,25,205.74,100.243832,2005-06,2500000.0
2940,Boris Diaw,PHX,24,203.2,97.52228,2005-06,1174200.0
2941,Brian Cardinal,MEM,29,203.2,111.13004,2005-06,5393300.0
2942,Bonzi Wells,SAC,29,195.58,95.25432,2005-06,8000000.0
2943,Bobby Simmons,MIL,26,198.12,103.418976,2005-06,8000000.0
2944,Bobby Jackson,MEM,33,185.42,83.91452,2005-06,3375000.0
2945,Bo Outlaw,ORL,35,203.2,99.79024,2005-06,1138500.0
2946,Billy Thomas,WAS,30,195.58,99.79024,2005-06,
2947,Bernard Robinson,CHA,25,198.12,95.25432,2005-06,641748.0
2948,Beno Udrih,SAS,23,190.5,90.7184,2005-06,904800.0
2949,Ben Wallace,DET,31,205.74,108.86208,2005-06,7500000.0
2950,Ben Gordon,CHI,23,190.5,90.7184,2005-06,3610200.0
2951,Boniface Ndong,LAC,28,213.36,92.98636,2005-06,
2952,Brian Cook,LAL,25,205.74,117.026736,2005-06,1038960.0
2953,Brian Grant,PHX,34,205.74,115.212368,2005-06,16006220.0
2954,Brian Scalabrine,BOS,28,205.74,106.59412,2005-06,2586207.0
2955,Chris Duhon,CHI,23,185.42,83.91452,2005-06,2800000.0
2956,Chris Bosh,TOR,22,208.28,104.32616,2005-06,3348000.0
2957,Chris Andersen,NOK,27,208.28,103.418976,2005-06,3500000.0
2958,Chauncey Billups,DET,29,190.5,91.625584,2005-06,5909800.0
2959,Charlie Villanueva,TOR,21,210.82,108.86208,2005-06,2360880.0
2960,Charlie Bell,MIL,27,190.5,90.7184,2005-06,641748.0
2961,Charles Smith,DEN,30,193.04,90.7184,2005-06,771123.0
2962,Channing Frye,NYK,23,210.82,112.490816,2005-06,2162880.0
2963,Caron Butler,WAS,26,200.66,103.418976,2005-06,2461617.0
2964,Carmelo Anthony,DEN,22,203.2,104.32616,2005-06,3713640.0
2965,Carlos Delfino,DET,23,198.12,104.32616,2005-06,969696.0
2966,Carlos Boozer,UTA,24,205.74,117.026736,2005-06,11593816.0
2967,Carlos Arroyo,ORL,26,187.96,91.625584,2005-06,4000000.0
2968,Calvin Booth,WAS,30,210.82,113.398,2005-06,7255098.0
2969,Calbert Cheaney,GSW,34,200.66,95.25432,2005-06,1760000.0
2970,CJ Miles,UTA,19,198.12,95.25432,2005-06,398762.0
2971,Bryon Russell,DEN,35,200.66,102.0582,2005-06,1138500.0
2972,Bruce Bowen,SAS,35,200.66,90.7184,2005-06,3375000.0
2973,Brian Skinner,POR,30,205.74,120.20188,2005-06,4950000.0
2974,Baron Davis,GSW,27,190.5,97.52228,2005-06,13700000.0
2975,Chris Kaman,LAC,24,213.36,120.20188,2005-06,2753760.0
2976,Awvee Storey,WAS,29,198.12,102.0582,2005-06,641748.0
2977,Arvydas Macijauskas,NOK,26,193.04,97.068688,2005-06,2500000.0
2978,Anderson Varejao,CLE,23,208.28,108.86208,2005-06,866800.0
2979,Amir Johnson,DET,19,205.74,95.25432,2005-06,398762.0
2980,Amar'e Stoudemire,PHX,23,208.28,111.13004,2005-06,
2981,Alvin Williams,TOR,31,195.58,88.45044,2005-06,6300000.0
2982,Alonzo Mourning,MIA,36,208.28,118.38751200000002,2005-06,5138500.0
2983,Allen Iverson,PHI,31,182.88,74.84268,2005-06,16453125.0
2984,Alex Scales,SAS,27,193.04,88.45044,2005-06,24315.0
2985,Alex Acker,DET,23,195.58,83.91452,2005-06,398762.0
2986,Andray Blatche,WAS,19,210.82,106.59412,2005-06,398762.0
2987,Alan Henderson,CLE,33,205.74,108.86208,2005-06,1138500.0
2988,Al Jefferson,BOS,21,208.28,120.20188,2005-06,1512840.0
2989,Al Harrington,ATL,26,205.74,111.13004,2005-06,6957500.0
2990,Adrian Griffin,DAL,31,195.58,104.32616,2005-06,768718.0
2991,Adonal Foyle,GSW,31,208.28,122.46984,2005-06,7312500.0
2992,Aaron Williams,NOK,34,205.74,106.59412,2005-06,3375000.0
2993,Aaron Miles,GSW,23,185.42,86.18248,2005-06,155614.0
2994,Aaron McKie,LAL,33,195.58,94.800728,2005-06,8500000.0
2995,Jon Barry,HOU,36,195.58,95.25432,2005-06,1800000.0
2996,Alan Anderson,CHA,23,198.12,99.79024,2005-06,398762.0
2997,Andre Barrett,TOR,24,177.8,78.471416,2005-06,
2998,Andre Iguodala,PHI,22,198.12,93.893544,2005-06,2058000.0
2999,Andre Miller,DEN,30,187.96,92.98636,2005-06,8100000.0
3000,Antonio McDyess,DET,31,205.74,111.13004,2005-06,5393300.0
3001,Antonio Davis,TOR,37,205.74,111.13004,2005-06,13925000.0
3002,Antonio Daniels,WAS,31,193.04,92.98636,2005-06,5000000.0
3003,Antonio Burks,MEM,26,182.88,88.45044,2005-06,641748.0
3004,Antoine Wright,NJN,22,200.66,95.25432,2005-06,1461360.0
3005,Antoine Walker,MIA,29,205.74,111.13004,2005-06,6880000.0
3006,Anthony Roberson,MEM,23,187.96,81.64656,2005-06,398762.0
3007,Anthony Johnson,IND,31,190.5,90.7184,2005-06,2420000.0
3008,Anthony Grundy,ATL,27,190.5,83.91452,2005-06,
3009,Hakim Warrick,MEM,23,205.74,99.336648,2005-06,1196520.0
3010,Anthony Carter,MIN,31,187.96,88.45044,2005-06,900498.0
3011,Antawn Jamison,WAS,30,205.74,106.59412,2005-06,13843156.0
3012,Anfernee Hardaway,NYK,34,200.66,97.52228,2005-06,15750000.0
3013,Andris Biedrins,GSW,20,210.82,111.13004,2005-06,1857360.0
3014,Andrew Bynum,LAL,18,213.36,124.7378,2005-06,1888680.0
3015,Andrew Bogut,MIL,21,213.36,111.13004,2005-06,4340520.0
3016,Andres Nocioni,CHI,26,200.66,102.0582,2005-06,2775000.0
3017,Andrei Kirilenko,UTA,25,205.74,102.0582,2005-06,10983000.0
3018,Andre Owens,UTA,25,193.04,90.7184,2005-06,398762.0
3019,Austin Croshere,IND,31,208.28,106.59412,2005-06,7900000.0
3020,Chris Mihm,LAL,26,213.36,120.20188,2005-06,3792817.0
3021,Anthony Goldwire,LAC,34,187.96,82.553744,2005-06,74652.0
3022,Chris Taft,GSW,21,208.28,118.38751200000002,2005-06,423762.0
3023,Eduardo Najera,DEN,29,203.2,99.79024,2005-06,4190476.0
3024,Eddy Curry,NYK,23,210.82,129.27372,2005-06,7390000.0
3025,Eddie Jones,MEM,34,198.12,90.7184,2005-06,14576250.0
3026,Eddie House,PHX,28,185.42,79.3786,2005-06,835810.0
3027,Eddie Griffin,MIN,24,208.28,108.86208,2005-06,2500000.0
3028,Eddie Gill,IND,27,182.88,86.18248,2005-06,819551.0
3029,Eddie Basden,CHI,23,195.58,97.52228,2005-06,398762.0
3030,Earl Watson,SEA,27,185.42,88.45044,2005-06,5000000.0
3031,Elton Brand,LAC,27,203.2,115.212368,2005-06,13152000.0
3032,Earl Boykins,DEN,30,165.1,60.327736,2005-06,2750000.0
3033,Dwyane Wade,MIA,24,193.04,96.161504,2005-06,3031920.0
3034,Dwight Howard,ORL,20,210.82,120.20188,2005-06,4493160.0
3035,Dwayne Jones,BOS,23,210.82,113.398,2005-06,398762.0
3036,Drew Gooden,CLE,24,208.28,109.769264,2005-06,4065811.0
3037,Doug Christie,DAL,36,198.12,92.98636,2005-06,9775000.0
3038,Dorell Wright,MIA,20,203.2,92.98636,2005-06,1238640.0
3039,Donyell Marshall,CLE,33,205.74,104.32616,2005-06,4799108.0
3040,Donta Smith,ATL,22,200.66,97.52228,2005-06,641748.0
3041,Earl Barron,MIA,24,213.36,122.46984,2005-06,398762.0
3042,Emeka Okafor,CHA,23,208.28,114.305184,2005-06,4020120.0
3043,Eric Piatkowski,CHI,35,200.66,97.52228,2005-06,3000000.0
3044,Eric Snow,CLE,33,190.5,92.98636,2005-06,5484375.0
3045,Greg Ostertag,UTA,33,218.44,127.00576,2005-06,4400000.0
3046,Chris Paul,NOK,21,182.88,79.3786,2005-06,3144240.0
3047,Greg Buckner,DEN,29,193.04,92.98636,2005-06,3595926.0
3048,Grant Hill,ORL,33,203.2,102.0582,2005-06,15694250.0
3049,Gordan Giricek,UTA,29,195.58,95.25432,2005-06,4000000.0
3050,Gilbert Arenas,WAS,24,193.04,95.25432,2005-06,10243200.0
3051,Gerald Wallace,CHA,23,200.66,97.52228,2005-06,5000000.0
3052,Gerald Green,BOS,20,203.2,90.7184,2005-06,1253040.0
3053,Gerald Fitch,MIA,23,190.5,85.275296,2005-06,359858.0
3054,Gary Payton,MIA,37,193.04,86.18248,2005-06,1138500.0
3055,Fred Jones,IND,27,187.96,99.79024,2005-06,2328843.0
3056,Francisco Garcia,SAC,24,200.66,88.45044,2005-06,1016400.0
3057,Francisco Elson,DEN,30,213.36,106.59412,2005-06,719373.0
3058,Flip Murray,CLE,26,190.5,89.357624,2005-06,
3059,Fabricio Oberto,SAS,31,208.28,111.13004,2005-06,2325000.0
3060,Etan Thomas,WAS,28,208.28,117.93392,2005-06,5393300.0
3061,Ervin Johnson,MIL,38,210.82,111.13004,2005-06,1138500.0
3062,Erick Dampier,DAL,30,210.82,120.20188,2005-06,8662500.0
3063,Eric Williams,TOR,33,203.2,99.79024,2005-06,3938000.0
3064,Donell Taylor,WAS,23,195.58,83.007336,2005-06,398762.0
3065,Dirk Nowitzki,DAL,28,213.36,111.13004,2005-06,13843156.0
3066,Esteban Batista,ATL,22,208.28,122.46984,2005-06,398762.0
3067,Dijon Thompson,PHX,23,200.66,88.45044,2005-06,398762.0
3068,Danny Granger,IND,23,205.74,103.418976,2005-06,1318920.0
3069,Danny Fortson,SEA,30,203.2,117.93392,2005-06,6207670.0
3070,Daniel Ewing,LAC,23,190.5,83.91452,2005-06,450000.0
3071,Dan Gadzuric,MIL,28,210.82,108.86208,2005-06,4750000.0
3072,Dan Dickau,BOS,27,182.88,86.18248,2005-06,2250000.0
3073,Damon Stoudamire,MEM,32,177.8,78.92500799999999,2005-06,3750000.0
3074,Damon Jones,CLE,29,190.5,86.18248,2005-06,3590000.0
3075,Damien Wilkins,SEA,26,198.12,102.0582,2005-06,2500000.0
3076,Dale Davis,DET,37,210.82,114.305184,2005-06,3500000.0
3077,DJ Mbenga,DAL,25,213.36,111.13004,2005-06,
3078,Cuttino Mobley,LAC,30,193.04,97.52228,2005-06,7200000.0
3079,Corliss Williamson,SAC,32,200.66,111.13004,2005-06,6000000.0
3080,Corey Maggette,LAC,26,198.12,102.0582,2005-06,7000000.0
3081,Clifford Robinson,NJN,39,208.28,108.86208,2005-06,2500000.0
3082,Chucky Atkins,MEM,31,180.34,83.91452,2005-06,4500000.0
3083,Chuck Hayes,HOU,23,198.12,109.769264,2005-06,
3084,Dikembe Mutombo,HOU,40,218.44,120.20188,2005-06,2000000.0
3085,Chris Webber,PHI,33,208.28,111.13004,2005-06,19125000.0
3086,Chris Wilcox,SEA,23,208.28,106.59412,2005-06,2812239.0
3087,Darius Miles,POR,24,205.74,95.25432,2005-06,7250000.0
3088,Darius Songaila,CHI,28,203.2,108.86208,2005-06,2200000.0
3089,Dahntay Jones,MEM,25,198.12,95.25432,2005-06,1223160.0
3090,Darrell Armstrong,DAL,38,185.42,81.64656,2005-06,1138500.0
3091,Devin Green,LAL,23,200.66,96.161504,2005-06,398762.0
3092,Devin Brown,UTA,27,195.58,99.79024,2005-06,2500000.0
3093,Darko Milicic,ORL,21,213.36,111.13004,2005-06,4135200.0
3094,Devean George,LAL,28,203.2,106.59412,2005-06,5000600.0
3095,Desmond Mason,NOK,28,195.58,100.697424,2005-06,7333333.0
3096,Derrick Zimmerman,NJN,24,190.5,88.45044,2005-06,
3097,Derek Fisher,GSW,31,185.42,92.98636,2005-06,5393300.0
3098,Derek Anderson,MIA,31,195.58,88.45044,2005-06,10763000.0
3099,DerMarr Johnson,DEN,26,205.74,95.25432,2005-06,835810.0
3100,Deron Williams,UTA,22,190.5,95.25432,2005-06,3487400.0
3101,Devin Harris,DAL,23,190.5,83.91452,2005-06,2947440.0
3102,Delonte West,BOS,22,193.04,81.64656,2005-06,1010040.0
3103,DeShawn Stevenson,ORL,25,195.58,95.25432,2005-06,2750000.0
3104,DeSagana Diop,DAL,24,213.36,127.00576,2005-06,1850000.0
3105,David West,NOK,25,205.74,108.86208,2005-06,1334160.0
3106,David Wesley,HOU,35,185.42,92.079176,2005-06,5070000.0
3107,Darrick Martin,TOR,35,180.34,77.11064,2005-06,946646.0
3108,David Harrison,IND,23,213.36,127.00576,2005-06,898200.0
3109,Deng Gai,PHI,24,205.74,113.398,2005-06,92396.0
3110,David Lee,NYK,23,205.74,112.944408,2005-06,861360.0
3111,Chauncey Billups,DET,30,190.5,91.625584,2006-07,6364400.0
3112,Chris Bosh,TOR,23,208.28,104.32616,2006-07,4235220.0
3113,Chris Duhon,CHI,24,185.42,83.91452,2006-07,3024000.0
3114,Chris Wilcox,SEA,24,208.28,106.59412,2006-07,6250000.0
3115,Chris McCray,MIL,23,195.58,87.089664,2006-07,161061.0
3116,Chris Quinn,MIA,23,187.96,83.91452,2006-07,412718.0
3117,Chris Webber,DET,34,208.28,111.13004,2006-07,18261024.0
3118,Chuck Hayes,HOU,24,198.12,107.954896,2006-07,664209.0
3119,Charlie Villanueva,MIL,22,210.82,108.86208,2006-07,2537880.0
3120,Chris Kaman,LAC,25,213.36,120.20188,2006-07,3491768.0
3121,Chris Paul,NOK,22,182.88,79.3786,2006-07,3380160.0
3122,Carlos Boozer,UTA,25,205.74,120.655472,2006-07,11260483.0
3123,Channing Frye,NYK,24,210.82,112.490816,2006-07,2325000.0
3124,Cedric Simmons,NOK,21,205.74,106.59412,2006-07,1515480.0
3125,Cedric Bozeman,ATL,24,198.12,93.893544,2006-07,412718.0
3126,Caron Butler,WAS,27,200.66,103.418976,2006-07,7438000.0
3127,Carmelo Anthony,DEN,23,203.2,104.32616,2006-07,4694041.0
3128,Carlos Delfino,DET,24,198.12,104.32616,2006-07,1037280.0
3129,Carlos Arroyo,ORL,27,187.96,91.625584,2006-07,4100000.0
3130,Calvin Booth,WAS,31,210.82,113.398,2006-07,7628858.0
3131,CJ Miles,UTA,20,198.12,97.52228,2006-07,664209.0
3132,Bruce Bowen,SAS,36,200.66,90.7184,2006-07,3750000.0
3133,Chucky Atkins,MEM,32,180.34,83.91452,2006-07,3000000.0
3134,Brian Skinner,MIL,31,205.74,120.20188,2006-07,5400000.0
3135,Charlie Bell,MIL,28,190.5,90.7184,2006-07,744551.0
3136,Clifford Robinson,NJN,40,208.28,111.13004,2006-07,1600000.0
3137,Darrell Armstrong,IND,39,185.42,81.64656,2006-07,1178348.0
3138,Corliss Williamson,SAC,33,200.66,111.13004,2006-07,6500000.0
3139,Brian Scalabrine,BOS,29,205.74,106.59412,2006-07,2793103.0
3140,DeSagana Diop,DAL,25,213.36,127.00576,2006-07,1998000.0
