,Player Name,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary
8770,Gorgui Dieng,MIN,28,210.82,113.851592,2017-18,14112360.0
8771,Gordon Hayward,BOS,28,203.2,102.511792,2017-18,29727900.0
8772,Goran Dragic,MIA,32,190.5,86.18248,2017-18,17000450.0
8773,Glenn Robinson III,IND,24,200.66,97.52228,2017-18,1524305.0
8774,Giannis Antetokounmpo,MIL,23,210.82,100.697424,2017-18,22471911.0
8775,Gian Clavell,DAL,24,193.04,83.91452,2017-18,77250.0
8776,Gerald Green,HOU,32,200.66,92.98636,2017-18,1381403.0
8777,Georgios Papagiannis,POR,20,215.9,108.86208,2017-18,2486757.0
8778,Georges Niang,UTA,25,198.12,104.779752,2017-18,177250.0
8779,Ian Clark,NOP,27,190.5,79.3786,2017-18,1577230.0
8780,Zhou Qi,HOU,22,215.9,95.25432,2017-18,815615.0
8781,Bam Adebayo,MIA,20,208.28,115.66596,2017-18,2490360.0
8782,Zhou Qi,HOU,23,215.9,95.25432,2018-19,1378242.0
8783,Frank Mason,SAC,25,180.34,86.18248,2018-19,1378242.0
8784,Frank Ntilikina,NYK,20,198.12,90.7184,2018-19,4155720.0
8785,Fred VanVleet,TOR,25,182.88,88.45044,2018-19,8653847.0
8786,Furkan Korkmaz,PHI,21,200.66,86.18248,2018-19,1740000.0
8787,Garrett Temple,LAC,33,198.12,88.45044,2018-19,8000000.0
8788,Gary Clark,HOU,24,203.2,102.0582,2018-19,77250.0
8789,Gary Harris,DEN,24,193.04,95.25432,2018-19,16517857.0
8790,Gary Payton II,WAS,26,190.5,86.18248,2018-19,
8791,Gary Trent Jr,POR,20,198.12,92.98636,2018-19,838464.0
8792,George Hill,MIL,33,190.5,85.275296,2018-19,19000000.0
8793,George King,PHX,25,198.12,99.79024,2018-19,77250.0
8794,Georges Niang,UTA,26,203.2,104.32616,2018-19,1512601.0
8795,Gerald Green,HOU,33,200.66,92.98636,2018-19,1512601.0
8796,Giannis Antetokounmpo,MIL,24,210.82,109.769264,2018-19,24157304.0
8797,Glenn Robinson III,DET,25,198.12,100.697424,2018-19,4075000.0
8798,Goran Dragic,MIA,33,190.5,86.18248,2018-19,18109175.0
8799,Gordon Hayward,BOS,29,203.2,102.0582,2018-19,31214295.0
8800,Gorgui Dieng,MIN,29,210.82,114.305184,2018-19,15170787.0
8801,Grayson Allen,UTA,23,195.58,89.811216,2018-19,2076960.0
8802,Greg Monroe,PHI,29,210.82,120.20188,2018-19,2165481.0
8803,Guerschon Yabusele,BOS,23,203.2,117.93392,2018-19,2667600.0
8804,Hamidou Diallo,OKC,20,195.58,89.811216,2018-19,838464.0
8805,Harrison Barnes,SAC,27,203.2,102.0582,2018-19,24107258.0
8806,Harry Giles III,SAC,21,208.28,108.86208,2018-19,
8807,Hassan Whiteside,MIA,30,213.36,120.20188,2018-19,24434262.0
8808,Haywood Highsmith,PHI,22,200.66,99.79024,2018-19,
8809,Henry Ellenson,NYK,22,210.82,111.13004,2018-19,1857480.0
8810,Ian Clark,NOP,28,190.5,79.3786,2018-19,1757429.0
8811,Ian Mahinmi,WAS,32,210.82,118.841104,2018-19,16000000.0
8812,Frank Kaminsky,CHA,26,213.36,109.769264,2018-19,3627842.0
8813,Ike Anigbogu,IND,20,208.28,113.398,2018-19,
8814,Frank Jackson,NOP,21,190.5,92.98636,2018-19,1378242.0
8815,Evan Fournier,ORL,26,200.66,92.98636,2018-19,17000000.0
8816,Donatas Motiejunas,SAS,28,213.36,99.79024,2018-19,
8817,Donovan Mitchell,UTA,22,190.5,97.52228,2018-19,3111480.0
8818,Donte DiVincenzo,MIL,22,193.04,92.079176,2018-19,2484360.0
8819,Donte Grantham,OKC,24,203.2,97.52228,2018-19,
8820,Dorian Finney-Smith,DAL,26,203.2,99.79024,2018-19,1544951.0
8821,Doug McDermott,IND,27,203.2,102.0582,2018-19,7333334.0
8822,Dragan Bender,PHX,21,215.9,102.0582,2018-19,4661280.0
8823,Draymond Green,GSW,29,200.66,104.32616,2018-19,17469565.0
8824,Drew Eubanks,SAS,22,208.28,111.13004,2018-19,77250.0
8825,Duncan Robinson,MIA,25,203.2,95.25432,2018-19,77250.0
8826,Dusty Hannahs,MEM,25,193.04,88.45044,2018-19,
8827,Dwayne Bacon,CHA,23,200.66,100.243832,2018-19,1378242.0
8828,Dwight Howard,WAS,33,210.82,120.20188,2018-19,24256725.0
8829,Dwight Powell,DAL,27,210.82,108.86208,2018-19,9631250.0
8830,Dwyane Wade,MIA,37,193.04,99.79024,2018-19,2393887.0
8831,Dzanan Musa,BKN,20,205.74,94.347136,2018-19,1634400.0
8832,E'Twaun Moore,NOP,30,193.04,86.636072,2018-19,8808685.0
8833,Ed Davis,BKN,30,208.28,102.0582,2018-19,4449000.0
8834,Edmond Sumner,IND,23,198.12,79.83219199999998,2018-19,
8835,Ekpe Udoh,UTA,32,208.28,111.13004,2018-19,3360000.0
8836,Elfrid Payton,NOP,25,193.04,83.91452,2018-19,3000000.0
8837,Elie Okobo,PHX,21,190.5,86.18248,2018-19,1238464.0
8838,Emanuel Terry,MIA,22,205.74,99.79024,2018-19,
8839,Emmanuel Mudiay,NYK,23,195.58,90.7184,2018-19,4294479.0
8840,Enes Kanter,POR,27,210.82,113.398,2018-19,18622514.0
8841,Eric Bledsoe,MIL,29,185.42,92.98636,2018-19,15000000.0
8842,Eric Gordon,HOU,30,193.04,97.52228,2018-19,13500375.0
8843,Eric Moreland,TOR,27,208.28,107.954896,2018-19,
8844,Ersan Ilyasova,MIL,32,208.28,106.59412,2018-19,7000000.0
8845,Evan Turner,POR,30,200.66,99.79024,2018-19,17868853.0
8846,Iman Shumpert,HOU,29,195.58,97.52228,2018-19,11011234.0
8847,Isaac Bonga,LAL,19,203.2,81.64656,2018-19,1000000.0
8848,Isaac Humphries,ATL,21,213.36,117.93392,2018-19,
8849,Jarred Vanderbilt,DEN,20,205.74,97.068688,2018-19,838464.0
8850,Jarrett Allen,BKN,21,210.82,107.501304,2018-19,2034120.0
8851,Jason Smith,NOP,33,213.36,108.86208,2018-19,5450000.0
8852,Jawun Evans,OKC,22,182.88,86.18248,2018-19,1378242.0
8853,Jaylen Adams,ATL,23,187.96,86.18248,2018-19,77250.0
8854,Jaylen Brown,BOS,22,200.66,99.79024,2018-19,5169960.0
8855,Jaylen Morris,MIL,23,195.58,83.91452,2018-19,77250.0
8856,Jayson Tatum,BOS,21,203.2,94.347136,2018-19,6700800.0
8857,Jeff Green,WAS,32,205.74,106.59412,2018-19,2393887.0
8858,Jeff Teague,MIN,31,187.96,88.45044,2018-19,19000000.0
8859,Jemerrio Jones,LAL,24,195.58,78.92500799999999,2018-19,
8860,Jerami Grant,OKC,25,205.74,99.79024,2018-19,8333333.0
8861,Jeremy Lamb,CHA,27,195.58,83.91452,2018-19,7000000.0
8862,Jeremy Lin,TOR,30,190.5,90.7184,2018-19,12516746.0
8863,Jerian Grant,ORL,26,193.04,92.98636,2018-19,2639313.0
8864,Jerome Robinson,LAC,22,195.58,86.18248,2018-19,3050160.0
8865,Jerryd Bayless,MIN,30,190.5,90.7184,2018-19,8575916.0
8866,Jevon Carter,MEM,23,187.96,88.904032,2018-19,
8867,Jimmer Fredette,PHX,30,187.96,88.45044,2018-19,
8868,Jimmy Butler,PHI,29,203.2,105.233344,2018-19,19841627.0
8869,Joakim Noah,MEM,34,210.82,104.32616,2018-19,18530000.0
8870,Jodie Meeks,TOR,31,193.04,95.25432,2018-19,3454500.0
8871,Joe Chealey,CHA,23,190.5,86.18248,2018-19,77250.0
8872,Joe Harris,BKN,27,198.12,98.883056,2018-19,8333333.0
8873,Joe Ingles,UTA,31,203.2,102.511792,2018-19,12545455.0
8874,Joel Embiid,PHI,25,213.36,113.398,2018-19,25467250.0
8875,John Collins,ATL,21,208.28,106.59412,2018-19,2299080.0
8876,John Henson,CLE,28,210.82,99.336648,2018-19,10577466.0
8877,John Holland,CLE,30,195.58,92.98636,2018-19,77250.0
8878,Jaron Blossomgame,CLE,25,203.2,99.79024,2018-19,
8879,Jaren Jackson Jr,MEM,19,210.82,109.769264,2018-19,
8880,Jarell Martin,ORL,25,208.28,108.408488,2018-19,2416221.0
8881,Jared Terrell,MIN,24,190.5,102.965384,2018-19,77250.0
8882,Isaiah Briscoe,ORL,23,190.5,97.52228,2018-19,838464.0
8883,Isaiah Canaan,MIL,28,182.88,90.7184,2018-19,1757429.0
8884,Isaiah Hartenstein,HOU,21,213.36,112.944408,2018-19,838464.0
8885,Isaiah Hicks,NYK,24,205.74,104.32616,2018-19,77250.0
8886,Isaiah Thomas,DEN,30,175.26,83.91452,2018-19,2029463.0
8887,Ish Smith,DET,30,182.88,79.3786,2018-19,
8888,Ivan Rabb,MEM,22,208.28,99.79024,2018-19,1378242.0
8889,Ivica Zubac,LAC,22,215.9,108.86208,2018-19,1544951.0
8890,JJ Barea,DAL,35,182.88,83.91452,2018-19,
8891,JP Macura,CHA,24,195.58,92.98636,2018-19,77250.0
8892,JJ Redick,PHI,35,193.04,90.7184,2018-19,12250000.0
8893,JR Smith,CLE,33,198.12,102.0582,2018-19,14720000.0
8894,JaKarr Sampson,CHI,26,205.74,97.52228,2018-19,
8895,JaMychal Green,LAC,29,205.74,102.965384,2018-19,7866667.0
8896,Domantas Sabonis,IND,23,210.82,108.86208,2018-19,2659800.0
8897,JaVale McGee,LAL,31,213.36,122.46984,2018-19,2393887.0
8898,Jacob Evans,GSW,22,198.12,95.25432,2018-19,1646400.0
8899,Jae Crowder,UTA,28,198.12,106.59412,2018-19,7305825.0
8900,Jahlil Okafor,NOP,23,210.82,124.7378,2018-19,1567007.0
8901,Jake Layman,POR,25,205.74,97.52228,2018-19,1544951.0
8902,Jakob Poeltl,SAS,23,213.36,104.32616,2018-19,2947320.0
8903,Jalen Brunson,DAL,22,190.5,86.18248,2018-19,1230000.0
8904,Jalen Jones,CLE,26,200.66,99.79024,2018-19,
8905,Jamal Crawford,PHX,39,195.58,83.91452,2018-19,4698113.0
8906,Jamal Murray,DEN,22,193.04,93.893544,2018-19,3499800.0
8907,James Ennis III,PHI,28,200.66,95.25432,2018-19,
8908,James Harden,HOU,29,195.58,99.79024,2018-19,30570000.0
8909,James Johnson,MIA,32,203.2,108.86208,2018-19,14420700.0
8910,James Nunnally,HOU,28,200.66,94.347136,2018-19,1349383.0
8911,Jared Dudley,BKN,33,200.66,107.501304,2018-19,9530000.0
8912,Jabari Parker,WAS,24,203.2,111.13004,2018-19,20000000.0
8913,John Jenkins,NYK,28,193.04,97.52228,2018-19,
8914,Dirk Nowitzki,DAL,41,213.36,111.13004,2018-19,5000000.0
8915,Dillon Brooks,MEM,23,198.12,99.79024,2018-19,1378242.0
8916,BJ Johnson,SAC,23,200.66,90.7184,2018-19,
8917,Bam Adebayo,MIA,21,208.28,115.66596,2018-19,2955840.0
8918,Ben McLemore,SAC,26,195.58,91.171992,2018-19,5460000.0
8919,Ben Simmons,PHI,22,208.28,104.32616,2018-19,6434520.0
8920,Billy Garrett,NYK,24,198.12,97.52228,2018-19,
8921,Bismack Biyombo,CHA,26,205.74,115.66596,2018-19,17000000.0
8922,Blake Griffin,DET,30,208.28,113.398,2018-19,31873932.0
8923,Boban Marjanovic,PHI,30,220.98,131.54168,2018-19,9490740.0
8924,Bobby Portis,WAS,24,210.82,113.398,2018-19,2494346.0
8925,Bogdan Bogdanovic,SAC,26,198.12,92.98636,2018-19,9000000.0
8926,Bojan Bogdanovic,IND,30,203.2,97.975872,2018-19,10500000.0
8927,Bonzie Colson,MIL,23,198.12,102.0582,2018-19,
8928,Brad Wanamaker,BOS,29,193.04,95.25432,2018-19,838464.0
8929,Bradley Beal,WAS,26,195.58,93.893544,2018-19,25434262.0
8930,Brandon Goodwin,DEN,23,187.96,81.64656,2018-19,
8931,Brandon Ingram,LAL,21,205.74,86.18248,2018-19,5757120.0
8932,Brandon Knight,CLE,27,190.5,88.45044,2018-19,14631250.0
8933,Brandon Sampson,CHI,22,195.58,83.46092800000001,2018-19,
8934,Brook Lopez,MIL,31,213.36,122.46984,2018-19,3382000.0
8935,Bruce Brown,DET,22,195.58,91.625584,2018-19,838464.0
8936,Bruno Caboclo,MEM,23,205.74,98.883056,2018-19,
8937,Bryn Forbes,SAS,25,190.5,86.18248,2018-19,3125000.0
8938,Buddy Hield,SAC,26,193.04,97.068688,2018-19,3833760.0
8939,CJ Williams,MIN,29,195.58,102.511792,2018-19,77250.0
8940,CJ McCollum,POR,27,190.5,86.18248,2018-19,25759766.0
8941,CJ Miles,MEM,32,198.12,99.79024,2018-19,8333333.0
8942,Caleb Swanigan,SAC,22,205.74,113.398,2018-19,1740000.0
8943,Cameron Payne,CLE,24,190.5,86.18248,2018-19,3263294.0
8944,Cameron Reynolds,MIN,24,203.2,102.0582,2018-19,
8945,Avery Bradley,MEM,28,187.96,81.64656,2018-19,12000000.0
8946,Caris LeVert,BKN,24,200.66,92.532768,2018-19,1702800.0
8947,Austin Rivers,HOU,26,193.04,90.7184,2018-19,12650000.0
8948,Antonio Blakeney,CHI,22,193.04,87.089664,2018-19,1349383.0
8949,Zhaire Smith,PHI,20,193.04,90.264808,2018-19,2615160.0
8950,Aaron Gordon,ORL,23,205.74,99.79024,2018-19,21590909.0
8951,Aaron Holiday,IND,22,185.42,83.91452,2018-19,1914480.0
8952,Abdel Nader,OKC,25,198.12,102.0582,2018-19,1378242.0
8953,Al Horford,BOS,33,208.28,111.13004,2018-19,28928710.0
8954,Al-Farouq Aminu,POR,28,205.74,99.79024,2018-19,6957105.0
8955,Alan Williams,BKN,26,203.2,120.20188,2018-19,77250.0
8956,Alec Burks,SAC,27,198.12,97.068688,2018-19,11536515.0
8957,Alex Abrines,OKC,25,198.12,90.7184,2018-19,5455236.0
8958,Alex Caruso,LAL,25,195.58,84.368112,2018-19,77250.0
8959,Alex Len,ATL,26,215.9,113.398,2018-19,4350000.0
8960,Alex Poythress,ATL,25,205.74,106.59412,2018-19,77250.0
8961,Alfonzo McKinnie,GSW,26,203.2,97.52228,2018-19,1349383.0
8962,Alize Johnson,IND,23,205.74,96.161504,2018-19,838464.0
8963,Allen Crabbe,BKN,27,198.12,96.161504,2018-19,19332500.0
8964,Allonzo Trier,NYK,23,195.58,90.7184,2018-19,77250.0
8965,Amile Jefferson,ORL,26,205.74,100.697424,2018-19,77250.0
8966,Amir Johnson,PHI,32,205.74,108.86208,2018-19,2393887.0
8967,Andre Drummond,DET,25,210.82,126.552168,2018-19,25434262.0
8968,Andre Iguodala,GSW,35,198.12,97.52228,2018-19,16000000.0
8969,Andre Ingram,LAL,33,190.5,86.18248,2018-19,
8970,Andrew Bogut,GSW,34,213.36,117.93392,2018-19,
8971,Andrew Harrison,NOP,24,198.12,96.615096,2018-19,1544951.0
8972,Andrew Wiggins,MIN,24,203.2,87.996848,2018-19,25467250.0
8973,Anfernee Simons,POR,20,193.04,83.91452,2018-19,1837800.0
8974,Angel Delgado,LAC,24,208.28,111.13004,2018-19,77250.0
8975,Ante Zizic,CLE,22,210.82,115.212368,2018-19,1952760.0
8976,Anthony Davis,NOP,26,208.28,114.758776,2018-19,25434263.0
8977,Anthony Tolliver,MIN,34,203.2,113.398,2018-19,5750000.0
8978,Aron Baynes,BOS,32,208.28,117.93392,2018-19,5193600.0
8979,Carmelo Anthony,HOU,35,203.2,108.86208,2018-19,27928140.0
8980,Cedi Osman,CLE,24,203.2,97.52228,2018-19,2775000.0
8981,Chandler Hutchison,CHI,23,200.66,89.357624,2018-19,1991520.0
8982,Darren Collison,IND,31,182.88,79.3786,2018-19,10000000.0
8983,David Nwaba,CLE,26,193.04,99.336648,2018-19,1512601.0
8984,Davis Bertans,SAS,26,208.28,102.0582,2018-19,7000000.0
8985,Davon Reed,IND,24,195.58,94.347136,2018-19,752250.0
8986,De'Aaron Fox,SAC,21,190.5,79.3786,2018-19,5470920.0
8987,De'Anthony Melton,PHX,21,193.04,90.7184,2018-19,949000.0
8988,DeAndre Jordan,NYK,30,210.82,120.20188,2018-19,22897200.0
8989,DeAndre' Bembry,ATL,24,198.12,95.25432,2018-19,
8990,DeMar DeRozan,SAS,29,200.66,99.79024,2018-19,27739975.0
8991,DeMarcus Cousins,GSW,28,210.82,122.46984,2018-19,5337000.0
8992,DeMarre Carroll,BKN,32,203.2,97.52228,2018-19,15400000.0
8993,DeVaughn Akoon-Purcell,DEN,26,198.12,90.7184,2018-19,77250.0
8994,Deandre Ayton,PHX,20,215.9,113.398,2018-19,8175840.0
8995,Delon Wright,MEM,27,195.58,83.007336,2018-19,2536898.0
8996,Demetrius Jackson,PHI,24,185.42,91.171992,2018-19,170107.0
8997,Deng Adel,CLE,22,200.66,90.7184,2018-19,
8998,Dennis Schroder,OKC,25,185.42,78.017824,2018-19,
8999,Dennis Smith Jr,NYK,21,190.5,88.45044,2018-19,
9000,Deonte Burton,OKC,25,195.58,111.13004,2018-19,77250.0
9001,Derrick Favors,UTA,27,208.28,120.20188,2018-19,16900000.0
9002,Derrick Jones Jr,MIA,22,200.66,90.7184,2018-19,
9003,Derrick Rose,MIN,30,190.5,90.7184,2018-19,2176260.0
9004,Derrick White,SAS,24,193.04,86.18248,2018-19,1667160.0
9005,Devin Booker,PHX,22,198.12,95.25432,2018-19,3314365.0
9006,Devin Harris,DAL,36,190.5,83.91452,2018-19,2393887.0
9007,Devin Robinson,WAS,24,203.2,90.7184,2018-19,77250.0
9008,Devonte' Graham,CHA,24,187.96,83.91452,2018-19,
9009,Dewayne Dedmon,ATL,29,213.36,111.13004,2018-19,6300000.0
9010,Deyonta Davis,ATL,22,210.82,107.501304,2018-19,1544951.0
9011,Darius Miller,NOP,29,203.2,102.0582,2018-19,2205000.0
9012,Dario Saric,MIN,25,208.28,101.151016,2018-19,2526840.0
9013,Danuel House Jr,HOU,26,200.66,99.79024,2018-19,
9014,Dante Exum,UTA,23,198.12,86.18248,2018-19,10600000.0
9015,Chandler Parsons,MEM,30,208.28,104.32616,2018-19,24107258.0
9016,Channing Frye,CLE,36,213.36,115.66596,2018-19,2393887.0
9017,Chasson Randle,WAS,26,187.96,83.91452,2018-19,
9018,Cheick Diallo,NOP,22,205.74,99.79024,2018-19,1544951.0
9019,Chimezie Metu,SAS,22,208.28,102.0582,2018-19,838464.0
9020,Chris Boucher,TOR,26,208.28,90.7184,2018-19,77250.0
9021,Chris Chiozza,HOU,23,182.88,79.3786,2018-19,
9022,Chris Paul,HOU,34,182.88,79.3786,2018-19,35654150.0
9023,Christian Wood,NOP,23,208.28,97.068688,2018-19,1512601.0
9024,Clint Capela,HOU,25,208.28,108.86208,2018-19,15793104.0
9025,Cody Zeller,CHA,26,213.36,108.86208,2018-19,13528090.0
9026,Collin Sexton,CLE,20,187.96,86.18248,2018-19,4073760.0
9027,Corey Brewer,SAC,33,205.74,84.368112,2018-19,
9028,Cory Joseph,IND,27,190.5,87.543256,2018-19,7945000.0
9029,Dion Waiters,MIA,27,193.04,97.52228,2018-19,12705000.0
9030,Courtney Lee,DAL,33,195.58,97.52228,2018-19,12253780.0
9031,D'Angelo Russell,BKN,23,195.58,89.811216,2018-19,7019698.0
9032,DJ Augustin,ORL,31,182.88,83.007336,2018-19,7250000.0
9033,DJ Wilson,MIL,23,208.28,104.779752,2018-19,2534280.0
9034,DJ Stephens,MEM,28,195.58,85.275296,2018-19,77250.0
9035,Dairis Bertans,NOP,29,193.04,90.7184,2018-19,
9036,Damian Jones,GSW,24,213.36,111.13004,2018-19,1544951.0
9037,Damian Lillard,POR,28,190.5,88.45044,2018-19,27977689.0
9038,Damion Lee,GSW,26,198.12,95.25432,2018-19,77250.0
9039,Damyean Dotson,NYK,25,198.12,95.25432,2018-19,1378242.0
9040,Daniel Hamilton,ATL,23,200.66,88.45044,2018-19,1349383.0
9041,Daniel Theis,BOS,27,203.2,110.222856,2018-19,1378242.0
9042,Danilo Gallinari,LAC,30,208.28,102.0582,2018-19,21587579.0
9043,Danny Green,TOR,32,198.12,97.52228,2018-19,10000000.0
9044,Dante Cunningham,SAS,32,203.2,104.32616,2018-19,2487000.0
9045,Cristiano Felicio,CHI,26,208.28,120.20188,2018-19,8470980.0
9046,John Wall,WAS,28,193.04,95.25432,2018-19,19169800.0
9047,Daryl Macon,DAL,23,190.5,83.91452,2018-19,77250.0
9048,Johnathan Williams,LAL,24,205.74,103.418976,2018-19,127250.0
9049,Rudy Gobert,UTA,27,215.9,111.13004,2018-19,22741573.0
9050,Russell Westbrook,OKC,30,190.5,90.7184,2018-19,35665000.0
9051,Ryan Anderson,MIA,31,208.28,108.86208,2018-19,20421546.0
9052,Ryan Arcidiacono,CHI,25,190.5,90.7184,2018-19,1349383.0
9053,Ryan Broekhoff,DAL,28,200.66,97.52228,2018-19,838464.0
9054,Salah Mejri,DAL,33,218.44,106.59412,2018-19,1564007.0
9055,Sam Dekker,WAS,25,205.74,104.32616,2018-19,2760094.0
9056,Scott Machado,LAL,29,185.42,92.98636,2018-19,
9057,Semi Ojeleye,BOS,24,200.66,109.315672,2018-19,1378242.0
9058,Serge Ibaka,TOR,29,208.28,106.59412,2018-19,21666667.0
9059,Seth Curry,POR,28,187.96,83.91452,2018-19,2795000.0
9060,Shabazz Napier,BKN,27,185.42,81.64656,2018-19,1942422.0
9061,Shai Gilgeous-Alexander,LAC,20,198.12,82.10015200000001,2018-19,3375360.0
9062,Shake Milton,PHI,22,198.12,93.893544,2018-19,77250.0
9063,Shaquille Harrison,CHI,25,193.04,86.18248,2018-19,1325531.0
9064,Shaun Livingston,GSW,33,200.66,87.089664,2018-19,8307692.0
9065,Shelvin Mack,CHA,29,190.5,92.079176,2018-19,2512601.0
9066,Sindarius Thornwell,LAC,24,195.58,97.52228,2018-19,1378242.0
9067,Skal Labissiere,POR,23,210.82,106.59412,2018-19,1544951.0
9068,Solomon Hill,NOP,28,200.66,102.0582,2018-19,12763467.0
9069,Spencer Dinwiddie,BKN,26,198.12,95.25432,2018-19,1656092.0
9070,Stanley Johnson,NOP,23,200.66,111.13004,2018-19,3940401.0
9071,Stephen Curry,GSW,31,190.5,86.18248,2018-19,37457154.0
9072,Sterling Brown,MIL,24,198.12,105.233344,2018-19,1378242.0
9073,Steven Adams,OKC,25,213.36,120.20188,2018-19,24157304.0
9074,Svi Mykhailiuk,DET,22,203.2,92.98636,2018-19,
9075,TJ McConnell,PHI,27,187.96,86.18248,2018-19,1600520.0
9076,TJ Warren,PHX,25,203.2,97.52228,2018-19,11750000.0
9077,TJ Leaf,IND,22,208.28,102.0582,2018-19,2407560.0
9078,Rudy Gay,SAS,32,203.2,104.32616,2018-19,10087200.0
9079,Tahjere McCall,BKN,24,195.58,86.18248,2018-19,
9080,Royce O'Neale,UTA,26,198.12,102.511792,2018-19,1378242.0
9081,Ron Baker,WAS,26,193.04,99.79024,2018-19,4544000.0
9082,PJ Dozier,BOS,22,198.12,92.98636,2018-19,77250.0
9083,Pascal Siakam,TOR,25,205.74,104.32616,2018-19,1544951.0
9084,Pat Connaughton,MIL,26,193.04,94.800728,2018-19,1641000.0
9085,Patrick Beverley,LAC,30,185.42,83.91452,2018-19,5027028.0
9086,Patrick McCaw,TOR,23,200.66,83.91452,2018-19,
9087,Patrick Patterson,OKC,30,205.74,104.32616,2018-19,5451600.0
9088,Patty Mills,SAS,30,182.88,81.64656,2018-19,
9089,Pau Gasol,MIL,38,213.36,113.398,2018-19,16800000.0
9090,Paul George,OKC,29,205.74,99.79024,2018-19,30560700.0
9091,Paul Millsap,DEN,34,203.2,111.583632,2018-19,29230769.0
9092,Quincy Acy,PHX,28,200.66,108.86208,2018-19,
9093,Quincy Pondexter,SAS,31,200.66,104.32616,2018-19,2165481.0
9094,Quinn Cook,GSW,26,187.96,81.19296800000001,2018-19,1544951.0
9095,RJ Hunter,BOS,25,195.58,83.91452,2018-19,
9096,Rajon Rondo,LAL,33,185.42,84.368112,2018-19,9000000.0
9097,Raul Neto,UTA,27,185.42,81.19296800000001,2018-19,2100000.0
9098,Rawle Alkins,CHI,21,195.58,102.0582,2018-19,77250.0
9099,Ray Spalding,PHX,22,208.28,97.52228,2018-19,
9100,Raymond Felton,OKC,35,185.42,92.98636,2018-19,2393887.0
9101,Reggie Bullock,LAL,28,200.66,92.98636,2018-19,2500000.0
9102,Reggie Jackson,DET,29,190.5,94.347136,2018-19,17043478.0
9103,Richaun Holmes,PHX,25,208.28,106.59412,2018-19,1600520.0
9104,Ricky Rubio,UTA,28,193.04,86.18248,2018-19,14800000.0
9105,Robert Covington,MIN,28,205.74,102.0582,2018-19,10464092.0
9106,Robert Williams III,BOS,21,208.28,108.86208,2018-19,
9107,Robin Lopez,CHI,31,213.36,124.7378,2018-19,14357750.0
9108,Rodions Kurucs,BKN,21,205.74,95.25432,2018-19,1690000.0
9109,Rodney Hood,POR,26,203.2,93.439952,2018-19,3472887.0
9110,Rodney McGruder,LAC,27,193.04,90.7184,2018-19,1544951.0
9111,Rondae Hollis-Jefferson,BKN,24,200.66,98.429464,2018-19,2470356.0
9112,Taj Gibson,MIN,34,205.74,105.233344,2018-19,14000000.0
9113,Taurean Prince,ATL,25,203.2,99.79024,2018-19,2526840.0
9114,Terrance Ferguson,OKC,21,200.66,86.18248,2018-19,2118840.0
9115,Tyler Zeller,MEM,29,213.36,114.758776,2018-19,1933941.0
9116,Tyreke Evans,IND,29,198.12,99.79024,2018-19,12400000.0
9117,Tyrone Wallace,LAC,25,195.58,89.811216,2018-19,1349383.0
9118,Tyson Chandler,LAL,36,215.9,108.86208,2018-19,13585000.0
9119,Tyus Jones,MIN,23,187.96,88.904032,2018-19,2444052.0
9120,Udonis Haslem,MIA,39,203.2,106.59412,2018-19,2393887.0
9121,Victor Oladipo,IND,27,193.04,95.25432,2018-19,21000000.0
9122,Vince Carter,ATL,42,198.12,99.79024,2018-19,2393887.0
9123,Vincent Edwards,HOU,23,203.2,102.0582,2018-19,77250.0
9124,Wade Baldwin IV,POR,23,193.04,90.7184,2018-19,
9125,Walt Lemon Jr,CHI,26,190.5,81.64656,2018-19,
9126,Wayne Ellington,DET,31,195.58,90.7184,2018-19,6270000.0
9127,Wayne Selden,CHI,24,195.58,104.32616,2018-19,1544951.0
9128,Wendell Carter Jr,CHI,20,208.28,115.66596,2018-19,
9129,Wes Iwundu,ORL,24,200.66,88.45044,2018-19,
9130,Wesley Johnson,WAS,31,200.66,97.52228,2018-19,6134000.0
9131,Wesley Matthews,IND,32,195.58,99.79024,2018-19,18622513.0
9132,Will Barton,DEN,28,198.12,86.18248,2018-19,11830358.0
9133,Willie Cauley-Stein,SAC,25,213.36,108.86208,2018-19,4696874.0
9134,Willy Hernangomez,CHA,25,210.82,108.86208,2018-19,1496500.0
9135,Wilson Chandler,LAC,32,205.74,102.0582,2018-19,12800562.0
9136,Yante Maten,MIA,22,203.2,108.86208,2018-19,77250.0
9137,Yogi Ferrell,SAC,26,182.88,81.64656,2018-19,3000000.0
9138,Yuta Watanabe,MEM,24,205.74,92.98636,2018-19,77250.0
9139,Zach Collins,POR,21,213.36,106.59412,2018-19,3628920.0
9140,Zach LaVine,CHI,24,195.58,90.7184,2018-19,19500000.0
9141,Zach Lofton,DET,26,193.04,81.64656,2018-19,77250.0
9142,Zaza Pachulia,DET,35,210.82,122.46984,2018-19,2393887.0
9143,Johnathan Motley,LAC,24,208.28,104.32616,2018-19,77250.0
9144,Tyler Ulis,CHI,23,177.8,72.57472,2018-19,77250.0
9145,Tyler Lydon,DEN,23,208.28,102.0582,2018-19,1874640.0
9146,Tyler Johnson,PHX,27,193.04,86.18248,2018-19,19245370.0
9147,Tyler Dorsey,MEM,23,195.58,83.007336,2018-19,1378242.0
9148,Terrence Jones,HOU,27,205.74,114.305184,2018-19,
9149,Terrence Ross,ORL,28,200.66,93.439952,2018-19,10500000.0
