Player Name,Season,Salary
Jamaal Magloire,2005-06,8533333.0
Speedy Claxton,2005-06,3600000.0
Stacey Augmon,2005-06,1138500.0
Morris Peterson,2005-06,4550000.0
Fred Hoiberg,2005-06,1760000.0
Tyronn Lue,2005-06,3500000.0
DeShawn Stevenson,2005-06,2750000.0
Iakovos Tsakalidis,2005-06,2900000.0
Nazr Mohammed,2005-06,5500000.0
Bruce Bowen,2005-06,3375000.0
Damon Jones,2005-06,3590000.0
Mark Madsen,2005-06,2000000.0
Darrick Martin,2005-06,946646.0
Eddie Robinson,2005-06,5444444.0
Rick Brunson,2005-06,1029873.0
Kevin Ollie,2005-06,2950200.0
Moochie Norris,2005-06,4200000.0
Jeff McInnis,2005-06,3400000.0
Troy Hudson,2005-06,5253000.0
Ryan Bowen,2005-06,900498.0
Laron Profit,2005-06,745248.0
Adrian Griffin,2005-06,768718.0
Earl Boykins,2005-06,2750000.0
Michael Ruffin,2005-06,1670000.0
Evan Eschmeyer,2005-06,3711400.0
Jermaine Jackson,2005-06,1355067.0
Todd MacCulloch,2005-06,6353200.0
Calvin Booth,2005-06,7255098.0
Mark Blount,2005-06,5515875.0
Milt Palacio,2005-06,1400000.0
Stephen Jackson,2005-06,5610000.0
Lee Nailon,2005-06,835810.0
Jake Voskuhl,2005-06,1937500.0
Eduardo Najera,2005-06,4190476.0
Brian Cardinal,2005-06,5393300.0
Marc Jackson,2005-06,4550000.0
Zendon Hamilton,2005-06,329138.0
Stanislav Medvedenko,2005-06,3000000.0
Eddie House,2005-06,835810.0
Jason Hart,2005-06,1540000.0
Michael Redd,2005-06,12000000.0
Ira Newble,2005-06,2950200.0
Kwame Brown,2005-06,7500000.0
Zeljko Rebraca,2005-06,3000000.0
Tyson Chandler,2005-06,9000000.0
Pau Gasol,2005-06,10993000.0
Eddy Curry,2005-06,7390000.0
Jason Richardson,2005-06,8888888.0
Shane Battier,2005-06,4903000.0
Eddie Griffin,2005-06,2500000.0
DeSagana Diop,2005-06,1850000.0
Joe Johnson,2005-06,12000000.0
Vladimir Radmanovic,2005-06,3166155.0
Richard Jefferson,2005-06,10200000.0
Troy Murphy,2005-06,7365079.0
Steven Hunter,2005-06,2800000.0
Michael Bradley,2005-06,819550.0
Jason Collins,2005-06,5500000.0
Zach Randolph,2005-06,10666667.0
Brendan Haywood,2005-06,4000000.0
Andrei Kirilenko,2005-06,10983000.0
Gerald Wallace,2005-06,5000000.0
Samuel Dalembert,2005-06,8470000.0
Jamaal Tinsley,2005-06,5400000.0
Primoz Brezec,2005-06,2750000.0
Tony Parker,2005-06,8400000.0
Sean Marks,2005-06,835810.0
Raja Bell,2005-06,4250000.0
Charles Smith,2005-06,771123.0
Jerome James,2005-06,5000000.0
Terence Morris,2005-06,835810.0
Brian Scalabrine,2005-06,2586207.0
Trenton Hassell,2005-06,4350000.0
Gilbert Arenas,2005-06,10243200.0
Malik Allen,2005-06,1670000.0
Loren Woods,2005-06,780000.0
Maurice Evans,2005-06,1500000.0
Earl Watson,2005-06,5000000.0
Carlos Arroyo,2005-06,4000000.0
Jarron Collins,2005-06,1700000.0
Bobby Simmons,2005-06,8000000.0
Chris Andersen,2005-06,3500000.0
Charlie Bell,2005-06,641748.0
Yao Ming,2005-06,5594906.0
Mike Dunleavy,2005-06,4506261.0
Drew Gooden,2005-06,4065811.0
Nikoloz Tskitishvili,2005-06,745248.0
Nen<U+00A8><U+00BA>,2005-06,3039889.0
Chris Wilcox,2005-06,2812239.0
Amare Stoudemire,2005-06,2589023.0
Marko Jaric,2005-06,5000000.0
Caron Butler,2005-06,2461617.0
Jared Jeffries,2005-06,2433824.0
Melvin Ely,2005-06,2401027.0
Gordan Giricek,2005-06,4000000.0
Fred Jones,2005-06,2328843.0
Manu Ginobili,2005-06,7428937.0
Jiri Welsch,2005-06,2177114.0
Bostjan Nachbar,2005-06,2500000.0
Juan Dixon,2005-06,2500000.0
Curtis Borchardt,2005-06,1969993.0
Kareem Rush,2005-06,3000000.0
Mehmet Okur,2005-06,8250000.0
Qyntel Woods,2005-06,599834.0
Tayshaun Prince,2005-06,1763115.0
Dan Dickau,2005-06,2250000.0
John Salmons,2005-06,1669001.0
Raul Lopez,2005-06,1744313.0
Mike James,2005-06,3410000.0
Lonny Baxter,2005-06,745248.0
Carlos Boozer,2005-06,11593816.0
Smush Parker,2005-06,745248.0
Jannero Pargo,2005-06,895248.0
Rasual Butler,2005-06,1300000.0
Dan Gadzuric,2005-06,4750000.0
Jamal Sampson,2005-06,719373.0
Ronald Murray,2005-06,895248.0
Reggie Evans,2005-06,1100000.0
Pat Burke,2005-06,750000.0
Anthony Goldwire,2005-06,74652.0
Mike Wilks,2005-06,745248.0
Devin Brown,2005-06,2500000.0
LeBron James,2005-06,4621800.0
Darko Milicic,2005-06,4135200.0
Carmelo Anthony,2005-06,3713640.0
Chris Bosh,2005-06,3348000.0
Dwyane Wade,2005-06,3031920.0
Chris Kaman,2005-06,2753760.0
Kirk Hinrich,2005-06,2513880.0
TJ Ford,2005-06,2303040.0
Mike Sweetney,2005-06,2116920.0
Jarvis Hayes,2005-06,2011080.0
Nick Collison,2005-06,1815000.0
Mickael Pietrus,2005-06,1910520.0
Marcus Banks,2005-06,1724280.0
Luke Ridnour,2005-06,1638000.0
Reece Gaines,2005-06,1556160.0
Troy Bell,2005-06,1478280.0
Zarko Cabarkapa,2005-06,1404360.0
David West,2005-06,1334160.0
Aleksandar Pavlovic,2005-06,1274160.0
Dahntay Jones,2005-06,1223160.0
Boris Diaw,2005-06,1174200.0
Zoran Planinic,2005-06,1127280.0
Travis Outlaw,2005-06,1082160.0
Brian Cook,2005-06,1038960.0
Ndudi Ebi,2005-06,964320.0
Maciej Lampe,2005-06,900000.0
Kendrick Perkins,2005-06,936480.0
Leandro Barbosa,2005-06,930600.0
Josh Howard,2005-06,923880.0
Linton Johnson,2005-06,719373.0
Jason Kapono,2005-06,1100000.0
Marquis Daniels,2005-06,5393300.0
Francisco Elson,2005-06,719373.0
James Jones,2005-06,2400000.0
Luke Walton,2005-06,1250000.0
Udonis Haslem,2005-06,5000000.0
Keith McLeod,2005-06,1250000.0
Richie Frahm,2005-06,719373.0
Keith Bogans,2005-06,869373.0
Zaza Pachulia,2005-06,4000000.0
Kyle Korver,2005-06,3630363.0
Darius Songaila,2005-06,2200000.0
Ben Handlogten,2005-06,35091.0
Maurice Williams,2005-06,1760000.0
Steve Blake,2005-06,1000000.0
Matt Carroll,2005-06,1100000.0
Kaniel Dickens,2005-06,31305.0
Dwight Howard,2005-06,4493160.0
Emeka Okafor,2005-06,4020120.0
Ben Gordon,2005-06,3610200.0
Shaun Livingston,2005-06,3254880.0
Devin Harris,2005-06,2947440.0
Andres Nocioni,2005-06,2775000.0
Josh Childress,2005-06,2677200.0
Luol Deng,2005-06,2443920.0
Rafael Araujo,2005-06,2238960.0
Andre Iguodala,2005-06,2058000.0
Luke Jackson,2005-06,1955160.0
Andris Biedrins,2005-06,1857360.0
Robert Swift,2005-06,1764480.0
Ibo Kutluay,2005-06,1760000.0
Sebastian Telfair,2005-06,1676280.0
Kris Humphries,2005-06,1592400.0
Al Jefferson,2005-06,1512840.0
Kirk Snyder,2005-06,1437240.0
Josh Smith,2005-06,1365360.0
JR Smith,2005-06,1297080.0
Dorell Wright,2005-06,1238640.0
Jameer Nelson,2005-06,1189200.0
Pavel Podkolzin,2005-06,1141560.0
Viktor Khryapa,2005-06,1095960.0
Delonte West,2005-06,1010040.0
Nenad Krstic,2005-06,1010040.0
Tony Allen,2005-06,969696.0
Carlos Delfino,2005-06,969696.0
Kevin Martin,2005-06,937440.0
Sasha Vujacic,2005-06,910440.0
Beno Udrih,2005-06,904800.0
David Harrison,2005-06,898200.0
Didier Ilunga-Mbenga,2005-06,880000.0
Anderson Varejao,2005-06,866800.0
Eddie Gill,2005-06,819551.0
Matt Barnes,2005-06,683862.0
Ronald Dupree,2005-06,719373.0
Quinton Ross,2005-06,700000.0
Josh Davis,2005-06,193003.0
Peter John Ramos,2005-06,660000.0
Lionel Chalmers,2005-06,682050.0
Donta Smith,2005-06,641748.0
Royal Ivey,2005-06,641748.0
Justin Reed,2005-06,641748.0
Bernard Robinson,2005-06,641748.0
Chris Duhon,2005-06,2800000.0
Jared Reiner,2005-06,242612.0
John Edwards,2005-06,1000000.0
Andre Emmett,2005-06,641748.0
Antonio Burks,2005-06,641748.0
Trevor Ariza,2005-06,682051.0
Damien Wilkins,2005-06,2500000.0
Mario Kasun,2005-06,682050.0
Jackson Vroman,2005-06,682051.0
Romain Sato,2005-06,682051.0
Matt Bonner,2005-06,2000000.0
Pape Sow,2005-06,641748.0
Awvee Storey,2005-06,641748.0
Andrew Bogut,2005-06,4340520.0
Sarunas Jasikevicius,2005-06,4000000.0
Marvin Williams,2005-06,3883560.0
Deron Williams,2005-06,3487400.0
Chris Paul,2005-06,3144240.0
Raymond Felton,2005-06,2847360.0
Martell Webster,2005-06,2586120.0
Arvydas Macijauskas,2005-06,2500000.0
Charlie Villanueva,2005-06,2360880.0
Fabricio Oberto,2005-06,2325000.0
Jose Calderon,2005-06,2190000.0
Channing Frye,2005-06,2162880.0
Ike Diogu,2005-06,1988160.0
Andrew Bynum,2005-06,1888680.0
Yaroslav Korolev,2005-06,1704480.0
Sean May,2005-06,1619280.0
Rashad McCants,2005-06,1538400.0
Antoine Wright,2005-06,1461360.0
Joey Graham,2005-06,1388400.0
Danny Granger,2005-06,1318920.0
Gerald Green,2005-06,1253040.0
Hakim Warrick,2005-06,1196520.0
Julius Hodge,2005-06,1148760.0
Nate Robinson,2005-06,1102680.0
Jarrett Jack,2005-06,1058640.0
Sergey Monya,2005-06,1016400.0
Francisco Garcia,2005-06,1016400.0
Luther Head,2005-06,975600.0
Johan Petro,2005-06,936600.0
Jason Maxiell,2005-06,905640.0
Linas Kleiza,2005-06,879360.0
Wayne Simien,2005-06,867720.0
David Lee,2005-06,861360.0
Salim Stoudamire,2005-06,675000.0
Ha Seung-Jin,2005-06,641748.0
James Singleton,2005-06,625000.0
Daniel Ewing,2005-06,450000.0
Louis Williams,2005-06,450000.0
Monta Ellis,2005-06,448762.0
Ryan Gomes,2005-06,428762.0
Chris Taft,2005-06,423762.0
Esteban Batista,2005-06,398762.0
Orien Greene,2005-06,398762.0
Alan Anderson,2005-06,398762.0
Kevin Burleson,2005-06,398762.0
Eddie Basden,2005-06,398762.0
Martynas Andriuskevicius,2005-06,398762.0
Josh Powell,2005-06,398762.0
Rawle Marshall,2005-06,398762.0
Alex Acker,2005-06,398762.0
Amir Johnson,2005-06,398762.0
Boniface N'Dong,2005-06,398762.0
Von Wafer,2005-06,398762.0
Devin Green,2005-06,398762.0
Anthony Roberson,2005-06,398762.0
Lawrence Roberts,2005-06,398762.0
Earl Barron,2005-06,398762.0
Ersan Ilyasova,2005-06,398762.0
Bracey Wright,2005-06,398762.0
Dwayne Jones,2005-06,398762.0
Brandon Bass,2005-06,398762.0
Jackie Butler,2005-06,398762.0
Travis Diener,2005-06,398762.0
Shavlik Randolph,2005-06,398762.0
Dijon Thompson,2005-06,398762.0
Ronnie Price,2005-06,398762.0
CJ Miles,2005-06,398762.0
Robert Whaley,2005-06,398762.0
Andre Owens,2005-06,398762.0
Andray Blatche,2005-06,398762.0
Donell Taylor,2005-06,398762.0
Gerald Fitch,2005-06,359858.0
John Thomas,2005-06,282118.0
Aaron Miles,2005-06,155614.0
Sean Banks,2005-06,150751.0
James Thomas,2005-06,148698.0
Sharrod Ford,2005-06,116711.0
Deng Gai,2005-06,92396.0
Randy Holcomb,2005-06,52033.0
Stephen Graham,2005-06,48630.0
Matt Walsh,2005-06,38904.0
John Lucas,2005-06,34041.0
Alex Scales,2005-06,24315.0
Melvin Sanders,2005-06,24315.0
Shaquille O'Neal,2006-07,20000000.0
Kevin Garnett,2006-07,21000000.0
Alonzo Mourning,2006-07,6725433.0
Juwan Howard,2006-07,6392100.0
Gary Payton,2006-07,1178348.0
Rasheed Wallace,2006-07,11650000.0
Damon Stoudamire,2006-07,4050000.0
Antonio McDyess,2006-07,5883600.0
Ray Allen,2006-07,14611570.0
Antoine Walker,2006-07,7606820.0
Stephon Marbury,2006-07,17184375.0
Theo Ratliff,2006-07,11666666.0
Jason Kidd,2006-07,18084000.0
Clifford Robinson,2006-07,1600000.0
Steve Nash,2006-07,10500000.0
Alan Henderson,2006-07,1178348.0
Donyell Marshall,2006-07,5633037.0
Marcus Camby,2006-07,8800000.0
Jermaine O'Neal,2006-07,18084000.0
Erick Dampier,2006-07,9628000.0
Robert Horry,2006-07,3315000.0
Jerry Stackhouse,2006-07,9296874.0
Dale Davis,2006-07,3500000.0
Lorenzen Wright,2006-07,3250000.0
Darrell Armstrong,2006-07,1178348.0
Brent Barry,2006-07,5117880.0
Vitaly Potapenko,2006-07,3674584.0
Bob Sura,2006-07,3840000.0
Sam Cassell,2006-07,6850000.0
Michael Olowokandi,2006-07,1103225.0
Elton Brand,2006-07,14248000.0
Eric Williams,2006-07,4296000.0
Mike Bibby,2006-07,12500000.0
Steve Francis,2006-07,15070000.0
Derek Fisher,2006-07,5883600.0
Eric Snow,2006-07,6093750.0
Raef LaFrentz,2006-07,11532037.0
Baron Davis,2006-07,15070000.0
David Wesley,2006-07,1750000.0
Antawn Jamison,2006-07,15101625.0
Lamar Odom,2006-07,12348596.0
Lindsey Hunter,2006-07,2250000.0
Malik Rose,2006-07,7525397.0
Vince Carter,2006-07,15101625.0
Othella Harrington,2006-07,2200000.0
Wally Szczerbiak,2006-07,11775000.0
Jason Williams,2006-07,8250000.0
Richard Hamilton,2006-07,9187500.0
Larry Hughes,2006-07,13363012.0
Andre Miller,2006-07,8733333.0
Dirk Nowitzki,2006-07,15101625.0
Shawn Marion,2006-07,15070000.0
Paul Pierce,2006-07,15101625.0
Jason Terry,2006-07,8100000.0
Bonzi Wells,2006-07,2115000.0
Corey Maggette,2006-07,7000000.0
Matt Harpring,2006-07,6500000.0
Metta World Peace,2006-07,7526316.0
James Posey,2006-07,6392100.0
Pat Garrity,2006-07,3525000.0
Ricky Davis,2006-07,6364400.0
Jeff Foster,2006-07,5500000.0
Brian Skinner,2006-07,5400000.0
Kenny Thomas,2006-07,7187500.0
Devean George,2006-07,1974259.0
Al Harrington,2006-07,7625000.0
Jumaine Jones,2006-07,998967.0
Scott Padgett,2006-07,1495317.0
Rafer Alston,2006-07,4200000.0
Dikembe Mutombo,2006-07,2210000.0
Chris Webber,2006-07,18261024.0
Zydrunas Ilgauskas,2006-07,9442697.0
Kobe Bryant,2006-07,17718750.0
Shareef Abdur-Rahim,2006-07,5400000.0
Vin Baker,2006-07,5329555.0
Allen Iverson,2006-07,17184375.0
Jalen Rose,2006-07,16141500.0
Grant Hill,2006-07,16901500.0
Tracy McGrady,2006-07,16901500.0
Tim Duncan,2006-07,17429672.0
Eddie Jones,2006-07,15395472.0
Brian Grant,2006-07,16786950.0
Tim Thomas,2006-07,5215000.0
Michael Finley,2006-07,19030999.0
Shawn Bradley,2006-07,4800000.0
PJ Brown,2006-07,8560000.0
Kelvin Cato,2006-07,1071225.0
Austin Croshere,2006-07,7300000.0
Tariq Abdul-Wahad,2006-07,1968750.0
Bo Outlaw,2006-07,1178348.0
Brevin Knight,2006-07,4400000.0
Howard Eisley,2006-07,162660.0
Brad Miller,2006-07,9625000.0
Ben Wallace,2006-07,16000000.0
Danny Fortson,2006-07,6596990.0
Corliss Williamson,2006-07,6500000.0
Cuttino Mobley,2006-07,8125000.0
Rashard Lewis,2006-07,9350649.0
Scot Pollard,2006-07,2200000.0
Kurt Thomas,2006-07,7821482.0
Adonal Foyle,2006-07,8125000.0
Kenyon Martin,2006-07,12068182.0
Tony Battie,2006-07,5746000.0
Stromile Swift,2006-07,5400000.0
Doug Christie,2006-07,158071.0
Chucky Atkins,2006-07,3000000.0
Jerome Williams,2006-07,7014400.0
Mikki Moore,2006-07,1071225.0
Darius Miles,2006-07,7750000.0
Antonio Daniels,2006-07,5400000.0
Mike Miller,2006-07,7623813.0
Aaron Williams,2006-07,1750000.0
Joe Smith,2006-07,6807000.0
Maurice Taylor,2006-07,8565918.0
Chauncey Billups,2006-07,6364400.0
Bobby Jackson,2006-07,5259000.0
Derek Anderson,2006-07,11043897.0
Shandon Anderson,2006-07,7244726.0
Eric Piatkowski,2006-07,1178348.0
DerMarr Johnson,2006-07,865063.0
Alvin Williams,2006-07,4587508.0
Chris Mihm,2006-07,4214241.0
Aaron McKie,2006-07,8070874.0
Jamal Crawford,2006-07,7200000.0
Joel Przybilla,2006-07,5215000.0
Keyon Dooling,2006-07,3348000.0
Jacque Vaughn,2006-07,1071225.0
Predrag Stojakovic,2006-07,10800000.0
Michael Doleac,2006-07,2880000.0
Etan Thomas,2006-07,5883600.0
Anthony Johnson,2006-07,2640000.0
Hidayet Turkoglu,2006-07,5883600.0
Radoslav Nesterovic,2006-07,7280000.0
Greg Buckner,2006-07,5182074.0
Desmond Mason,2006-07,8037037.0
Quentin Richardson,2006-07,7525500.0
Dee Brown,2006-07,412718.0
Ruben Patterson,2006-07,6807000.0
Jamaal Magloire,2006-07,8433334.0
Speedy Claxton,2006-07,6854546.0
Morris Peterson,2006-07,4550000.0
Tyronn Lue,2006-07,3500000.0
DeShawn Stevenson,2006-07,932015.0
Iakovos Tsakalidis,2006-07,2900000.0
Nazr Mohammed,2006-07,5215000.0
Bruce Bowen,2006-07,3750000.0
Damon Jones,2006-07,3884678.0
Mark Madsen,2006-07,2210000.0
Darrick Martin,2006-07,1178348.0
Shammond Williams,2006-07,1750000.0
Kevin Ollie,2006-07,3196050.0
Jeff McInnis,2006-07,3600000.0
Troy Hudson,2006-07,5603000.0
Ryan Bowen,2006-07,998967.0
Adrian Griffin,2006-07,1475000.0
Earl Boykins,2006-07,2950000.0
Michael Ruffin,2006-07,1803600.0
Maceo Baston,2006-07,744551.0
Calvin Booth,2006-07,7628858.0
Mark Blount,2006-07,7288165.0
Stephen Jackson,2006-07,6120000.0
Jake Voskuhl,2006-07,2000000.0
Eduardo Najera,2006-07,4571428.0
Brian Cardinal,2006-07,5400000.0
Marc Jackson,2006-07,4875000.0
Stanislav Medvedenko,2006-07,625132.0
Eddie House,2006-07,1400000.0
Jason Hart,2006-07,1922640.0
Michael Redd,2006-07,13260000.0
Ira Newble,2006-07,3196050.0
Kwame Brown,2006-07,8287500.0
Zeljko Rebraca,2006-07,3240000.0
Tyson Chandler,2006-07,9150000.0
Pau Gasol,2006-07,12364000.0
Eddy Curry,2006-07,8171103.0
Jason Richardson,2006-07,9999999.0
Shane Battier,2006-07,5393300.0
Eddie Griffin,2006-07,2700000.0
DeSagana Diop,2006-07,1998000.0
Joe Johnson,2006-07,12744189.0
Vladimir Radmanovic,2006-07,5215000.0
Richard Jefferson,2006-07,11200000.0
Troy Murphy,2006-07,8285714.0
Steven Hunter,2006-07,3024000.0
Jason Collins,2006-07,5800000.0
Zach Randolph,2006-07,12000000.0
Brendan Haywood,2006-07,4500000.0
Andrei Kirilenko,2006-07,12364000.0
Gerald Wallace,2006-07,5525000.0
Samuel Dalembert,2006-07,9464307.0
Jamaal Tinsley,2006-07,5850000.0
Primoz Brezec,2006-07,2750000.0
Tony Parker,2006-07,9450000.0
Sean Marks,2006-07,932015.0
Raja Bell,2006-07,4500000.0
Jerome James,2006-07,5400000.0
Brian Scalabrine,2006-07,2793103.0
Trenton Hassell,2006-07,4350000.0
Gilbert Arenas,2006-07,11096800.0
Malik Allen,2006-07,1803600.0
Loren Woods,2006-07,300000.0
Maurice Evans,2006-07,1620000.0
Earl Watson,2006-07,5400000.0
Carlos Arroyo,2006-07,4100000.0
Jarron Collins,2006-07,2625698.0
Bobby Simmons,2006-07,8640000.0
Charlie Bell,2006-07,744551.0
Yao Ming,2006-07,12455000.0
Mike Dunleavy,2006-07,7438016.0
Drew Gooden,2006-07,6645402.0
Dajuan Wagner,2006-07,771331.0
Nen<U+00A8><U+00BA>,2006-07,8000000.0
Chris Wilcox,2006-07,6250000.0
Amare Stoudemire,2006-07,12455000.0
Marko Jaric,2006-07,5525000.0
Caron Butler,2006-07,7438000.0
Jared Jeffries,2006-07,5215000.0
Melvin Ely,2006-07,3303813.0
Gordan Giricek,2006-07,4000000.0
Fred Jones,2006-07,3100000.0
Manu Ginobili,2006-07,8254375.0
Bostjan Nachbar,2006-07,2500000.0
Juan Dixon,2006-07,2550000.0
Mehmet Okur,2006-07,8250000.0
Casey Jacobsen,2006-07,31250.0
Tayshaun Prince,2006-07,7851240.0
Dan Dickau,2006-07,2753218.0
John Salmons,2006-07,4400000.0
Juaquin Hawkins,2006-07,215928.0
Mike James,2006-07,5215000.0
Roger Mason,2006-07,744551.0
Carlos Boozer,2006-07,11260483.0
Smush Parker,2006-07,798112.0
Junior Harrington,2006-07,390556.0
Jannero Pargo,2006-07,1000000.0
Rasual Butler,2006-07,3000000.0
Dan Gadzuric,2006-07,5252065.0
Jamal Sampson,2006-07,771331.0
Ronald Murray,2006-07,1750000.0
Reggie Evans,2006-07,4000000.0
Pat Burke,2006-07,810000.0
Mike Wilks,2006-07,798112.0
Devin Brown,2006-07,1064518.0
LeBron James,2006-07,5828090.0
Darko Milicic,2006-07,5218622.0
Carmelo Anthony,2006-07,4694041.0
Chris Bosh,2006-07,4235220.0
Dwyane Wade,2006-07,3841443.0
Chris Kaman,2006-07,3491768.0
Kirk Hinrich,2006-07,3192628.0
TJ Ford,2006-07,2929467.0
Mike Sweetney,2006-07,2696956.0
Jarvis Hayes,2006-07,2564127.0
Nick Collison,2006-07,2501070.0
Mickael Pietrus,2006-07,2535260.0
Marcus Banks,2006-07,3672414.0
Luke Ridnour,2006-07,2425878.0
Zarko Cabarkapa,2006-07,2157097.0
David West,2006-07,2051938.0
Aleksandar Pavlovic,2006-07,1962206.0
Dahntay Jones,2006-07,1886113.0
Boris Diaw,2006-07,1870501.0
Zoran Planinic,2006-07,150000.0
Travis Outlaw,2006-07,1836426.0
Brian Cook,2006-07,1817141.0
Ndudi Ebi,2006-07,90000.0
Kendrick Perkins,2006-07,1689409.0
Leandro Barbosa,2006-07,1679733.0
Josh Howard,2006-07,1667603.0
Linton Johnson,2006-07,771331.0
Jason Kapono,2006-07,1188000.0
Marquis Daniels,2006-07,5883600.0
Francisco Elson,2006-07,3000000.0
James Jones,2006-07,2650000.0
Luke Walton,2006-07,1375000.0
Udonis Haslem,2006-07,5525000.0
Keith McLeod,2006-07,1350000.0
Keith Bogans,2006-07,2510000.0
Zaza Pachulia,2006-07,4000000.0
Kyle Korver,2006-07,4018182.0
Willie Green,2006-07,2800000.0
Darius Songaila,2006-07,3650000.0
Maurice Williams,2006-07,1920000.0
Steve Blake,2006-07,1330000.0
Matt Carroll,2006-07,1188000.0
Dwight Howard,2006-07,4806720.0
Emeka Okafor,2006-07,4300560.0
Ben Gordon,2006-07,3862080.0
Shaun Livingston,2006-07,3481920.0
Devin Harris,2006-07,3153120.0
Andres Nocioni,2006-07,3950000.0
Josh Childress,2006-07,2863920.0
Luol Deng,2006-07,2614440.0
Rafael Araujo,2006-07,2395200.0
Andre Iguodala,2006-07,2201640.0
Luke Jackson,2006-07,2131981.0
Andris Biedrins,2006-07,1986960.0
Robert Swift,2006-07,1887600.0
Sebastian Telfair,2006-07,1793160.0
Kris Humphries,2006-07,1703520.0
Al Jefferson,2006-07,1618320.0
Kirk Snyder,2006-07,1537440.0
Josh Smith,2006-07,1460640.0
JR Smith,2006-07,1387560.0
Dorell Wright,2006-07,1325160.0
Jameer Nelson,2006-07,1272120.0
Pavel Podkolzin,2006-07,600000.0
Viktor Khryapa,2006-07,1172400.0
Delonte West,2006-07,1080480.0
Nenad Krstic,2006-07,1080480.0
Tony Allen,2006-07,1037280.0
Carlos Delfino,2006-07,1037280.0
Kevin Martin,2006-07,1002840.0
Sasha Vujacic,2006-07,973920.0
Beno Udrih,2006-07,967920.0
David Harrison,2006-07,960840.0
Didier Ilunga-Mbenga,2006-07,1628959.0
Anderson Varejao,2006-07,945600.0
Matt Barnes,2006-07,771331.0
Ronald Dupree,2006-07,771331.0
Quinton Ross,2006-07,771331.0
Peter John Ramos,2006-07,384776.0
Royal Ivey,2006-07,744551.0
Justin Reed,2006-07,1300000.0
Bernard Robinson,2006-07,1000000.0
Chris Duhon,2006-07,3024000.0
Jared Reiner,2006-07,396905.0
Andre Barrett,2006-07,744551.0
John Edwards,2006-07,1080000.0
Trevor Ariza,2006-07,3100000.0
Damien Wilkins,2006-07,2700000.0
Mario Kasun,2006-07,919551.0
Matt Bonner,2006-07,2000000.0
Pape Sow,2006-07,744551.0
Matt Freije,2006-07,145961.0
Andrew Bogut,2006-07,4665960.0
Sarunas Jasikevicius,2006-07,4000000.0
Marvin Williams,2006-07,4174800.0
Deron Williams,2006-07,3749040.0
Chris Paul,2006-07,3380160.0
Raymond Felton,2006-07,3060840.0
Martell Webster,2006-07,2780160.0
Arvydas Macijauskas,2006-07,500000.0
Charlie Villanueva,2006-07,2537880.0
Fabricio Oberto,2006-07,2500000.0
Jose Calderon,2006-07,2333334.0
Channing Frye,2006-07,2325000.0
Ike Diogu,2006-07,2137200.0
Andrew Bynum,2006-07,2030280.0
Yaroslav Korolev,2006-07,1832280.0
Sean May,2006-07,1740720.0
Rashad McCants,2006-07,1653720.0
Antoine Wright,2006-07,1570920.0
Joey Graham,2006-07,1492440.0
Danny Granger,2006-07,1417800.0
Gerald Green,2006-07,1347000.0
Hakim Warrick,2006-07,1286280.0
Julius Hodge,2006-07,1234800.0
Nate Robinson,2006-07,1185480.0
Jarrett Jack,2006-07,1137960.0
Sergey Monya,2006-07,100000.0
Francisco Garcia,2006-07,1092600.0
Luther Head,2006-07,1048800.0
Johan Petro,2006-07,1006800.0
Jason Maxiell,2006-07,973440.0
Linas Kleiza,2006-07,945360.0
Wayne Simien,2006-07,932760.0
David Lee,2006-07,926040.0
Salim Stoudamire,2006-07,729000.0
Ha Seung-Jin,2006-07,744551.0
James Singleton,2006-07,675000.0
Daniel Ewing,2006-07,664209.0
Louis Williams,2006-07,664209.0
Monta Ellis,2006-07,664209.0
Ryan Gomes,2006-07,664209.0
Chris Taft,2006-07,664209.0
Esteban Batista,2006-07,664209.0
Orien Greene,2006-07,664209.0
Alan Anderson,2006-07,102131.0
Kevin Burleson,2006-07,70000.0
Martynas Andriuskevicius,2006-07,664209.0
Josh Powell,2006-07,744551.0
Rawle Marshall,2006-07,664209.0
Alex Acker,2006-07,839209.0
Amir Johnson,2006-07,664209.0
Boniface N'Dong,2006-07,839209.0
Von Wafer,2006-07,24300.0
Anthony Roberson,2006-07,267111.0
Lawrence Roberts,2006-07,664209.0
Earl Barron,2006-07,744551.0
Ersan Ilyasova,2006-07,664209.0
Bracey Wright,2006-07,664209.0
Dwayne Jones,2006-07,664209.0
Brandon Bass,2006-07,664209.0
Jackie Butler,2006-07,2200000.0
Travis Diener,2006-07,664209.0
Shavlik Randolph,2006-07,1000000.0
Dijon Thompson,2006-07,89101.0
Ronnie Price,2006-07,664209.0
CJ Miles,2006-07,664209.0
Robert Whaley,2006-07,83026.0
Andre Owens,2006-07,676800.0
Andray Blatche,2006-07,664209.0
Donell Taylor,2006-07,664209.0
Stephen Graham,2006-07,259204.0
John Lucas,2006-07,700000.0
Andrea Bargnani,2006-07,4501200.0
Anthony Parker,2006-07,4150000.0
LaMarcus Aldridge,2006-07,4027320.0
Jorge Garbajosa,2006-07,3750000.0
Adam Morrison,2006-07,3616680.0
Tyrus Thomas,2006-07,3260760.0
Shelden Williams,2006-07,2952840.0
Brandon Roy,2006-07,2681880.0
Randy Foye,2006-07,2448240.0
Rudy Gay,2006-07,2242290.0
Patrick O'Bryant,2006-07,2061720.0
Saer Sene,2006-07,1958640.0
