Player Name,Season,Salary
Jonny Flynn,2010-11,3192000.0
Stephen Curry,2010-11,2913840.0
Jordan Hill,2010-11,2669520.0
David Andersen,2010-11,2500000.0
DeMar DeRozan,2010-11,2453880.0
Brandon Jennings,2010-11,2331120.0
Terrence Williams,2010-11,2214480.0
Gerald Henderson,2010-11,2103840.0
Tyler Hansbrough,2010-11,1998600.0
Earl Clark,2010-11,1898760.0
Austin Daye,2010-11,1803720.0
James Johnson,2010-11,1713600.0
Jrue Holiday,2010-11,1627920.0
Ty Lawson,2010-11,1546560.0
Jeff Teague,2010-11,1476840.0
Eric Maynor,2010-11,1417800.0
Darren Collison,2010-11,1361040.0
Omri Casspi,2010-11,1254480.0
Serge Ibaka,2010-11,1204200.0
BJ Mullens,2010-11,1204200.0
Rodrigue Beaubois,2010-11,1156080.0
Taj Gibson,2010-11,1117680.0
DeMarre Carroll,2010-11,1085400.0
Wayne Ellington,2010-11,1078800.0
Toney Douglas,2010-11,1071000.0
Louis Amundson,2010-11,2225000.0
DeJuan Blair,2010-11,918000.0
Sam Young,2010-11,886000.0
Jermaine Taylor,2010-11,780871.0
Jodie Meeks,2010-11,762195.0
Marcus Thornton,2010-11,762195.0
Derrick Brown,2010-11,762195.0
Danny Green,2010-11,94154.0
Jonas Jerebko,2010-11,762195.0
DaJuan Summers,2010-11,762195.0
Chase Budinger,2010-11,780871.0
AJ Price,2010-11,762195.0
Dante Cunningham,2010-11,762195.0
Patrick Mills,2010-11,937195.0
Jon Brockman,2010-11,1000000.0
Wesley Matthews,2010-11,5765000.0
Lester Hudson,2010-11,192791.0
Sundiata Gaines,2010-11,327296.0
Garrett Temple,2010-11,170373.0
John Wall,2010-11,5144280.0
Evan Turner,2010-11,4602720.0
Derrick Favors,2010-11,4133280.0
Nikola Pekovic,2010-11,4000000.0
Wesley Johnson,2010-11,3726600.0
Timofey Mozgov,2010-11,3567096.0
Tiago Splitter,2010-11,3400000.0
DeMarcus Cousins,2010-11,3374640.0
Ekpe Udoh,2010-11,3065040.0
Greg Monroe,2010-11,2798040.0
Al-Farouq Aminu,2010-11,2563320.0
Gordon Hayward,2010-11,2356320.0
Paul George,2010-11,2238360.0
Cole Aldrich,2010-11,2126520.0
Xavier Henry,2010-11,2020200.0
Ed Davis,2010-11,1919160.0
Patrick Patterson,2010-11,1823280.0
Larry Sanders,2010-11,1731960.0
Omer Asik,2010-11,1721000.0
Luke Babbitt,2010-11,1645440.0
Kevin Seraphin,2010-11,1563120.0
Eric Bledsoe,2010-11,1485000.0
Avery Bradley,2010-11,1418160.0
James Anderson,2010-11,1361400.0
Craig Brackins,2010-11,1306920.0
Elliot Williams,2010-11,1254720.0
Trevor Booker,2010-11,1204560.0
Damion James,2010-11,1156320.0
Dominique Jones,2010-11,1110120.0
Quincy Pondexter,2010-11,1073280.0
Jordan Crawford,2010-11,1042320.0
Greivis Vasquez,2010-11,1035960.0
Daniel Orton,2010-11,1028400.0
Christian Eyenga,2010-11,1020960.0
Lazar Hayward,2010-11,1020960.0
Solomon Alabi,2010-11,770000.0
Reggie Williams,2010-11,762195.0
Lance Stephenson,2010-11,750000.0
Hassan Whiteside,2010-11,730437.0
Alonzo Gee,2010-11,681492.0
Andy Rautins,2010-11,600000.0
Gary Neal,2010-11,525000.0
Samardo Samuels,2010-11,500000.0
Willie Warren,2010-11,500000.0
Gani Lawal,2010-11,473640.0
Garret Siler,2010-11,473640.0
Pape Sy,2010-11,473604.0
Ben Uzoh,2010-11,473604.0
Sherron Collins,2010-11,473604.0
Semih Erden,2010-11,473604.0
Luke Harangody,2010-11,473604.0
Manny Harris,2010-11,473604.0
Gary Forbes,2010-11,473604.0
Terrico White,2010-11,473604.0
Jeremy Lin,2010-11,473604.0
Devin Ebanks,2010-11,473604.0
Derrick Caracter,2010-11,473604.0
Ishmael Smith,2010-11,473604.0
Patrick Beverley,2010-11,473604.0
Dexter Pittman,2010-11,473604.0
Da'Sean Butler,2010-11,473604.0
Landry Fields,2010-11,473604.0
Armon Johnson,2010-11,473604.0
Pooh Jeter,2010-11,473604.0
Jeremy Evans,2010-11,473604.0
Hamady N'Diaye,2010-11,473604.0
Jeff Adrien,2010-11,342666.0
Zabian Dowdell,2010-11,242374.0
Chris Johnson,2010-11,164368.0
Darington Hobson,2010-11,103078.0
Mustafa Shakur,2010-11,89670.0
Matt Janning,2010-11,58504.0
Larry Owens,2010-11,55718.0
Kevin Garnett,2011-12,21247044.0
Juwan Howard,2011-12,1352181.0
Antonio McDyess,2011-12,2640000.0
Ray Allen,2011-12,10000000.0
Jason Kidd,2011-12,10121000.0
Steve Nash,2011-12,11689062.0
Marcus Camby,2011-12,11227250.0
Jermaine O'Neal,2011-12,6226200.0
Erick Dampier,2011-12,850522.0
Jerry Stackhouse,2011-12,1352181.0
Elton Brand,2011-12,17059727.0
Mike Bibby,2011-12,1352181.0
Derek Fisher,2011-12,3400000.0
Baron Davis,2011-12,15252181.0
Antawn Jamison,2011-12,15076715.0
Lamar Odom,2011-12,8900000.0
Vince Carter,2011-12,21300000.0
Richard Hamilton,2011-12,17500000.0
Larry Hughes,2011-12,414443.0
Andre Miller,2011-12,7807728.0
Dirk Nowitzki,2011-12,19092873.0
Shawn Marion,2011-12,8022449.0
Paul Pierce,2011-12,15333334.0
Jason Terry,2011-12,11158000.0
Corey Maggette,2011-12,10262069.0
Metta World Peace,2011-12,6790640.0
James Posey,2011-12,7595600.0
Jeff Foster,2011-12,3000000.0
Brian Skinner,2011-12,65446.0
Al Harrington,2011-12,6226200.0
Kobe Bryant,2011-12,25244493.0
Grant Hill,2011-12,6500000.0
Tracy McGrady,2011-12,1352181.0
Tim Duncan,2011-12,21164619.0
Brad Miller,2011-12,4752000.0
Ben Wallace,2011-12,2246400.0
Rashard Lewis,2011-12,21136631.0
Kurt Thomas,2011-12,1352181.0
Kenyon Martin,2011-12,2500000.0
Tony Battie,2011-12,1352181.0
Mike Miller,2011-12,5400000.0
Chauncey Billups,2011-12,14200000.0
Jamal Crawford,2011-12,5000000.0
Joel Przybilla,2011-12,1145027.0
Keyon Dooling,2011-12,2246400.0
Anthony Carter,2011-12,1352181.0
Hidayet Turkoglu,2011-12,11015850.0
Quentin Richardson,2011-12,2446600.0
Jamaal Magloire,2011-12,1352181.0
DeShawn Stevenson,2011-12,2500000.0
Nazr Mohammed,2011-12,3750000.0
Stephen Jackson,2011-12,9256500.0
Eduardo Najera,2011-12,2750000.0
Brian Cardinal,2011-12,1352181.0
Eddie House,2011-12,1352181.0
Michael Redd,2011-12,1308506.0
Kwame Brown,2011-12,6750000.0
Tyson Chandler,2011-12,13107837.0
Pau Gasol,2011-12,18714150.0
Eddy Curry,2011-12,1229255.0
Jason Richardson,2011-12,5395000.0
Shane Battier,2011-12,3000000.0
DeSagana Diop,2011-12,6925400.0
Joe Johnson,2011-12,18038573.0
Vladimir Radmanovic,2011-12,1352181.0
Richard Jefferson,2011-12,9282000.0
Troy Murphy,2011-12,1352181.0
Jason Collins,2011-12,1352181.0
Zach Randolph,2011-12,15200000.0
Brendan Haywood,2011-12,7624500.0
Gerald Wallace,2011-12,9500000.0
Samuel Dalembert,2011-12,7000000.0
Jamaal Tinsley,2011-12,1229255.0
Tony Parker,2011-12,12500000.0
Raja Bell,2011-12,3240000.0
Brian Scalabrine,2011-12,1352181.0
Gilbert Arenas,2011-12,19269307.0
Maurice Evans,2011-12,1223166.0
Earl Watson,2011-12,2000000.0
Bobby Simmons,2011-12,594836.0
Chris Andersen,2011-12,4234000.0
Charlie Bell,2011-12,4099920.0
Mike Dunleavy,2011-12,3750000.0
Drew Gooden,2011-12,6226200.0
Nen<U+00A8><U+00BA>,2011-12,13000000.0
Chris Wilcox,2011-12,3000000.0
Amare Stoudemire,2011-12,18217705.0
Caron Butler,2011-12,8000000.0
Jared Jeffries,2011-12,1229255.0
Manu Ginobili,2011-12,12981038.0
Mehmet Okur,2011-12,10890000.0
Tayshaun Prince,2011-12,6292135.0
John Salmons,2011-12,8500000.0
Mike James,2011-12,277566.0
Roger Mason,2011-12,1146337.0
Carlos Boozer,2011-12,13500000.0
Jannero Pargo,2011-12,1223166.0
Rasual Butler,2011-12,1229255.0
Reggie Evans,2011-12,1229255.0
LeBron James,2011-12,16022500.0
Darko Milicic,2011-12,4776500.0
Carmelo Anthony,2011-12,18518574.0
Chris Bosh,2011-12,16022500.0
Dwyane Wade,2011-12,15691000.0
Chris Kaman,2011-12,14030000.0
Kirk Hinrich,2011-12,8100000.0
TJ Ford,2011-12,1146337.0
Nick Collison,2011-12,3272997.0
Mickael Pietrus,2011-12,6523166.0
Luke Ridnour,2011-12,3680000.0
David West,2011-12,10000000.0
Aleksandar Pavlovic,2011-12,1223166.0
Dahntay Jones,2011-12,2700000.0
Boris Diaw,2011-12,9000000.0
Travis Outlaw,2011-12,7000000.0
Brian Cook,2011-12,1223166.0
Kendrick Perkins,2011-12,7123626.0
Leandro Barbosa,2011-12,7600000.0
Josh Howard,2011-12,2150000.0
Jason Kapono,2011-12,1223166.0
Marquis Daniels,2011-12,1223166.0
Francisco Elson,2011-12,305792.0
James Jones,2011-12,1500000.0
Luke Walton,2011-12,5680000.0
Udonis Haslem,2011-12,3780000.0
Keith Bogans,2011-12,848266.0
Zaza Pachulia,2011-12,4750000.0
Kyle Korver,2011-12,5000000.0
Willie Green,2011-12,1223166.0
Maurice Williams,2011-12,8500000.0
Steve Blake,2011-12,4000000.0
Matt Carroll,2011-12,3900000.0
Dwight Howard,2011-12,18091770.0
Emeka Okafor,2011-12,12541812.0
Ben Gordon,2011-12,11600000.0
Shaun Livingston,2011-12,3500000.0
Devin Harris,2011-12,9319000.0
Andres Nocioni,2011-12,6650000.0
Josh Childress,2011-12,6000000.0
Luol Deng,2011-12,12325000.0
Andre Iguodala,2011-12,13531750.0
Andris Biedrins,2011-12,9000000.0
Sebastian Telfair,2011-12,1500000.0
Kris Humphries,2011-12,8000000.0
Al Jefferson,2011-12,14000000.0
Josh Smith,2011-12,12400000.0
JR Smith,2011-12,2382353.0
Dorell Wright,2011-12,3823000.0
Jameer Nelson,2011-12,7800000.0
Delonte West,2011-12,1146337.0
Tony Allen,2011-12,3150000.0
Carlos Delfino,2011-12,3500000.0
Kevin Martin,2011-12,11519840.0
Beno Udrih,2011-12,6925400.0
Anderson Varejao,2011-12,7700000.0
Matt Barnes,2011-12,1906200.0
Josh Davis,2011-12,314041.0
Royal Ivey,2011-12,1200000.0
Chris Duhon,2011-12,3500000.0
Andre Emmett,2011-12,61433.0
Trevor Ariza,2011-12,6790640.0
Damien Wilkins,2011-12,1146337.0
Matt Bonner,2011-12,3315000.0
Andrew Bogut,2011-12,12000000.0
Marvin Williams,2011-12,7500000.0
Deron Williams,2011-12,16359805.0
Chris Paul,2011-12,16359805.0
Raymond Felton,2011-12,7560000.0
Martell Webster,2011-12,5256000.0
Charlie Villanueva,2011-12,7540000.0
Jose Calderon,2011-12,9780992.0
Channing Frye,2011-12,5600000.0
Ike Diogu,2011-12,64028.0
Andrew Bynum,2011-12,14900000.0
Danny Granger,2011-12,12015904.0
Gerald Green,2011-12,516999.0
Hakim Warrick,2011-12,4000000.0
Nate Robinson,2011-12,5483307.0
Jarrett Jack,2011-12,5000000.0
Francisco Garcia,2011-12,5800000.0
Johan Petro,2011-12,3250000.0
Jason Maxiell,2011-12,5000000.0
Linas Kleiza,2011-12,4605000.0
David Lee,2011-12,11610000.0
Louis Williams,2011-12,5176000.0
Monta Ellis,2011-12,11000000.0
Ryan Gomes,2011-12,4000000.0
Amir Johnson,2011-12,5500000.0
Von Wafer,2011-12,992680.0
Earl Barron,2011-12,185588.0
Ersan Ilyasova,2011-12,2541000.0
Brandon Bass,2011-12,4250000.0
Ronnie Price,2011-12,1069509.0
CJ Miles,2011-12,3700000.0
Andray Blatche,2011-12,6442083.0
John Lucas,2011-12,915852.0
Andrea Bargnani,2011-12,9250000.0
Anthony Parker,2011-12,2250000.0
LaMarcus Aldridge,2011-12,12372000.0
Tyrus Thomas,2011-12,7305765.0
Shelden Williams,2011-12,992680.0
Brandon Roy,2011-12,16032144.0
Randy Foye,2011-12,4250000.0
Rudy Gay,2011-12,15032144.0
JJ Redick,2011-12,6750000.0
Thabo Sefolosha,2011-12,3300000.0
Ronnie Brewer,2011-12,4710000.0
Shawne Williams,2011-12,3000000.0
Renaldo Balkman,2011-12,1675000.0
Rajon Rondo,2011-12,10045455.0
Kyle Lowry,2011-12,5750000.0
Shannon Brown,2011-12,3500000.0
Jordan Farmar,2011-12,4000000.0
Solomon Jones,2011-12,440353.0
Chuck Hayes,2011-12,5250000.0
Ronny Turiaf,2011-12,4360000.0
Paul Millsap,2011-12,8103435.0
Steve Novak,2011-12,992680.0
Ryan Hollins,2011-12,2483333.0
Daniel Gibson,2011-12,4403834.0
Jose Juan Barea,2011-12,4300000.0
Craig Smith,2011-12,992680.0
Greg Oden,2011-12,1500000.0
Kevin Durant,2011-12,15506632.0
Al Horford,2011-12,12000000.0
Mike Conley,2011-12,6611571.0
Luis Scola,2011-12,8591793.0
Yi Jianlian,2011-12,827197.0
Corey Brewer,2011-12,3059000.0
Brandan Wright,2011-12,915852.0
Joakim Noah,2011-12,12000000.0
Spencer Hawes,2011-12,4051024.0
Thaddeus Young,2011-12,7478261.0
Rodney Stuckey,2011-12,8500000.0
Nick Young,2011-12,3695857.0
Sean Williams,2011-12,885120.0
Marco Belinelli,2011-12,3377604.0
Jason Smith,2011-12,2500000.0
Daequan Cook,2011-12,3341558.0
Jared Dudley,2011-12,4250000.0
Arron Afflalo,2011-12,7562500.0
Ian Mahinmi,2011-12,915852.0
Glen Davis,2011-12,6300000.0
Aaron Gray,2011-12,2500000.0
Carl Landry,2011-12,8500000.0
Joel Anthony,2011-12,3600000.0
Ramon Sessions,2011-12,4257973.0
Marcin Gortat,2011-12,6790640.0
Josh McRoberts,2011-12,3000000.0
Dominic McGuire,2011-12,915852.0
CJ Watson,2011-12,3400000.0
Derrick Rose,2011-12,6993708.0
Michael Beasley,2011-12,6262347.0
OJ Mayo,2011-12,5632637.0
Russell Westbrook,2011-12,5082416.0
Kevin Love,2011-12,4609701.0
Marc Gasol,2011-12,12922194.0
Danilo Gallinari,2011-12,4190182.0
Eric Gordon,2011-12,3831184.0
DJ Augustin,2011-12,3236470.0
Brook Lopez,2011-12,3076983.0
Jerryd Bayless,2011-12,3042280.0
Jason Thompson,2011-12,3001284.0
Brandon Rush,2011-12,2956658.0
Anthony Randolph,2011-12,2911231.0
Goran Dragic,2011-12,2108000.0
Robin Lopez,2011-12,2862602.0
Hamed Haddadi,2011-12,1300000.0
Marreese Speights,2011-12,2721255.0
Roy Hibbert,2011-12,2588590.0
JaVale McGee,2011-12,2462400.0
JJ Hickson,2011-12,2354537.0
Ryan Anderson,2011-12,2244601.0
Courtney Lee,2011-12,2225093.0
Kosta Koufos,2011-12,2203792.0
Rudy Fernandez,2011-12,2180443.0
Nicolas Batum,2011-12,2155365.0
George Hill,2011-12,2086360.0
Darrell Arthur,2011-12,2027119.0
Donte Greene,2011-12,2015896.0
DJ White,2011-12,2001167.0
Luc Mbah a Moute,2011-12,5000000.0
Will Bynum,2011-12,3250000.0
Mario Chalmers,2011-12,4000000.0
DeAndre Jordan,2011-12,10079404.0
Henry Walker,2011-12,885120.0
Anthony Morrow,2011-12,4000000.0
Anthony Tolliver,2011-12,2050000.0
Blake Griffin,2011-12,5731080.0
Hasheem Thabeet,2011-12,5127720.0
James Harden,2011-12,4604760.0
Tyreke Evans,2011-12,4151640.0
Jonny Flynn,2011-12,3414720.0
Stephen Curry,2011-12,3117120.0
Jordan Hill,2011-12,2855760.0
DeMar DeRozan,2011-12,2625000.0
Brandon Jennings,2011-12,2493720.0
Terrence Williams,2011-12,2369040.0
Gerald Henderson,2011-12,2250600.0
Tyler Hansbrough,2011-12,2138040.0
Earl Clark,2011-12,1160000.0
Austin Daye,2011-12,1929600.0
James Johnson,2011-12,1833120.0
Jrue Holiday,2011-12,1741440.0
Ty Lawson,2011-12,1654440.0
Jeff Teague,2011-12,1579920.0
Eric Maynor,2011-12,1516680.0
Darren Collison,2011-12,1455960.0
Omri Casspi,2011-12,1341960.0
Serge Ibaka,2011-12,1288200.0
BJ Mullens,2011-12,1288200.0
Rodrigue Beaubois,2011-12,1236720.0
Taj Gibson,2011-12,1195680.0
DeMarre Carroll,2011-12,833713.0
Wayne Ellington,2011-12,1154040.0
Toney Douglas,2011-12,1145640.0
Louis Amundson,2011-12,2403000.0
DeJuan Blair,2011-12,986000.0
Sam Young,2011-12,947800.0
Jodie Meeks,2011-12,854389.0
Marcus Thornton,2011-12,7000000.0
Derrick Brown,2011-12,854389.0
Danny Green,2011-12,854389.0
Jonas Jerebko,2011-12,4500000.0
DaJuan Summers,2011-12,303137.0
Chase Budinger,2011-12,854389.0
AJ Price,2011-12,854389.0
Dante Cunningham,2011-12,2000000.0
Jeff Ayres,2011-12,1500000.0
Jon Brockman,2011-12,1000000.0
Wesley Matthews,2011-12,6135160.0
Sundiata Gaines,2011-12,854389.0
John Wall,2011-12,5530080.0
Evan Turner,2011-12,4947840.0
Derrick Favors,2011-12,4443360.0
Nikola Pekovic,2011-12,4503600.0
Wesley Johnson,2011-12,4006080.0
Timofey Mozgov,2011-12,3343896.0
Tiago Splitter,2011-12,3672000.0
DeMarcus Cousins,2011-12,3627720.0
Ekpe Udoh,2011-12,3294960.0
Greg Monroe,2011-12,3007920.0
Al-Farouq Aminu,2011-12,2755560.0
Gordon Hayward,2011-12,2532960.0
Paul George,2011-12,2406240.0
Cole Aldrich,2011-12,2286000.0
Xavier Henry,2011-12,2171640.0
Ed Davis,2011-12,2063040.0
Patrick Patterson,2011-12,1959960.0
Larry Sanders,2011-12,1861920.0
Omer Asik,2011-12,1857500.0
Luke Babbitt,2011-12,1768800.0
Kevin Seraphin,2011-12,1680360.0
Eric Bledsoe,2011-12,1596360.0
Avery Bradley,2011-12,1524480.0
James Anderson,2011-12,1463520.0
Craig Brackins,2011-12,1404960.0
Elliot Williams,2011-12,1348800.0
Trevor Booker,2011-12,1294920.0
Damion James,2011-12,1243080.0
Dominique Jones,2011-12,1193280.0
Quincy Pondexter,2011-12,1153800.0
Jordan Crawford,2011-12,1120440.0
Greivis Vasquez,2011-12,1113600.0
Daniel Orton,2011-12,1105560.0
Christian Eyenga,2011-12,1097520.0
Lazar Hayward,2011-12,1097520.0
Solomon Alabi,2011-12,830000.0
Reggie Williams,2011-12,2500000.0
Lance Stephenson,2011-12,810000.0
Hassan Whiteside,2011-12,762195.0
Alonzo Gee,2011-12,854389.0
Andy Rautins,2011-12,788872.0
Gary Neal,2011-12,762195.0
Samardo Samuels,2011-12,762195.0
Garret Siler,2011-12,51097.0
Ben Uzoh,2011-12,61433.0
Semih Erden,2011-12,762195.0
Luke Harangody,2011-12,762195.0
Manny Harris,2011-12,122942.0
Gary Forbes,2011-12,1500000.0
Jeremy Lin,2011-12,762195.0
Devin Ebanks,2011-12,762195.0
Derrick Caracter,2011-12,270427.0
Ishmael Smith,2011-12,639254.0
Dexter Pittman,2011-12,762195.0
Landry Fields,2011-12,762195.0
Armon Johnson,2011-12,762195.0
Jeremy Evans,2011-12,762195.0
Hamady N'Diaye,2011-12,270427.0
Jeff Adrien,2011-12,270427.0
Chris Johnson,2011-12,762195.0
Darington Hobson,2011-12,245884.0
Larry Owens,2011-12,86052.0
Kyrie Irving,2011-12,5144280.0
Derrick Williams,2011-12,4602720.0
Enes Kanter,2011-12,4133280.0
Tristan Thompson,2011-12,3726600.0
Ricky Rubio,2011-12,3480120.0
Jan Vesely,2011-12,3065040.0
Bismack Biyombo,2011-12,2798040.0
Brandon Knight,2011-12,2563320.0
Kemba Walker,2011-12,2356320.0
Jimmer Fredette,2011-12,2238360.0
Klay Thompson,2011-12,2126520.0
Alec Burks,2011-12,2020200.0
Markieff Morris,2011-12,1919160.0
Marcus Morris,2011-12,1823280.0
Kawhi Leonard,2011-12,1731960.0
Nikola Vucevic,2011-12,1645400.0
Gustavo Ayon,2011-12,1567500.0
Iman Shumpert,2011-12,1563120.0
Chris Singleton,2011-12,1485000.0
Tobias Harris,2011-12,1418160.0
Nolan Smith,2011-12,1306920.0
Kenneth Faried,2011-12,1254720.0
Reggie Jackson,2011-12,1156320.0
MarShon Brooks,2011-12,1110120.0
Jordan Hamilton,2011-12,1073286.0
JaJuan Johnson,2011-12,1042320.0
Norris Cole,2011-12,1035960.0
Cory Joseph,2011-12,1028400.0
Jimmy Butler,2011-12,1020960.0
Jeremy Pargo,2011-12,1000000.0
Chandler Parsons,2011-12,850000.0
Tyler Honeycutt,2011-12,775000.0
Greg Stiemsma,2011-12,762195.0
Jeremy Tyler,2011-12,650000.0
Josh Selby,2011-12,550000.0
Malcolm Lee,2011-12,500000.0
Ryan Reid,2011-12,475000.0
Ivan Johnson,2011-12,473604.0
E'Twaun Moore,2011-12,473604.0
Jordan Williams,2011-12,473604.0
Cory Higgins,2011-12,473604.0
Julyan Stone,2011-12,473604.0
Vernon Macklin,2011-12,473604.0
Charles Jenkins,2011-12,473604.0
Chris Wright,2011-12,473604.0
Travis Leslie,2011-12,473604.0
Trey Thompkins,2011-12,473604.0
Darius Morris,2011-12,473604.0
Andrew Goudelock,2011-12,473604.0
Terrel Harris,2011-12,473604.0
Jon Leuer,2011-12,473604.0
Josh Harrellson,2011-12,473604.0
Jerome Jordan,2011-12,473604.0
Justin Harper,2011-12,473604.0
DeAndre Liggins,2011-12,473604.0
Lavoy Allen,2011-12,473604.0
Isaiah Thomas,2011-12,473604.0
Shelvin Mack,2011-12,473604.0
Walker Russell,2011-12,374289.0
Lance Thomas,2011-12,328444.0
Greg Smith,2011-12,301733.0
Mickell Gladness,2011-12,248263.0
Jeff Foote,2011-12,225341.0
Donald Sloan,2011-12,198629.0
Mychel Thompson,2011-12,168035.0
Carldell Johnson,2011-12,168035.0
Malcolm Thomas,2011-12,103104.0
Dennis Horner,2011-12,91642.0
Courtney Fortson,2011-12,42009.0
Kevin Garnett,2012-13,12467532.0
Juwan Howard,2012-13,373838.0
Rasheed Wallace,2012-13,1352181.0
Ray Allen,2012-13,3090000.0
Jason Kidd,2012-13,3090000.0
Steve Nash,2012-13,8900000.0
Marcus Camby,2012-13,4590338.0
Jermaine O'Neal,2012-13,1352181.0
Jerry Stackhouse,2012-13,1352181.0
Elton Brand,2012-13,18160354.0
Derek Fisher,2012-13,1519214.0
Baron Davis,2012-13,14850000.0
Antawn Jamison,2012-13,1352181.0
Lamar Odom,2012-13,8200000.0
Vince Carter,2012-13,3120000.0
Richard Hamilton,2012-13,10500000.0
Andre Miller,2012-13,5000000.0
Dirk Nowitzki,2012-13,20907128.0
Shawn Marion,2012-13,8646364.0
Paul Pierce,2012-13,16790345.0
Jason Terry,2012-13,5000000.0
Corey Maggette,2012-13,10924138.0
Metta World Peace,2012-13,7258960.0
Al Harrington,2012-13,6687400.0
Kobe Bryant,2012-13,27849000.0
Grant Hill,2012-13,1957000.0
Tracy McGrady,2012-13,79540.0
Tim Duncan,2012-13,9638554.0
Brad Miller,2012-13,848000.0
Rashard Lewis,2012-13,15052181.0
Kurt Thomas,2012-13,1352181.0
Kenyon Martin,2012-13,429516.0
Mike Miller,2012-13,5800000.0
Chauncey Billups,2012-13,3000000.0
Jamal Crawford,2012-13,5000000.0
Joel Przybilla,2012-13,1352181.0
Keyon Dooling,2012-13,1471491.0
Hidayet Turkoglu,2012-13,11815850.0
Quentin Richardson,2012-13,2706940.0
DeShawn Stevenson,2012-13,2240450.0
Nazr Mohammed,2012-13,1352181.0
Stephen Jackson,2012-13,10060000.0
Kwame Brown,2012-13,3000000.0
Tyson Chandler,2012-13,13604188.0
Pau Gasol,2012-13,19000000.0
Eddy Curry,2012-13,31629.0
Jason Richardson,2012-13,5799625.0
Shane Battier,2012-13,3135000.0
DeSagana Diop,2012-13,7372200.0
Joe Johnson,2012-13,19752645.0
Vladimir Radmanovic,2012-13,1352181.0
Richard Jefferson,2012-13,10164000.0
Troy Murphy,2012-13,226619.0
Jason Collins,2012-13,1352181.0
Zach Randolph,2012-13,16500000.0
Brendan Haywood,2012-13,8349000.0
Andrei Kirilenko,2012-13,9779349.0
Gerald Wallace,2012-13,9682435.0
Samuel Dalembert,2012-13,6700000.0
Jamaal Tinsley,2012-13,1352181.0
Tony Parker,2012-13,12500000.0
Raja Bell,2012-13,3480000.0
Gilbert Arenas,2012-13,20807922.0
Earl Watson,2012-13,2000000.0
Chris Andersen,2012-13,5225952.0
Mike Dunleavy,2012-13,3750000.0
Drew Gooden,2012-13,6680000.0
Nen<U+00A8><U+00BA>,2012-13,13000000.0
Chris Wilcox,2012-13,1352181.0
Amare Stoudemire,2012-13,19948799.0
Caron Butler,2012-13,8000000.0
Jared Jeffries,2012-13,1475106.0
Manu Ginobili,2012-13,14107492.0
Tayshaun Prince,2012-13,6764045.0
John Salmons,2012-13,8080000.0
Mike James,2012-13,795400.0
Roger Mason,2012-13,1229255.0
Carlos Boozer,2012-13,15000000.0
Jannero Pargo,2012-13,696446.0
Reggie Evans,2012-13,1622618.0
LeBron James,2012-13,17545000.0
Darko Milicic,2012-13,6457255.0
Carmelo Anthony,2012-13,19450000.0
Chris Bosh,2012-13,17545000.0
Dwyane Wade,2012-13,17024000.0
Chris Kaman,2012-13,8000000.0
Kirk Hinrich,2012-13,3941000.0
Nick Collison,2012-13,2929332.0
Mickael Pietrus,2012-13,1005096.0
Luke Ridnour,2012-13,4000000.0
David West,2012-13,10000000.0
Aleksandar Pavlovic,2012-13,1232713.0
Dahntay Jones,2012-13,2900000.0
Boris Diaw,2012-13,4500000.0
Travis Outlaw,2012-13,7000000.0
Kendrick Perkins,2012-13,7800531.0
Leandro Barbosa,2012-13,1229255.0
Josh Howard,2012-13,1113560.0
Marquis Daniels,2012-13,1229255.0
Luke Walton,2012-13,6091363.0
Udonis Haslem,2012-13,4060000.0
Keith Bogans,2012-13,854389.0
Zaza Pachulia,2012-13,5248750.0
Kyle Korver,2012-13,5000000.0
Willie Green,2012-13,1375000.0
Maurice Williams,2012-13,8500000.0
Steve Blake,2012-13,4000000.0
Matt Carroll,2012-13,3500000.0
Dwight Howard,2012-13,19261200.0
Emeka Okafor,2012-13,13543250.0
Ben Gordon,2012-13,12400000.0
Shaun Livingston,2012-13,2038446.0
Devin Harris,2012-13,8500000.0
Josh Childress,2012-13,6890056.0
Luol Deng,2012-13,13326700.0
Andre Iguodala,2012-13,14718250.0
Andris Biedrins,2012-13,9000000.0
Sebastian Telfair,2012-13,1567500.0
Kris Humphries,2012-13,12000000.0
Al Jefferson,2012-13,15000000.0
Josh Smith,2012-13,13200000.0
JR Smith,2012-13,2806452.0
Dorell Wright,2012-13,4106000.0
Jameer Nelson,2012-13,8600000.0
Delonte West,2012-13,1223166.0
Tony Allen,2012-13,3300000.0
Carlos Delfino,2012-13,3000000.0
Kevin Martin,2012-13,12939675.0
Beno Udrih,2012-13,7810000.0
Anderson Varejao,2012-13,8400000.0
Matt Barnes,2012-13,854389.0
Royal Ivey,2012-13,1223166.0
Chris Duhon,2012-13,3680000.0
Trevor Ariza,2012-13,7258960.0
Damien Wilkins,2012-13,1223166.0
Matt Bonner,2012-13,3630000.0
Andrew Bogut,2012-13,13150000.0
Marvin Williams,2012-13,8287500.0
Deron Williams,2012-13,17177795.0
Chris Paul,2012-13,17779457.0
Raymond Felton,2012-13,4000000.0
Martell Webster,2012-13,2200000.0
Charlie Villanueva,2012-13,8060000.0
Jose Calderon,2012-13,11046591.0
Channing Frye,2012-13,6000000.0
Andrew Bynum,2012-13,16473002.0
Danny Granger,2012-13,13058606.0
Gerald Green,2012-13,3500000.0
Hakim Warrick,2012-13,4000000.0
