,player,Year,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp
wennibi01CHI,Bill Wennington,1998,C,34,CHI,48,467,9.4,.461,.000,.122,7.8,11.8,9.8,6.7,0.5,0.8,8.1,18.9,,0.3,0.6,0.8,.085,,-4.9,-1.4,-6.2,-0.5
wesleda01CHH,David Wesley,1998,PG,27,CHH,81,2845,15.2,.532,.197,.333,2.1,6.9,4.5,30.2,2.6,0.8,18.6,19.8,,3.3,2.5,5.8,.098,,0.6,0.1,0.7,1.9
westdo01MIN,Doug West,1998,SG,30,MIN,38,688,5.6,.416,.012,.234,3.8,9.6,6.8,9.4,0.8,0.5,10.0,13.5,,-0.2,0.2,0.1,.004,,-5.0,-1.1,-6.0,-0.7
westma01IND,Mark West,1998,C,37,IND,15,105,5.1,.486,.000,.286,7.2,9.8,8.6,3.0,1.0,2.7,25.3,14.3,,-0.1,0.1,0.0,-0.002,,-5.8,0.3,-5.5,-0.1
wheatde01MIN,DeJuan Wheat,1998,PG,24,MIN,34,150,13.5,.504,.340,.300,2.3,6.0,4.2,25.3,2.1,0.5,13.7,19.4,,0.2,0.1,0.2,.072,,0.9,-0.9,0.0,0.1
whitedo01ATL,Donald Whiteside,1998,PG,28,ATL,3,16,0.7,.347,.500,1.000,0.0,7.1,3.7,9.4,0.0,0.0,25.8,11.2,,0.0,0.0,0.0,-0.120,,-5.4,-2.3,-7.7,0.0
whitnch01WAS,Chris Whitney,1998,PG,26,WAS,82,1073,14.8,.512,.476,.363,1.6,10.8,6.1,27.7,1.7,0.4,13.6,19.7,,1.8,0.9,2.7,.120,,0.5,-0.2,0.3,0.6
wilkige01ORL,Gerald Wilkins,1998,SG,34,ORL,72,1252,5.4,.398,.251,.226,1.5,7.1,4.2,10.6,1.5,0.3,14.2,20.4,,-2.1,0.9,-1.2,-0.048,,-5.4,-1.2,-6.6,-1.5
williaa01SEA,Aaron Williams,1998,PF,26,SEA,65,757,13.4,.575,.005,.386,7.7,15.4,11.6,3.0,1.3,3.8,16.3,18.8,,0.7,1.0,1.7,.105,,-3.1,-0.2,-3.3,-0.2
willial02TOT,Alvin Williams,1998,SG,23,TOT,54,1071,10.3,.504,.099,.319,2.6,6.0,4.4,15.7,1.9,0.2,15.3,16.0,,0.5,0.8,1.3,.059,,-2.6,0.0,-2.6,-0.2
willial02POR,Alvin Williams,1998,SG,23,POR,41,864,11.0,.519,.101,.332,2.7,5.3,4.0,16.0,1.9,0.2,15.5,16.9,,0.6,0.8,1.4,.075,,-2.1,0.3,-1.8,0.0
willial02TOR,Alvin Williams,1998,SG,23,TOR,13,207,7.3,.420,.091,.250,2.6,9.0,5.7,14.5,2.0,0.3,14.1,12.0,,0.0,0.0,0.0,-0.009,,-4.4,-1.4,-5.8,-0.2
willibr01GSW,Brandon Williams,1998,SG,22,GSW,9,140,2.9,.357,.180,.080,3.0,8.6,5.7,3.6,2.2,1.5,14.8,18.9,,-0.4,0.1,-0.3,-0.089,,-8.1,-0.9,-9.1,-0.3
willibu01NYK,Buck Williams,1998,PF,37,NYK,41,738,12.3,.560,.000,.477,12.6,17.2,14.9,4.6,1.3,1.6,17.4,13.9,,0.9,1.2,2.1,.135,,-1.7,0.5,-1.2,0.2
willier01DEN,Eric Williams,1998,SF,25,DEN,4,145,17.0,.489,.000,.738,7.9,9.2,8.5,16.1,1.5,0.0,10.0,28.2,,0.2,0.0,0.1,.048,,2.2,-2.5,-0.2,0.1
willihe01NYK,Herb Williams,1998,PF,39,NYK,27,178,6.1,.398,.000,.186,4.0,15.6,9.8,3.6,1.8,3.9,9.7,13.6,,-0.2,0.3,0.2,.041,,-6.7,2.6,-4.2,-0.1
williho01PHO,Hot Rod Williams,1998,C,35,PHO,71,1333,11.5,.525,.000,.460,9.6,17.5,13.7,5.1,1.3,3.3,10.7,9.2,,1.7,2.1,3.7,.135,,-1.6,1.3,-0.2,0.6
willija01NJN,Jayson Williams,1998,C,29,NJN,65,2343,18.7,.541,.006,.454,20.5,23.2,21.8,4.5,1.0,1.5,10.9,16.1,,6.1,2.3,8.4,.172,,2.3,-2.0,0.3,1.4
willije01DET,Jerome Williams,1998,PF,24,DET,77,1305,16.3,.568,.003,.576,15.4,19.2,17.3,6.1,2.1,0.6,14.3,15.0,,2.6,1.9,4.5,.166,,0.7,-0.1,0.6,0.9
willilo01WAS,Lorenzo Williams,1998,PF,28,WAS,14,111,14.1,.727,.000,.118,15.9,10.6,13.3,4.1,0.9,1.9,10.1,8.0,,0.3,0.1,0.4,.169,,-0.4,-0.3,-0.7,0.0
willimi02MIN,Micheal Williams,1998,PG,31,MIN,25,161,13.9,.512,.083,.688,1.4,8.4,4.9,28.7,2.9,0.9,20.4,21.7,,0.1,0.1,0.3,.080,,-2.4,0.5,-1.9,0.0
willimo01SAS,Monty Williams,1998,SF,26,SAS,72,1314,11.3,.505,.005,.495,6.3,9.2,7.9,11.2,1.4,1.3,15.5,18.9,,0.5,1.9,2.3,.086,,-2.5,0.6,-1.9,0.0
willisc01PHI,Scott Williams,1998,C,29,PHI,58,801,12.1,.492,.023,.296,12.4,17.9,15.1,6.0,1.1,1.9,11.1,15.2,,0.9,0.8,1.7,.101,,-2.6,-0.9,-3.5,-0.3
willitr01CHH,Travis Williams,1998,SF,28,CHH,39,365,13.7,.488,.008,.387,17.7,12.8,15.2,9.2,2.6,1.0,17.7,21.4,,0.1,0.4,0.5,.065,,-2.3,-0.9,-3.2,-0.1
williwa02TOT,Walt Williams,1998,SF,27,TOT,59,1470,13.4,.508,.403,.230,3.9,11.7,7.7,14.0,2.1,1.7,13.3,20.9,,1.1,1.0,2.2,.071,,-0.2,-0.2,-0.4,0.6
williwa02TOR,Walt Williams,1998,SF,27,TOR,28,876,13.0,.504,.404,.188,3.3,12.1,7.5,13.1,2.4,1.8,13.1,19.9,,0.5,0.3,0.8,.044,,-0.6,-0.5,-1.1,0.2
williwa02POR,Walt Williams,1998,SF,27,POR,31,594,14.0,.513,.400,.289,4.7,11.2,8.0,15.3,1.7,1.5,13.6,22.4,,0.6,0.7,1.4,.112,,0.3,0.3,0.6,0.4
willico02SAC,Corliss Williamson,1998,SF,24,SAC,79,2819,16.0,.527,.008,.391,6.3,11.5,8.8,14.8,1.4,1.2,13.0,24.1,,2.6,1.8,4.4,.076,,0.4,-0.9,-0.4,1.1
willike02HOU,Kevin Willis,1998,PF,35,HOU,81,2528,18.3,.555,.007,.293,11.0,20.7,15.9,5.8,1.1,1.1,12.6,24.1,,4.3,1.7,6.0,.114,,0.3,-2.2,-1.9,0.0
wingada01SEA,David Wingate,1998,SG,34,SEA,58,546,8.6,.491,.050,.207,4.2,12.9,8.6,10.4,2.1,0.4,19.5,16.1,,-0.3,0.6,0.3,.026,,-3.8,-0.2,-3.9,-0.3
wingfdo01POR,Dontonio Wingfield,1998,SF,23,POR,3,9,-7.1,.129,.000,.667,26.8,24.9,25.8,0.0,0.0,0.0,20.5,24.6,,-0.1,0.0,-0.1,-0.299,,-15.2,-7.8,-22.9,0.0
wolfjo01DEN,Joe Wolf,1998,PF,33,DEN,57,621,5.1,.347,.083,.083,6.6,17.6,12.0,7.9,1.7,0.8,14.9,10.8,,-0.7,0.2,-0.5,-0.037,,-5.8,-0.8,-6.6,-0.7
wrighlo02LAC,Lorenzen Wright,1998,C,22,LAC,69,2067,13.6,.490,.004,.395,9.8,23.7,16.7,4.3,1.4,2.8,11.3,15.4,,1.5,1.5,3.1,.071,,-1.9,-0.7,-2.6,-0.3
wrighsh01TOR,Sharone Wright,1998,C,25,TOR,7,44,10.7,.508,.000,.286,2.5,21.2,11.5,15.5,0.0,0.0,11.3,17.7,,0.0,0.0,0.0,.036,,-3.8,-2.6,-6.4,-0.1
zidekge01TOT,George Zídek,1998,C,24,TOT,12,64,9.1,.402,.069,.552,7.2,24.4,15.7,5.1,0.0,2.3,10.0,28.7,,-0.1,0.0,0.0,-0.036,,-7.0,-5.0,-12.0,-0.2
zidekge01DEN,George Zídek,1998,C,24,DEN,6,42,12.7,.444,.000,.800,10.9,26.0,18.2,4.1,0.0,3.6,12.9,25.2,,0.0,0.0,0.0,.008,,-3.8,-4.3,-8.1,-0.1
zidekge01SEA,George Zídek,1998,C,24,SEA,6,22,2.3,.349,.143,.286,0.0,21.3,10.9,7.1,0.0,0.0,6.0,35.3,,-0.1,0.0,-0.1,-0.120,,-13.2,-6.4,-19.6,-0.1
abdulta01SAC,Tariq Abdul-Wahad,1999,SG,24,SAC,49,1205,11.8,.486,.052,.334,6.3,9.9,8.1,6.5,2.1,0.8,13.0,19.0,,0.5,0.9,1.4,.058,,-2.5,-0.5,-3.0,-0.3
abdursh01VAN,Shareef Abdur-Rahim,1999,SF,22,VAN,50,2021,20.7,.530,.040,.492,6.5,15.4,10.9,17.6,1.8,2.0,14.6,28.9,,3.7,0.9,4.6,.108,,2.9,-0.9,2.0,2.1
alexaco01DEN,Cory Alexander,1999,PG,25,DEN,36,778,11.0,.467,.404,.169,1.0,10.3,5.5,26.6,2.4,0.5,19.8,20.3,,-0.2,0.0,-0.3,-0.016,,-2.1,-1.3,-3.4,-0.3
allenra02MIL,Ray Allen*,1999,SG,23,MIL,50,1719,18.9,.564,.309,.290,4.1,10.7,7.4,18.8,1.7,0.3,13.9,24.5,,4.2,1.1,5.2,.146,,3.5,-1.0,2.4,1.9
alumape01SAC,Peter Aluma,1999,C,25,SAC,2,5,3.1,.500,.000,.000,21.2,21.0,21.1,0.0,10.0,12.7,50.0,34.1,,0.0,0.0,0.0,-0.206,,-26.4,6.6,-19.8,0.0
anderde01CLE,Derek Anderson,1999,SG,24,CLE,38,978,16.5,.529,.220,.525,2.6,11.5,7.1,28.5,2.7,0.3,17.5,23.4,,1.1,1.0,2.1,.105,,1.3,0.3,1.6,0.9
anderke01BOS,Kenny Anderson,1999,PG,28,BOS,34,1010,16.7,.513,.067,.283,2.6,9.1,5.7,32.5,1.7,0.1,15.0,20.9,,1.8,0.6,2.4,.116,,1.1,-1.0,0.1,0.5
anderni01ORL,Nick Anderson,1999,SF,31,ORL,47,1581,15.3,.493,.433,.253,3.7,16.9,10.2,10.7,2.2,0.7,10.4,22.8,,1.3,2.6,3.9,.118,,1.5,0.6,2.1,1.7
andersh01UTA,Shandon Anderson,1999,SG,25,UTA,50,1072,12.8,.511,.113,.344,6.0,8.8,7.5,9.7,2.0,0.7,13.6,21.6,,0.7,1.3,2.0,.088,,-1.0,-0.1,-1.2,0.3
anstech01DAL,Chris Anstey,1999,C,24,DAL,41,470,9.2,.418,.050,.345,8.3,14.9,11.6,9.3,2.1,2.0,14.0,18.2,,-0.2,0.4,0.3,.027,,-4.7,0.3,-4.4,-0.3
anthogr01POR,Greg Anthony,1999,PG,31,POR,50,806,16.6,.550,.498,.355,2.1,6.8,4.5,21.1,4.4,0.3,15.9,19.6,,1.3,1.5,2.8,.165,,0.9,3.1,4.1,1.2
armstbj01TOT,B.J. Armstrong,1999,PG,31,TOT,32,358,12.9,.540,.170,.239,0.7,12.0,6.4,29.2,1.8,0.0,20.5,15.8,,0.4,0.4,0.7,.100,,-1.6,0.4,-1.2,0.1
armstbj01CHH,B.J. Armstrong,1999,PG,31,CHH,10,178,13.3,.601,.186,.233,0.7,9.5,5.3,26.6,0.9,0.0,17.4,15.3,,0.3,0.1,0.4,.114,,0.2,-0.7,-0.5,0.1
armstbj01ORL,B.J. Armstrong,1999,PG,31,ORL,22,180,12.4,.482,.156,.244,0.6,14.4,7.4,31.8,2.7,0.0,23.1,16.3,,0.0,0.3,0.3,.087,,-3.3,1.4,-1.9,0.0
armstda01ORL,Darrell Armstrong,1999,PG,30,ORL,50,1502,22.2,.575,.362,.341,4.0,10.0,7.0,40.8,3.9,0.2,20.8,22.9,,3.8,2.7,6.4,.205,,4.2,2.4,6.7,3.3
askinke01MIA,Keith Askins,1999,SF,31,MIA,33,415,3.5,.404,.468,.129,3.1,9.2,6.4,3.9,2.3,0.5,16.6,9.4,,-0.3,0.5,0.2,.029,,-5.3,1.7,-3.6,-0.2
augmost01POR,Stacey Augmon,1999,SF,30,POR,48,874,13.0,.501,.011,.437,6.4,9.9,8.3,10.6,3.5,1.5,12.6,12.4,,1.0,1.6,2.6,.142,,-1.0,3.8,2.7,1.0
austiis01ORL,Isaac Austin,1999,C,29,ORL,49,1259,12.0,.457,.015,.347,7.5,14.5,10.9,12.8,2.0,2.1,17.9,22.9,,-0.9,2.1,1.2,.045,,-2.6,0.8,-1.8,0.1
aventan01UTA,Anthony Avent,1999,PF,29,UTA,5,44,1.3,.324,.000,.154,23.9,10.3,16.6,3.8,2.5,0.0,33.5,22.7,,-0.2,0.1,-0.1,-0.153,,-9.2,-3.2,-12.4,-0.1
baileth01UTA,Thurl Bailey,1999,PF,37,UTA,43,543,11.5,.476,.011,.194,8.7,12.1,10.6,8.7,0.9,3.9,12.4,19.1,,0.2,0.7,0.9,.083,,-2.9,0.3,-2.6,-0.1
baileto01PHO,Toby Bailey,1999,SG,23,PHO,27,249,11.3,.425,.058,.151,11.0,14.3,12.6,8.6,1.9,0.6,10.7,19.0,,0.0,0.2,0.2,.041,,-2.6,-1.6,-4.2,-0.1
bakerla01TOR,Mark Baker,1999,PG,29,TOR,1,2,-46.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.4,,-0.1,0.0,-0.1,-1.289,,-39.4,-24.3,-63.7,0.0
bakervi01SEA,Vin Baker,1999,PF,27,SEA,34,1162,12.5,.461,.007,.366,8.4,12.6,10.5,8.7,1.5,2.2,13.0,22.8,,-0.2,0.6,0.4,.016,,-2.4,-1.4,-3.8,-0.5
barklch01HOU,Charles Barkley*,1999,PF,35,HOU,42,1526,23.1,.546,.050,.532,13.7,25.1,19.8,22.1,1.5,0.6,13.9,22.2,,4.8,2.0,6.8,.215,,4.3,0.3,4.5,2.5
barroda01BOS,Dana Barros,1999,PG,31,BOS,50,1156,17.7,.576,.431,.197,1.5,8.9,5.1,29.9,2.4,0.3,17.9,19.0,,2.5,0.9,3.4,.139,,2.5,-0.5,2.0,1.2
barrybr01CHI,Brent Barry,1999,SG,27,CHI,37,1181,12.9,.514,.483,.284,3.7,11.0,7.2,19.0,1.9,0.7,15.2,18.8,,0.7,0.9,1.6,.065,,-0.3,-0.2,-0.5,0.4
barrydr01SEA,Drew Barry,1999,SG,25,SEA,17,183,9.0,.490,.750,.406,1.9,10.8,6.3,23.6,2.0,0.4,24.1,12.3,,0.1,0.1,0.2,.048,,-3.1,0.4,-2.7,0.0
barryjo01SAC,Jon Barry,1999,SG,29,SAC,43,736,15.9,.609,.572,.609,3.6,10.1,6.9,21.6,3.6,0.4,21.2,12.9,,1.6,0.8,2.4,.156,,0.3,2.5,2.8,0.9
battito01BOS,Tony Battie,1999,C,22,BOS,50,1121,15.5,.541,.011,.216,9.4,21.1,15.0,7.7,1.4,4.6,12.7,14.1,,1.7,1.6,3.3,.139,,-0.9,1.2,0.2,0.6
beckco01TOT,Corey Beck,1999,PG,27,TOT,24,180,10.1,.493,.026,.385,4.1,13.9,9.2,18.7,2.7,0.8,22.2,15.4,,0.0,0.2,0.2,.051,,-4.5,1.1,-3.4,-0.1
beckco01DET,Corey Beck,1999,PG,27,DET,8,30,12.6,.563,.000,.250,12.2,8.2,10.2,0.0,3.7,0.0,18.4,17.2,,0.0,0.0,0.1,.114,,-4.2,2.1,-2.1,0.0
beckco01CHH,Corey Beck,1999,PG,27,CHH,16,150,9.7,.477,.032,.419,2.5,15.1,9.0,22.4,2.5,1.0,23.1,15.1,,-0.1,0.2,0.1,.038,,-4.6,0.9,-3.7,-0.1
benjabe01PHI,Benoit Benjamin,1999,C,34,PHI,6,33,-1.5,.286,.000,.000,10.4,18.0,14.1,4.9,0.0,0.0,30.0,13.7,,-0.1,0.0,-0.1,-0.100,,-9.1,-2.6,-11.7,-0.1
benjaco01CHI,Corey Benjamin,1999,PG,20,CHI,31,320,8.3,.438,.120,.342,5.3,9.7,7.4,6.3,1.9,1.9,13.5,22.9,,-0.4,0.3,-0.2,-0.023,,-5.1,-0.9,-6.0,-0.3
bennema01CHI,Mario Bennett,1999,PF,25,CHI,3,19,10.9,.451,.000,.667,11.9,19.6,15.6,0.0,2.9,0.0,11.4,21.7,,0.0,0.0,0.0,.065,,-4.3,0.8,-3.5,0.0
besttr01IND,Travis Best,1999,PG,26,IND,49,1043,14.1,.507,.193,.272,2.2,6.8,4.6,27.3,2.2,0.3,15.4,18.5,,1.5,0.6,2.1,.097,,-0.1,-0.1,-0.3,0.5
bibbymi01VAN,Mike Bibby,1999,PG,20,VAN,50,1758,14.8,.487,.122,.279,2.0,7.2,4.6,35.1,2.4,0.2,17.7,21.5,,1.1,0.2,1.3,.035,,-0.2,-1.6,-1.8,0.1
billuch01DEN,Chauncey Billups,1999,SG,22,DEN,45,1488,15.1,.547,.475,.347,1.8,5.8,3.7,20.4,2.1,0.7,14.7,20.3,,2.8,-0.5,2.3,.075,,1.1,-1.6,-0.6,0.5
blaylmo01ATL,Mookie Blaylock,1999,PG,31,ATL,48,1763,16.7,.463,.386,.140,3.0,11.8,7.4,31.7,3.2,0.4,14.3,21.5,,1.5,3.2,4.7,.127,,2.1,1.9,4.0,2.7
blounco01TOT,Corie Blount,1999,PF,30,TOT,34,530,9.5,.404,.010,.540,13.6,21.7,17.7,3.8,2.0,2.4,14.5,13.0,,-0.1,0.7,0.7,.059,,-3.7,-0.4,-4.1,-0.3
blounco01LAL,Corie Blount,1999,PF,30,LAL,14,162,8.0,.418,.030,.364,17.7,15.5,16.6,1.8,0.3,1.8,13.6,12.3,,0.1,0.1,0.2,.050,,-3.9,-3.0,-7.0,-0.2
blounco01CLE,Corie Blount,1999,PF,30,CLE,20,368,10.1,.398,.000,.627,11.9,24.4,18.2,4.6,2.7,2.6,14.9,13.3,,-0.2,0.7,0.5,.064,,-3.6,0.7,-2.9,-0.1
boguemu01GSW,Muggsy Bogues,1999,PG,34,GSW,36,714,15.3,.539,.039,.234,2.3,8.7,5.5,30.9,3.3,0.1,21.7,13.5,,0.9,0.8,1.7,.117,,-0.7,2.2,1.5,0.6
bohanet01WAS,Etdrick Bohannon,1999,SF,25,WAS,2,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-3.0,-1.6,-4.6,0.0
boothke01CHI,Keith Booth,1999,SF,24,CHI,39,432,7.0,.354,.066,.278,6.5,19.5,12.7,16.8,2.8,1.9,18.7,22.7,,-1.4,0.6,-0.8,-0.088,,-6.5,0.5,-6.0,-0.4
bowenbr01BOS,Bruce Bowen,1999,SF,27,BOS,30,494,5.0,.338,.280,.258,3.3,8.7,5.9,8.2,2.2,1.3,11.2,10.5,,-0.4,0.4,0.0,.001,,-4.5,0.7,-3.8,-0.2
boykiea01TOT,Earl Boykins,1999,PG,22,TOT,22,221,7.2,.405,.228,.038,4.0,5.6,4.7,28.4,1.5,0.0,19.9,21.5,,-0.4,0.1,-0.3,-0.070,,-4.0,-2.4,-6.5,-0.3
boykiea01NJN,Earl Boykins,1999,PG,22,NJN,5,51,9.3,.500,.238,.000,2.1,6.9,4.3,23.3,1.0,0.0,25.0,24.2,,-0.1,0.0,-0.1,-0.073,,-1.5,-1.9,-3.4,0.0
boykiea01CLE,Earl Boykins,1999,PG,22,CLE,17,170,6.5,.371,.224,.052,4.5,5.2,4.9,29.9,1.6,0.0,18.0,20.7,,-0.3,0.1,-0.2,-0.069,,-4.8,-2.6,-7.4,-0.2
bradlsh01DAL,Shawn Bradley,1999,C,26,DAL,49,1294,19.6,.527,.011,.330,11.2,22.9,17.0,5.2,1.5,8.9,12.3,16.1,,2.1,2.2,4.2,.157,,0.0,2.3,2.3,1.4
brandte01TOT,Terrell Brandon,1999,PG,28,TOT,36,1217,19.5,.463,.093,.154,2.5,10.6,6.4,44.0,2.8,0.6,12.0,23.0,,1.9,1.2,3.2,.126,,2.6,0.6,3.2,1.6
brandte01MIL,Terrell Brandon,1999,PG,28,MIL,15,505,17.4,.458,.135,.149,2.7,9.9,6.3,36.8,2.6,0.5,14.0,24.4,,0.5,0.4,0.9,.083,,1.7,-0.3,1.5,0.4
brandte01MIN,Terrell Brandon,1999,PG,28,MIN,21,712,20.9,.466,.064,.157,2.3,11.1,6.4,49.1,2.9,0.7,10.6,22.1,,1.5,0.8,2.3,.157,,3.3,1.2,4.4,1.2
brownch01CHH,Chucky Brown,1999,PF,30,CHH,48,1192,11.6,.510,.107,.158,3.7,13.1,8.6,8.9,0.7,1.2,8.7,17.4,,0.9,0.7,1.6,.066,,-1.1,-1.2,-2.4,-0.1
brownde01TOR,Dee Brown,1999,PG,30,TOR,49,1377,13.9,.529,.705,.111,1.2,7.5,4.3,18.8,2.2,0.4,13.4,19.7,,1.8,0.6,2.5,.086,,2.0,-1.3,0.7,1.0
brownge02PHO,Gerald Brown,1999,SG,23,PHO,33,236,7.3,.420,.112,.157,2.4,8.5,5.4,21.7,1.1,0.3,18.8,22.9,,-0.4,0.1,-0.3,-0.060,,-4.4,-2.4,-6.7,-0.3
brownpj01MIA,P.J. Brown,1999,PF,29,MIA,50,1611,15.8,.527,.000,.306,9.3,16.2,13.0,7.7,1.6,2.2,11.3,18.7,,2.6,2.6,5.1,.153,,0.1,0.8,0.8,1.2
brownra02CHI,Randy Brown,1999,PG,30,CHI,39,1139,12.6,.469,.031,.323,2.7,11.4,6.8,25.1,3.3,0.5,18.0,18.4,,-0.3,1.3,1.0,.041,,-2.9,1.5,-1.4,0.2
brunsri01NYK,Rick Brunson,1999,PG,26,NYK,17,95,6.2,.294,.238,.857,3.9,8.4,6.2,33.2,5.2,0.0,29.3,20.7,,-0.4,0.2,-0.2,-0.105,,-5.8,2.5,-3.3,0.0
bryanko01LAL,Kobe Bryant*,1999,SG,20,LAL,50,1896,18.9,.549,.130,.375,3.3,12.7,8.1,17.5,2.0,1.9,14.7,25.3,,3.7,1.5,5.2,.130,,2.1,-0.1,2.1,1.9
bryanma01CHI,Mark Bryant,1999,PF,33,CHI,45,1204,12.1,.513,.003,.316,8.6,14.4,11.4,8.0,1.5,1.0,14.6,18.1,,0.5,1.0,1.5,.060,,-2.6,-0.8,-3.4,-0.4
buechju01DET,Jud Buechler,1999,SF,30,DET,50,1056,12.2,.553,.617,.075,3.3,12.1,7.7,9.1,1.9,1.0,7.8,12.1,,1.7,1.2,2.9,.131,,1.1,1.0,2.1,1.1
bullama01HOU,Matt Bullard,1999,PF,31,HOU,41,413,9.6,.494,.544,.088,2.7,8.8,5.9,7.0,1.7,0.7,10.6,15.1,,0.2,0.2,0.5,.052,,-0.8,-0.6,-1.3,0.1
burresc01NJN,Scott Burrell,1999,SF,28,NJN,32,706,12.6,.468,.346,.202,4.8,14.4,9.3,10.7,3.0,1.1,9.2,15.6,,0.6,0.7,1.4,.092,,-0.7,1.4,0.7,0.5
burtowi01CHH,Willie Burton,1999,SF,30,CHH,3,18,0.6,.228,.143,.571,27.4,12.6,19.7,0.0,0.0,0.0,10.2,25.7,,-0.1,0.0,-0.1,-0.193,,-6.3,-7.9,-14.2,-0.1
butlemi02CLE,Mitchell Butler,1999,SG,28,CLE,31,418,12.6,.549,.209,.230,4.0,9.4,6.7,10.8,2.0,0.8,15.9,21.2,,0.1,0.3,0.5,.053,,-0.7,-1.0,-1.7,0.0
caffeja01GSW,Jason Caffey,1999,PF,25,GSW,35,876,10.2,.481,.004,.354,9.4,15.7,12.5,3.6,1.5,0.8,19.0,20.0,,-0.5,1.0,0.5,.028,,-3.9,-0.9,-4.8,-0.6
cambyma01NYK,Marcus Camby,1999,C,24,NYK,46,945,17.6,.537,.000,.395,13.2,18.2,15.8,2.4,1.7,6.1,11.3,17.5,,1.4,2.0,3.5,.176,,-0.4,1.8,1.4,0.8
campbel01TOT,Elden Campbell,1999,C,30,TOT,49,1459,18.1,.528,.002,.578,10.5,21.1,16.0,8.8,1.4,3.6,12.1,21.3,,2.3,1.9,4.3,.140,,0.2,-0.3,-0.1,0.7
campbel01LAL,Elden Campbell,1999,C,30,LAL,17,325,13.4,.491,.000,.614,13.9,20.4,17.2,3.9,0.2,3.6,14.6,20.8,,0.3,0.3,0.5,.078,,-2.6,-2.1,-4.7,-0.2
campbel01CHH,Elden Campbell,1999,C,30,CHH,32,1134,19.4,.538,.003,.569,9.6,21.2,15.7,10.1,1.8,3.6,11.3,21.5,,2.1,1.7,3.7,.158,,1.0,0.2,1.2,0.9
carran01HOU,Antoine Carr,1999,PF,37,HOU,18,152,8.9,.427,.019,.135,7.4,15.9,11.9,10.1,0.4,4.6,14.0,19.8,,-0.1,0.1,0.0,.015,,-6.2,0.5,-5.8,-0.1
carrch01TOT,Chris Carr,1999,SG,24,TOT,39,445,11.8,.465,.366,.195,5.4,12.7,8.8,9.4,0.9,0.3,11.2,24.8,,0.0,0.2,0.2,.026,,-0.6,-2.7,-3.2,-0.1
carrch01MIN,Chris Carr,1999,SG,24,MIN,11,81,6.5,.414,.346,.154,0.0,18.0,8.3,13.2,0.7,0.9,12.6,17.2,,-0.1,0.1,0.0,-0.001,,-5.2,-0.3,-5.5,-0.1
carrch01NJN,Chris Carr,1999,SG,24,NJN,28,364,13.0,.472,.369,.201,6.6,11.6,9.0,8.5,1.0,0.2,11.0,26.5,,0.1,0.1,0.2,.032,,0.4,-3.2,-2.7,-0.1
carrco01CHI,Cory Carr,1999,SG,23,CHI,42,624,5.1,.372,.139,.148,1.4,8.2,4.6,20.2,1.8,0.9,16.7,20.8,,-1.6,0.4,-1.2,-0.089,,-6.7,-1.5,-8.2,-1.0
cartevi01TOR,Vince Carter,1999,SF,22,TOR,50,1760,19.6,.516,.086,.350,6.1,12.6,9.3,17.2,1.7,3.3,11.1,25.6,,3.6,1.4,5.0,.136,,3.1,-0.4,2.8,2.1
cassesa01TOT,Sam Cassell,1999,PG,29,TOT,8,199,23.1,.552,.108,.538,3.0,5.9,4.4,35.1,2.5,0.0,14.8,31.0,,0.7,0.1,0.8,.187,,4.5,0.1,4.6,0.3
cassesa01NJN,Sam Cassell,1999,PG,29,NJN,4,100,23.7,.575,.143,.633,1.0,5.8,3.3,38.6,1.6,0.0,16.1,32.9,,0.4,0.0,0.4,.194,,5.8,-0.4,5.4,0.2
cassesa01MIL,Sam Cassell,1999,PG,29,MIL,4,99,22.5,.525,.068,.432,4.9,6.0,5.5,31.5,3.3,0.0,13.3,29.1,,0.3,0.1,0.4,.179,,3.2,0.5,3.7,0.1
catoke01POR,Kelvin Cato,1999,C,24,POR,43,545,14.5,.476,.008,.519,10.8,20.6,15.9,5.7,2.3,7.7,14.6,15.6,,0.2,1.4,1.6,.144,,-3.2,3.4,0.2,0.3
causwdu01MIA,Duane Causwell,1999,C,30,MIA,19,137,8.1,.546,.000,.343,13.3,17.3,15.5,2.8,0.0,6.0,30.9,21.0,,-0.2,0.2,0.0,-0.007,,-7.6,0.6,-7.0,-0.2
cebalce01DAL,Cedric Ceballos,1999,SF,29,DAL,13,352,15.4,.504,.200,.350,7.3,19.9,13.6,6.1,1.1,1.0,14.8,24.7,,0.1,0.3,0.4,.055,,0.0,-1.5,-1.4,0.0
chapmre01PHO,Rex Chapman,1999,SG,31,PHO,38,1183,11.8,.460,.329,.198,1.2,9.2,5.1,15.2,1.5,0.6,9.8,21.6,,0.3,0.6,0.9,.035,,-1.0,-1.5,-2.5,-0.1
